Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hh2,hh,2ANYA,15,0.392,0.932,0,0.908,0.922,0.943
2,meta_blits3,blits,2ANYA,15,0.272,0.904,1.7e-53,0.908,0.923,0.943
3,meta_blits2,blits,2ANYA,15,0.272,0.904,1.7e-53,0.908,0.923,0.943
4,meta_blits4,blits,2ANYA,15,0.272,0.904,1.7e-53,0.908,0.923,0.943
5,meta_blits5,blits,2ANYA,15,0.272,0.904,1.7e-53,0.908,0.922,0.943
6,meta_blits6,blits,2ANYA,15,0.272,0.904,1.7e-53,0.908,0.922,0.943
7,meta_blits7,blits,2ANYA,15,0.316,0.92,3.6e-53,0.907,0.921,0.942
8,meta_hs2,hs,2ANYA,15,0.392,0.932,0,0.907,0.921,0.942
9,meta_hs3,hs,2ANYA,15,0.772,0.952,0,0.907,0.921,0.942
10,meta_hh3,hh,2ANYA,15,0.772,0.952,0,0.906,0.921,0.942
11,meta_hs1,hs,2ANYA,15,0.396,0.932,0,0.906,0.921,0.942
12,meta_hh1,hh,2ANYA,15,0.396,0.932,0,0.906,0.921,0.942
13,meta_hs7,hs,1KLIH,5,0.332,0.944,0,0.905,0.918,0.941
14,meta_hh7,hh,1EKBB,7,0.364,0.932,0,0.905,0.919,0.941
15,meta_blits8,blits,2ANYA,15,0.612,0.952,3.7e-53,0.905,0.92,0.941
16,meta_blits9,blits,2ANYA,15,0.612,0.952,3.7e-53,0.905,0.92,0.941
17,meta_blits10,blits,2ANYA,15,0.612,0.952,3.7e-53,0.905,0.92,0.941
18,meta_hhsuite8,hhsuite,4DGJA,7,0.396,0.932,2e-50,0.905,0.918,0.941
19,meta_com4,com,1XX9A,11,0.612,0.948,2.51e-57,0.905,0.919,0.941
20,meta_com1,com,2ANYA,15,0.396,0.932,4.97e-58,0.904,0.918,0.94
21,meta_hh5,hh,1KLIH,5,0.376,0.948,0,0.904,0.918,0.941
22,meta_hhsuite9,hhsuite,1KLIH,5,0.388,0.988,7.4e-51,0.904,0.918,0.941
23,meta_com5,com,1EKBB,7,0.324,0.912,9.20e-56,0.904,0.919,0.94
24,meta_com3,com,2ANYA,15,0.772,0.952,9.62e-58,0.903,0.918,0.94
25,meta_hs4,hs,1XX9A,11,0.612,0.948,0,0.903,0.918,0.94
26,meta_hs5,hs,1KLIH,5,0.376,0.936,0,0.903,0.916,0.941
27,meta_hp1,hp,2ANYA,15,0.356,0.944,0,0.903,0.917,0.939
