Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_rapt2,rapt,2CU7A,9,0.192,0.877,0.0337,0.605,0.671,0.589
2,meta_muster9,muster,3OSFA,1,0.14,0.894,unknown,0.603,0.674,0.589
3,meta_muster6,muster,1ITYA,5,0.157,0.964,unknown,0.602,0.659,0.58
4,meta_blits4,blits,1GVDA,1,0.122,0.894,7.1e-19,0.602,0.659,0.583
5,meta_rapt4,rapt,2QHBA,1,0.14,0.947,0.0404,0.602,0.665,0.583
6,meta_hp5,hp,2CU7A,9,0.192,0.859,0.23,0.601,0.666,0.587
7,meta_rapt10,rapt,1IV6A,1,0.14,0.964,0.04825,0.601,0.652,0.572
8,meta_muster2,muster,2CU7A,9,0.192,0.912,unknown,0.601,0.666,0.587
9,meta_blits8,blits,1W0TA,1,0.122,0.894,1.6e-17,0.599,0.66,0.582
10,meta_ss4,ss,2YUMA,10,0.21,0.964,0.00014,0.599,0.666,0.58
11,meta_hg4,hg,2YUMA,10,0.21,0.964,0.00014,0.599,0.666,0.58
12,meta_ap5,ap,2CU7A,9,0.192,0.912,0.23,0.598,0.668,0.585
13,meta_hhsuite2,hhsuite,2CU7A,9,0.192,0.912,1.6e-13,0.597,0.663,0.582
14,meta_hhsuite7,hhsuite,2IW5B,1,0.14,0.912,2.3e-12,0.597,0.658,0.581
15,meta_hhsuite6,hhsuite,2YUMA,10,0.21,0.964,2.2e-12,0.597,0.659,0.575
16,meta_blits1,blits,1IRZA,20,0.614,1,4.9e-21,0.595,0.656,0.582
17,meta_hp1,hp,1IRZA,20,0.614,1,1.3e-22,0.595,0.656,0.582
18,meta_ap1,ap,1IRZA,20,0.614,1,1.3e-22,0.595,0.656,0.582
19,meta_hg2,hg,2CU7A,9,0.192,0.912,4.2e-12,0.595,0.659,0.58
20,meta_ss2,ss,2CU7A,9,0.192,0.912,4.2e-12,0.595,0.659,0.58
21,meta_hhbl6,hhbl,2IW5A,1,0.14,0.859,5.1e-13,0.595,0.65,0.575
22,meta_ff1,ff,1IRZA,20,0.614,1,1,0.594,0.656,0.583
23,meta_blast1,blast,1IRZA,20,0.614,1,6e-21,0.594,0.656,0.583
24,meta_com1,com,1IRZA,20,0.614,1,3.71e-16,0.594,0.656,0.583
25,meta_hhsuite1,hhsuite,1IRZA,20,0.614,1,1.4e-30,0.594,0.656,0.583
26,meta_ss1,ss,1IRZA,20,0.614,1,3.4e-24,0.594,0.656,0.583
27,meta_sam1,sam,1IRZA,20,0.614,1,1.22e-16,0.594,0.656,0.583
28,meta_hh1,hh,1IRZA,20,0.614,1,1.2e-30,0.594,0.656,0.583
29,meta_newblast1,newblast,1IRZA,20,0.614,1,2e-18,0.594,0.656,0.583
30,meta_prc1,prc,1IRZA,20,0.614,1,8.8e-14,0.594,0.656,0.583
31,meta_csblast1,csblast,1IRZA,20,0.614,1,7e-17,0.594,0.656,0.583
32,meta_hs1,hs,1IRZA,20,0.614,1,1.2e-30,0.594,0.656,0.583
33,meta_hg1,hg,1IRZA,20,0.614,1,3.4e-24,0.594,0.656,0.583
34,meta_hmmer1,hmmer,1IRZA,20,0.614,1,2.1e-31,0.594,0.656,0.583
35,meta_csiblast1,csiblast,1IRZA,20,0.614,1,6e-21,0.594,0.656,0.583
36,meta_psiblast1,psiblast,1IRZA,20,0.614,1,5e-22,0.594,0.656,0.583
37,meta_multicom1,multicom,1IRZA,20,0.614,1,5e-22,0.594,0.656,0.583
38,meta_blits7,blits,1W0UA,1,0.105,0.912,9.4e-18,0.592,0.649,0.57
39,meta_rapt1,rapt,1IRZA,20,0.614,1,0.001352,0.592,0.655,0.578
40,meta_star0,star,1IRZA,20,0.614,1,converted,0.591,0.654,0.579
41,meta_center0,center,1IRZA,20,0.614,1,unknown,0.591,0.654,0.579
42,meta_center4,center,1IRZA,20,0.614,1,unknown,0.591,0.654,0.579
43,meta_msaprobs3,msaprobs,1ITYA,5,0.157,0.964,unknown,0.591,0.654,0.574
44,meta_hhsuite10,hhsuite,2EQRA,1,0.122,0.912,5.4e-12,0.591,0.649,0.568
45,meta_blits10,blits,2YUMA,10,0.21,0.964,1.2e-17,0.591,0.656,0.572
46,meta_muster5,muster,2YUMA,10,0.21,0.964,unknown,0.591,0.653,0.571
47,meta_compro3,compro,1ITYA,5,0.157,0.929,unknown,0.59,0.654,0.576
48,meta_blits5,blits,2D9AA,5,0.105,0.912,1.5e-18,0.589,0.649,0.57
49,meta_ss10,ss,1GUUA,2,0.157,0.877,0.0033,0.588,0.647,0.568
50,meta_center2,center,2CU7A,9,0.192,0.912,unknown,0.588,0.653,0.57
51,meta_muster1,muster,1IRZA,20,0.614,1,unknown,0.587,0.651,0.576
52,meta_blits3,blits,1GUUA,2,0.157,0.859,5e-19,0.587,0.643,0.564
53,meta_hhsuite5,hhsuite,4CZZB,1,0.175,0.912,1.3e-12,0.587,0.652,0.575
54,meta_compro2,compro,2CU7A,9,0.192,0.912,unknown,0.587,0.651,0.576
55,meta_ff4,ff,2ELKA,5,0.175,0.912,4,0.586,0.649,0.568
56,meta_ap4,ap,3ZN0A,1,0.14,0.912,0.11,0.586,0.646,0.571
57,meta_muster4,muster,2ELKA,5,0.175,0.912,unknown,0.586,0.645,0.564
58,meta_hhbl5,hhbl,3SJMA,1,0.105,0.877,1.8e-12,0.586,0.65,0.569
59,meta_blits2,blits,2ELKA,5,0.157,0.894,4.4e-20,0.585,0.647,0.565
60,meta_hs2,hs,2CU7A,9,0.192,0.824,3.5,0.585,0.66,0.577
61,meta_muster7,muster,1XG1A,3,0.122,0.964,unknown,0.584,0.643,0.562
62,meta_hhsuite3,hhsuite,2ELKA,5,0.157,0.877,1.3e-12,0.583,0.643,0.563
63,meta_compro0,compro,1IRZA,20,0.578,1,unknown,0.582,0.647,0.573
64,meta_center3,center,1X41A,6,0.21,0.929,unknown,0.582,0.647,0.569
65,meta_star3,star,1X41A,6,0.21,0.929,converted,0.582,0.647,0.569
66,meta_muster3,muster,1X41A,6,0.21,0.929,unknown,0.581,0.639,0.564
67,meta_hhbl1,hhbl,4IEJA,1,0.087,0.877,6.3e-14,0.581,0.635,0.557
68,meta_hp4,hp,3ZN0A,1,0.14,0.859,0.11,0.581,0.643,0.566
69,meta_ff2,ff,2CU7A,9,0.192,0.912,2,0.58,0.648,0.565
70,meta_msaprobs2,msaprobs,2CU7A,9,0.192,0.912,unknown,0.578,0.646,0.568
71,meta_hhbl7,hhbl,2CKXA,1,0.105,0.842,2.3e-12,0.578,0.646,0.565
72,meta_muster8,muster,1H88C,1,0.175,0.859,unknown,0.577,0.635,0.558
73,meta_blits6,blits,1X41A,6,0.192,0.912,1.7e-18,0.577,0.638,0.564
74,meta_hh2,hh,2CU7A,9,0.21,0.894,2.6,0.577,0.652,0.568
75,meta_ap3,ap,2YUMA,10,0.21,0.964,0.11,0.577,0.645,0.56
76,meta_hg5,hg,2D9AA,5,0.105,0.929,0.00078,0.576,0.64,0.56
