Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_com4,com,1A17A,12,0.214,0.928,1.93e-26,0.773,0.809,0.829
2,meta_com3,com,2VYIA,14,0.271,0.792,5.19e-27,0.773,0.807,0.828
3,meta_com2,com,2VYIA,14,0.285,0.892,5.50e-28,0.772,0.806,0.828
4,meta_com5,com,1A17A,12,0.342,0.957,3.31e-26,0.769,0.806,0.826
5,meta_hs10,hs,1WAO1,5,0.257,0.878,3.5e-36,0.764,0.798,0.823
6,meta_hh4,hh,1A17A,12,0.221,0.928,2.6e-40,0.764,0.803,0.824
7,meta_hs4,hs,1A17A,12,0.271,0.764,9.3e-40,0.764,0.799,0.82
8,meta_hs6,hs,1A17A,12,0.257,0.842,1.6e-38,0.764,0.801,0.824
9,meta_hh3,hh,2VYIA,14,0.378,0.914,1.5e-39,0.762,0.801,0.82
10,meta_com1,com,3SZ7A,14,0.371,0.985,7.55e-34,0.762,0.8,0.821
11,meta_hs3,hs,2VYIA,14,0.378,0.878,6.1e-39,0.76,0.798,0.817
12,meta_center2,center,1A17A,12,0.335,0.964,unknown,0.76,0.795,0.82
13,meta_hs5,hs,1A17A,12,0.221,0.892,9.7e-40,0.759,0.796,0.816
14,meta_hh2,hh,2VYIA,14,0.285,0.892,3.1e-41,0.759,0.798,0.818
15,meta_hs2,hs,2VYIA,14,0.285,0.871,1.5e-40,0.756,0.794,0.815
16,meta_hmmer2,hmmer,3SZ7A,14,0.378,0.878,7.7e-54,0.754,0.792,0.815
17,meta_blits3,blits,1A17A,12,0.278,0.85,2e-21,0.753,0.792,0.817
18,meta_blits2,blits,1A17A,12,0.257,0.835,8.4e-22,0.752,0.789,0.815
19,meta_blast5,blast,4JA7A,5,0.364,0.928,3e-44,0.75,0.783,0.809
20,meta_hmmer1,hmmer,2VYIA,14,0.378,0.914,9e-55,0.749,0.787,0.811
21,meta_star2,star,1A17A,12,0.35,0.95,converted,0.748,0.79,0.812
22,meta_multicom2,multicom,3SZ7A,14,0.378,0.878,2e-45,0.748,0.783,0.81
23,meta_hs9,hs,1ELWA,7,0.257,0.828,8.7e-37,0.747,0.778,0.805
24,meta_sam5,sam,2VYIB,5,0.364,0.878,4.91e-20,0.747,0.783,0.803
25,meta_ff9,ff,1A17A,12,0.342,0.957,9,0.747,0.787,0.812
26,meta_msaprobs1,msaprobs,3SZ7A,14,0.378,0.985,unknown,0.746,0.784,0.808
27,meta_blits1,blits,2VYIA,14,0.385,0.914,1.1e-22,0.746,0.788,0.806
28,meta_csiblast1,csiblast,2VYIA,14,0.378,0.914,5e-39,0.745,0.788,0.811
29,meta_multicom1,multicom,2VYIA,14,0.378,0.914,2e-46,0.745,0.78,0.808
30,meta_hs8,hs,2LNIA,5,0.278,0.878,4e-38,0.744,0.778,0.803
31,meta_hh5,hh,2LNIA,5,0.271,0.792,3.4e-40,0.743,0.782,0.808
32,meta_sam2,sam,2VYIA,14,0.378,0.9,3.12e-20,0.743,0.783,0.806
33,meta_sam3,sam,4JA7A,5,0.364,0.921,3.26e-20,0.743,0.778,0.805
34,meta_star1,star,3SZ7A,14,0.371,0.985,converted,0.742,0.784,0.808
35,meta_center1,center,3SZ7A,14,0.371,0.985,unknown,0.742,0.784,0.808
36,meta_ap2,ap,2VYIA,14,0.378,0.914,2e-22,0.742,0.786,0.808
37,meta_muster1,muster,2VYIA,14,0.378,0.914,unknown,0.741,0.782,0.805
38,meta_psiblast2,psiblast,2VYIB,5,0.378,0.878,2e-45,0.74,0.779,0.8
39,meta_csiblast2,csiblast,2VYIB,5,0.378,0.878,1e-37,0.74,0.779,0.805
40,meta_newblast1,newblast,4JA9A,5,0.364,0.928,4e-30,0.74,0.779,0.805
41,meta_sam1,sam,1A17A,12,0.35,0.935,3.02e-20,0.74,0.779,0.807
42,meta_hhsuite2,hhsuite,2VYIA,14,0.378,0.914,6.8e-19,0.739,0.779,0.799
43,meta_blast4,blast,4JA9A,5,0.364,0.928,3e-44,0.739,0.774,0.801
44,meta_msaprobs4,msaprobs,3SZ7A,14,0.292,0.857,unknown,0.739,0.776,0.8
45,meta_multicom5,multicom,1A17A,12,0.371,0.942,6e-39,0.739,0.783,0.807
46,meta_multicom6,multicom,1A17A,12,0.35,0.928,7e-39,0.739,0.779,0.809
47,meta_ff5,ff,2VYIA,14,0.378,0.914,5,0.738,0.78,0.799
48,meta_multicom3,multicom,3SZ7A,14,0.4,0.964,1e-44,0.738,0.776,0.803
49,meta_center4,center,4CGVA,10,0.285,0.892,unknown,0.737,0.776,0.797
50,meta_star4,star,4CGVA,10,0.285,0.892,converted,0.737,0.776,0.797
51,meta_multicom4,multicom,1A17A,12,0.371,0.942,5e-39,0.737,0.782,0.807
52,meta_multicom7,multicom,1A17A,12,0.371,0.942,8e-39,0.737,0.783,0.807
53,meta_hmmer5,hmmer,1A17A,12,0.235,0.8,5.9e-37,0.736,0.767,0.795
54,meta_psiblast1,psiblast,2VYIA,14,0.378,0.914,2e-46,0.735,0.773,0.797
55,meta_msaprobs0,msaprobs,2VYIA,14,0.392,0.914,unknown,0.735,0.776,0.802
56,meta_compro4,compro,4CGVA,10,0.285,0.892,unknown,0.735,0.776,0.796
57,meta_ss1,ss,3SZ7A,14,0.378,0.978,1.3e-28,0.735,0.77,0.792
58,meta_blits4,blits,1A17A,12,0.335,0.964,4.3e-21,0.735,0.772,0.798
59,meta_hg1,hg,3SZ7A,14,0.371,0.985,1.3e-28,0.734,0.777,0.802
60,meta_rapt1,rapt,2VYIA,14,0.371,0.892,4.972e-05,0.734,0.772,0.797
61,meta_ss2,ss,4XI0A,5,0.214,1,1.3e-27,0.734,0.767,0.788
62,meta_hs7,hs,1A17A,12,0.335,0.95,6e-37,0.734,0.783,0.804
63,meta_center3,center,1ELWA,7,0.257,0.835,unknown,0.734,0.77,0.789
64,meta_ss4,ss,2VYIA,14,0.357,0.814,2.3e-27,0.733,0.765,0.787
65,meta_ss3,ss,1A17A,12,0.3,0.821,4.8e-27,0.733,0.768,0.788
66,meta_rapt3,rapt,1A17A,12,0.342,0.928,6.556e-05,0.733,0.773,0.798
67,meta_star0,star,2VYIA,14,0.378,0.914,converted,0.732,0.771,0.794
68,meta_center0,center,2VYIA,14,0.378,0.914,unknown,0.732,0.771,0.794
69,meta_compro1,compro,3SZ7A,14,0.378,0.985,unknown,0.732,0.769,0.799
70,meta_rapt5,rapt,4JA7A,5,0.342,0.878,7.254e-05,0.731,0.766,0.794
71,meta_hhsuite7,hhsuite,3SZ7A,14,0.371,0.985,9.8e-19,0.73,0.77,0.799
72,meta_prc1,prc,3SZ7A,14,0.371,0.985,0.34,0.73,0.77,0.799
73,meta_multicom10,multicom,1A17A,12,0.335,0.928,6e-32,0.73,0.777,0.802
74,meta_muster8,muster,3SZ7A,14,0.385,0.978,unknown,0.729,0.767,0.798
75,meta_ss8,ss,3VTXA,5,0.221,0.978,3.4e-26,0.729,0.76,0.784
