Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_muster1,muster,5CWIA,1,0.135,0.957,unknown,0.139,0.189,0.191
2,meta_muster3,muster,5CWMA,1,0.084,0.94,unknown,0.138,0.189,0.192
3,meta_muster5,muster,5CWQA,1,0.135,0.932,unknown,0.137,0.188,0.191
4,meta_abi6_denovo1,None,None,None,None,None,None,0,0.41,23
5,meta_muster4,muster,5FWLE,1,0.101,0.957,unknown,0.145,0.186,0.186
6,meta_rapt7,rapt,2XMNA,1,0.093,0.813,0.03613,0.142,0.184,0.187
7,meta_muster9,muster,5CWCA,1,0.11,0.83,unknown,0.134,0.184,0.186
8,meta_abi4_denovo0,None,None,None,None,None,None,0,0.39,34
9,meta_abi3_denovo0,None,None,None,None,None,None,0,0.39,36.5
10,meta_abi3_denovo4,None,None,None,None,None,None,0,0.36,54.5
11,meta_abi5_denovo5,None,None,None,None,None,None,0,0.32,71
12,meta_abi2_denovo3,None,None,None,None,None,None,0,0.41,23.5
13,meta_muster7,muster,2CRBA,2,0.118,0.813,unknown,0.135,0.181,0.186
14,meta_abi7_denovo3,None,None,None,None,None,None,0,0.36,51.5
15,meta_abi4_denovo5,None,None,None,None,None,None,0,0.33,68.5
16,meta_rapt3,rapt,5BUNA,1,0.127,0.72,0.02606,0.137,0.181,0.183
17,meta_abi6_denovo4,None,None,None,None,None,None,0,0.43,16
18,meta_abi3_denovo7,None,None,None,None,None,None,0,0.4,31
19,meta_abi5_denovo6,None,None,None,None,None,None,0,0.37,48.5
20,meta_abi3_denovo1,None,None,None,None,None,None,0,0.44,15.5
21,meta_abi2_denovo1,None,None,None,None,None,None,0,0.35,58
22,meta_abi4_denovo6,None,None,None,None,None,None,0,0.35,63
23,meta_abi2_denovo6,None,None,None,None,None,None,0,0.3,78
24,meta_abi7_denovo5,None,None,None,None,None,None,0,0.38,42
25,meta_abi7_denovo7,None,None,None,None,None,None,0,0.37,46.5
26,meta_abi6_denovo7,None,None,None,None,None,None,0,0.34,64.5
27,meta_center2,center,3U8VA,6,0.144,0.703,unknown,0.13,0.178,0.181
28,meta_rapt9,rapt,4HWIB,1,0.084,0.813,0.0384,0.131,0.178,0.179
29,meta_abi4_denovo7,None,None,None,None,None,None,0,0.38,39
30,meta_abi5_denovo0,None,None,None,None,None,None,0,0.41,21.5
31,meta_abi2_denovo4,None,None,None,None,None,None,0,0.39,34.5
32,meta_muster6,muster,5HMOA,1,0.101,1,unknown,0.144,0.175,0.175
33,meta_abi4_denovo1,None,None,None,None,None,None,0,0.35,63.5
34,meta_abi4_denovo2,None,None,None,None,None,None,0,0.44,15
35,meta_abi6_denovo3,None,None,None,None,None,None,0,0.43,17.5
36,meta_abi6_denovo5,None,None,None,None,None,None,0,0.42,18
37,meta_confold2-5,None,None,None,None,None,None,0,0.41,22.5
38,meta_muster10,muster,5APPA,1,0.152,0.957,unknown,0.141,0.174,0.172
39,meta_uniconfold5,None,None,None,None,None,None,0,0.4,28.5
40,meta_confold2-4,None,None,None,None,None,None,0,0.39,32.5
41,meta_rapt5,rapt,4JPPA,1,0.093,0.805,0.03407,0.14,0.174,0.173
42,meta_abi5_denovo4,None,None,None,None,None,None,0,0.37,46
43,meta_abi3_denovo5,None,None,None,None,None,None,0,0.35,64
44,meta_abi2_denovo7,None,None,None,None,None,None,0,0.35,59.5
45,meta_abi7_denovo1,None,None,None,None,None,None,0,0.34,66.5
46,meta_muster8,muster,5D2SA,1,0.093,0.771,unknown,0.127,0.173,0.173
47,meta_muster2,muster,6EXND,1,0.059,0.822,unknown,0.136,0.173,0.171
48,meta_uniconfold4,None,None,None,None,None,None,0,0.4,29
49,meta_uniconfold2,None,None,None,None,None,None,0,0.37,45.5
50,meta_confold2-2,None,None,None,None,None,None,0,0.36,53.5
51,meta_abi3_denovo6,None,None,None,None,None,None,0,0.31,74.5
52,meta_msaprobs2,msaprobs,3U8VA,6,0.144,0.703,unknown,0.125,0.173,0.178
53,meta_abi6_denovo6,None,None,None,None,None,None,0,0.44,14.5
54,meta_abi7_denovo2,None,None,None,None,None,None,0,0.43,16.5
55,meta_abi5_denovo3,None,None,None,None,None,None,0,0.38,42.5
56,meta_rapt2,rapt,5NIKA,1,0.127,0.72,0.02386,0.123,0.172,0.176
57,meta_abi7_denovo6,None,None,None,None,None,None,0,0.29,84
58,meta_hhsu9,hhsu,3U8VA,6,0.11,0.61,2.5e+02,0.126,0.172,0.176
59,meta_abi2_denovo0,None,None,None,None,None,None,0,0.4,26
60,meta_abi7_denovo4,None,None,None,None,None,None,0,0.39,37
61,meta_abi6_denovo2,None,None,None,None,None,None,0,0.38,38.5
62,meta_abi5_denovo2,None,None,None,None,None,None,0,0.38,41.5
63,meta_abi5_denovo1,None,None,None,None,None,None,0,0.36,50.5
64,meta_abi2_denovo5,None,None,None,None,None,None,0,0.34,65.5
65,meta_uniconfold3,None,None,None,None,None,None,0,0.31,72.5
66,meta_compro2,compro,3U8VA,6,0.144,0.703,unknown,0.123,0.171,0.177
67,meta_contemp2,None,None,None,None,None,None,0,0.4,26.5
68,meta_abi3_denovo3,None,None,None,None,None,None,0,0.34,66
69,meta_confold2-3,None,None,None,None,None,None,0,0.34,67
70,meta_contemp4,None,None,None,None,None,None,0,0.29,79.5
71,meta_jackhmmer1,jackhmmer,3U8VA,6,0.084,0.542,0.0097,0.124,0.17,0.172
72,meta_hhsu1,hhsu,3U8VA,6,0.067,0.5,13,0.121,0.17,0.177
73,meta_contemp3,None,None,None,None,None,None,0,0.36,50
74,meta_rapt6,rapt,4QOXA,1,0.144,0.703,0.03524,0.127,0.169,0.174
75,meta_confold2-1,None,None,None,None,None,None,0,0.29,81
76,meta_blits9,blits,1WOLA,1,0.101,0.635,1.5e+03,0.124,0.169,0.174
77,meta_contemp5,None,None,None,None,None,None,0,0.27,90.5
78,meta_abi6_denovo0,None,None,None,None,None,None,0,0.45,12.5
79,meta_abi7_denovo0,None,None,None,None,None,None,0,0.45,13.5
80,meta_contemp1,None,None,None,None,None,None,0,0.34,65
81,meta_rapt10,rapt,2X3VA,1,0.152,0.796,0.03849,0.13,0.168,0.169
82,meta_blits8,blits,1O3UA,1,0.093,0.627,1.2e+03,0.121,0.168,0.172
83,meta_uniconfold1,None,None,None,None,None,None,0,0.25,97.5
84,meta_com7,com,4IB4A,1,0.093,0.771,2.89e-01,0.122,0.168,0.173
85,meta_abi3_denovo2,None,None,None,None,None,None,0,0.4,29.5
86,meta_abi5_denovo7,None,None,None,None,None,None,0,0.4,32
87,meta_rapt8,rapt,4H5YA,1,0.127,0.813,0.03613,0.125,0.167,0.165
88,meta_abi4_denovo4,None,None,None,None,None,None,0,0.32,71.5
89,meta_hhsuite1,hhsuite,3U8VA,6,0.059,0.161,4.8,0.121,0.167,0.175
90,meta_ff8,ff,1L8YA,2,0.161,0.703,8,0.12,0.167,0.175
91,meta_novel2,None,None,None,None,None,None,0,0.23,102
92,meta_deepsf2,None,None,None,None,None,None,0,0.23,102.5
93,meta_hhsuite2,hhsuite,3U8VA,6,0.127,0.559,49,0.122,0.166,0.173
94,meta_rapt1,rapt,1LS4A,1,0.11,0.771,0.02252,0.117,0.165,0.172
95,meta_super2,super,3U8VA,6,0.127,0.559,49,0.117,0.165,0.175
96,meta_hh4,hh,4D7WA,4,0.05,0.169,16,0.123,0.164,0.164
97,meta_ss3,ss,4D7WA,4,0.067,0.237,17,0.119,0.164,0.166
98,meta_hg6,hg,3FESA,2,0.084,0.61,90,0.114,0.164,0.172
99,meta_abi2_denovo2,None,None,None,None,None,None,0,0.35,59
100,meta_hhsu6,hhsu,3U8VA,6,0.033,0.076,15,0.122,0.164,0.166
101,meta_rapt4,rapt,3SFVB,1,0.067,0.72,0.03014,0.121,0.164,0.164
102,meta_abi4_denovo3,None,None,None,None,None,None,0,0.4,30.5
103,meta_deepsf1,None,None,None,None,None,None,0,0.35,60
104,meta_novel1,None,None,None,None,None,None,0,0.35,60.5
105,meta_ff1,ff,6B3RA,1,0.203,0.923,1,0.121,0.163,0.169
106,meta_hhsu2,hhsu,3U8VA,6,0.042,0.076,4.9,0.122,0.163,0.162
107,meta_deepsf4,None,None,None,None,None,None,0,0.55,2
108,meta_novel4,None,None,None,None,None,None,0,0.55,2.5
109,meta_hs4,hs,4D7WA,4,0.05,0.169,16,0.12,0.162,0.162
110,meta_deepsf5,None,None,None,None,None,None,0,0.31,75.5
111,meta_ss2,ss,4B0IA,5,0.067,0.118,14,0.112,0.161,0.163
112,meta_ss5,ss,1WE1A,1,0.101,0.559,2.9e+02,0.114,0.161,0.162
113,meta_ss8,ss,5FXPA,5,0.118,0.406,59,0.113,0.161,0.167
114,meta_hhsu5,hhsu,3U8VA,6,0.05,0.118,24,0.119,0.161,0.162
115,meta_com8,com,3PBLA,1,0.101,0.974,3.68e-01,0.114,0.161,0.168
116,meta_hhsuite3,hhsuite,3U8VA,6,0.127,0.652,1.3e+02,0.113,0.161,0.167
117,meta_hs2,hs,4B0IA,5,0.067,0.101,4.8,0.123,0.16,0.163
118,meta_ap5,ap,2OA5A,1,0.161,0.661,9e+02,0.118,0.16,0.162
119,meta_com4,com,3IVCB,1,0.118,0.788,1.34e-01,0.115,0.16,0.17
120,meta_hh2,hh,4B0IA,5,0.067,0.101,4.8,0.119,0.159,0.162
121,meta_ss4,ss,2RQPA,4,0.059,0.127,32,0.116,0.159,0.16
122,meta_csiblast5,csiblast,5FXPA,5,0.118,0.406,3.3,0.112,0.159,0.161
123,meta_sam5,sam,5FXPA,5,0.118,0.432,3.23e+00,0.112,0.159,0.161
124,meta_hhsu4,hhsu,3U8VA,6,0.042,0.093,14,0.117,0.159,0.161
125,meta_center4,center,4B0IA,5,0.144,1,unknown,0.122,0.159,0.168
126,meta_star4,star,4B0IA,5,0.144,1,converted,0.121,0.159,0.167
127,meta_hs3,hs,2RQPA,4,0.059,0.101,17,0.123,0.158,0.156
128,meta_ss1,ss,3Q62A,6,0.05,0.11,5,0.113,0.158,0.161
129,meta_com6,com,1KSFX,1,0.144,0.991,1.99e-01,0.11,0.158,0.167
130,meta_hg7,hg,3KDWA,2,0.237,0.881,87,0.111,0.158,0.165
131,meta_hs5,hs,6AR7A,2,0.101,0.288,30,0.121,0.157,0.156
132,meta_hhsu3,hhsu,3U8VA,6,0.042,0.093,14,0.114,0.157,0.159
133,meta_compro3,compro,5FXPA,5,0.177,0.703,unknown,0.109,0.157,0.169
134,meta_hh5,hh,6AR7A,2,0.118,0.44,30,0.117,0.156,0.154
135,meta_ss9,ss,3KDWA,2,0.127,0.423,87,0.115,0.156,0.161
136,meta_ss7,ss,2Q32A,1,0.11,0.516,3.6e+02,0.116,0.156,0.156
137,meta_hhsu7,hhsu,3U8VA,6,0.025,0.169,1.5e+02,0.116,0.156,0.159
138,meta_hs1,hs,3Q62A,6,0.05,0.101,1.5,0.116,0.155,0.159
139,meta_super5,super,6C05J,1,0.084,0.262,69,0.104,0.155,0.163
140,meta_csiblast4,csiblast,2UWFA,1,0.169,0.618,1.3,0.108,0.155,0.165
141,meta_com9,com,1ZZMA,1,0.169,0.949,4.03e-01,0.104,0.155,0.168
142,meta_super8,super,5IEUA,1,0.067,0.313,1.2e+02,0.111,0.155,0.166
143,meta_ss10,ss,2K77A,1,0.11,0.55,2e+02,0.111,0.154,0.16
144,meta_csiblast1,csiblast,1JJCB,1,0.144,0.398,0.74,0.107,0.154,0.159
145,meta_ss6,ss,3FESA,2,0.084,0.55,90,0.11,0.154,0.159
146,meta_csiblast3,csiblast,1B7YB,1,0.144,0.398,0.79,0.11,0.154,0.158
147,meta_csiblast2,csiblast,2IY5B,1,0.144,0.398,0.78,0.108,0.154,0.158
148,meta_sam4,sam,5NAVA,1,0.135,0.449,3.20e+00,0.104,0.154,0.161
149,meta_hhsu8,hhsu,3U8VA,6,0.025,0.177,1.7e+02,0.112,0.154,0.157
150,meta_hg5,hg,5FXPA,5,0.152,0.703,59,0.105,0.154,0.165
151,meta_msaprobs3,msaprobs,5FXPA,5,0.194,0.703,unknown,0.108,0.154,0.164
152,meta_com1,com,4U15A,1,0.05,1,2.28e-02,0.105,0.154,0.165
153,meta_hh3,hh,2RQPA,4,0.059,0.101,17,0.118,0.153,0.154
154,meta_super6,super,1W8XM,1,0.084,0.415,4e+02,0.107,0.153,0.161
155,meta_hg4,hg,2RQPA,4,0.161,0.669,32,0.102,0.153,0.167
156,meta_com2,com,2RH1A,1,0.059,0.813,1.12e-01,0.108,0.153,0.162
157,meta_ap1,ap,1L8YA,2,0.169,0.703,91,0.106,0.153,0.162
158,meta_hg3,hg,4D7WA,4,0.093,0.525,17,0.106,0.153,0.165
159,meta_ap4,ap,4KFHA,1,0.118,0.805,5.3e+02,0.101,0.152,0.161
160,meta_hh1,hh,3Q62A,6,0.05,0.101,1.5,0.112,0.151,0.157
161,meta_sam6,sam,6EMZA,1,0.084,0.245,4.23e+00,0.109,0.151,0.151
162,meta_super7,super,3TEQA,1,0.067,0.466,3e+02,0.109,0.151,0.159
163,meta_center3,center,5FXPA,5,0.177,1,unknown,0.106,0.15,0.163
164,meta_hp5,hp,2OA5A,1,0.076,0.245,9e+02,0.115,0.149,0.148
165,meta_novel3,None,None,None,None,None,None,0,0.42,19.5
166,meta_deepsf3,None,None,None,None,None,None,0,0.42,20
167,meta_super9,super,2B5LC,1,0.093,0.652,3.2e+02,0.108,0.149,0.159
168,meta_ap3,ap,2YFRA,1,0.076,0.593,1.8e+02,0.106,0.148,0.15
169,meta_hhsuite5,hhsuite,6C05J,1,0.084,0.262,69,0.108,0.148,0.149
170,meta_hg9,hg,2BSNA,3,0.237,0.932,1.1e+02,0.1,0.148,0.161
171,meta_ff9,ff,1RYPF,1,0.177,0.94,9,0.102,0.148,0.161
172,meta_hg1,hg,3Q62A,6,0.194,0.72,5,0.104,0.148,0.161
173,meta_super4,super,5VI5J,2,0.076,0.262,38,0.095,0.145,0.159
174,meta_hp2,hp,1L8YA,2,0.059,0.237,91,0.11,0.144,0.148
175,meta_msaprobs1,msaprobs,3Q62A,6,0.144,0.915,unknown,0.103,0.144,0.163
176,meta_msaprobs0,msaprobs,3Q62A,6,0.144,0.915,unknown,0.103,0.144,0.163
177,meta_hg2,hg,4B0IA,5,0.194,0.72,14,0.1,0.144,0.158
178,meta_hhsuite10,hhsuite,3JB9M,1,0.101,0.508,6e+02,0.102,0.143,0.15
179,meta_novel5,None,None,None,None,None,None,0,0.35,62.5
180,meta_compro4,compro,4B0IA,5,0.203,0.932,unknown,0.102,0.143,0.162
181,meta_hhsuite4,hhsuite,5VI5J,2,0.076,0.262,38,0.104,0.143,0.145
182,meta_hhsuite9,hhsuite,2B5LC,1,0.093,0.652,3.2e+02,0.099,0.143,0.155
183,meta_hp3,hp,2YFRA,1,0.042,0.262,1.8e+02,0.104,0.142,0.142
184,meta_center1,center,3Q62A,6,0.152,0.923,unknown,0.102,0.142,0.163
185,meta_center0,center,3Q62A,6,0.152,0.923,unknown,0.102,0.142,0.163
186,meta_star0,star,3Q62A,6,0.152,0.923,converted,0.102,0.142,0.163
187,meta_com5,com,2IUSA,1,0.152,0.677,1.93e-01,0.096,0.141,0.153
188,meta_compro1,compro,3Q62A,6,0.144,0.915,unknown,0.1,0.141,0.162
189,meta_compro0,compro,3Q62A,6,0.144,0.915,unknown,0.1,0.141,0.162
190,meta_msaprobs4,msaprobs,4B0IA,5,0.211,0.923,unknown,0.099,0.14,0.16
191,meta_ff6,ff,1LYVA,1,0.152,0.694,6,0.096,0.14,0.153
192,meta_hg10,hg,6B7JA,3,0.169,0.711,1.7e+02,0.096,0.14,0.155
193,meta_ff7,ff,4AUBE,1,0.194,0.949,7,0.089,0.14,0.154
194,meta_hg8,hg,4PXVA,1,0.084,0.364,76,0.093,0.138,0.152
195,meta_sam2,sam,3TCVA,1,0.169,0.584,5.62e-01,0.098,0.137,0.151
196,meta_hhsuite6,hhsuite,1W8XM,1,0.084,0.415,4e+02,0.099,0.136,0.138
197,meta_ff10,ff,5FLMK,1,0.11,0.711,10,0.095,0.136,0.145
198,meta_hh9,hh,5C5GA,2,0.059,0.135,99,0.099,0.135,0.136
199,meta_hs9,hs,5C5GA,2,0.059,0.135,99,0.099,0.135,0.136
200,meta_ff4,ff,5LDXD,1,0.177,0.923,4,0.095,0.135,0.144
201,meta_com10,com,2Y94A,1,0.118,0.949,4.04e-01,0.088,0.134,0.145
202,meta_com3,com,1G291,1,0.144,0.991,1.17e-01,0.087,0.132,0.15
203,meta_gbli1,gbli,3OQGA,1,0.05,0.194,1e+02,0.091,0.131,0.136
204,meta_hhsuite8,hhsuite,5IEUA,1,0.067,0.313,1.2e+02,0.093,0.13,0.132
205,meta_blits2,blits,4X8KA,2,0.05,0.161,1e+02,0.092,0.129,0.135
