Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_novel5,None,None,None,None,None,None,0,0.78,3.5
2,meta_hh2,hh,5DTEA,8,0.218,0.867,0,0.833,0.855,0.91
3,meta_ss3,ss,2X7XA,7,0.238,0.943,0,0.834,0.855,0.911
4,meta_hs1,hs,2VK2A,20,0.556,0.95,0,0.831,0.854,0.909
5,meta_hhsu6,hhsu,5DTEA,8,0.218,0.923,5.5e-40,0.832,0.854,0.909
6,meta_novel1,None,None,None,None,None,None,0,0.76,16
7,meta_hg3,hg,4RXMA,7,0.238,0.943,0,0.834,0.854,0.91
8,meta_ss5,ss,4RY0A,7,0.228,0.933,0,0.834,0.854,0.91
9,meta_novel4,None,None,None,None,None,None,0,0.74,37.5
10,meta_ss2,ss,5DTEA,8,0.218,0.923,0,0.833,0.854,0.91
11,meta_novel3,None,None,None,None,None,None,0,0.75,27
12,meta_hhsu5,hhsu,4RY0A,7,0.225,0.937,3.5e-40,0.832,0.853,0.909
13,meta_hh3,hh,3H75A,3,0.192,0.97,0,0.833,0.853,0.91
14,meta_ss1,ss,2VK2A,20,0.559,0.966,0,0.83,0.853,0.908
15,meta_ss9,ss,2X7XA,7,0.274,0.96,0,0.833,0.853,0.91
16,meta_hhsu9,hhsu,2IOYA,17,0.139,0.9,8e-39,0.83,0.852,0.908
17,meta_hg4,hg,3H75A,3,0.251,0.97,0,0.83,0.852,0.909
18,meta_hg5,hg,4RY0A,7,0.228,0.937,0,0.831,0.852,0.909
19,meta_ss4,ss,3H75A,3,0.251,0.97,0,0.831,0.852,0.909
20,meta_hhsu4,hhsu,4RY0A,7,0.185,0.933,1.4e-40,0.83,0.851,0.909
21,meta_hs3,hs,5DTEA,8,0.218,0.92,0,0.829,0.851,0.907
22,meta_ss6,ss,4RXMA,7,0.221,0.94,0,0.83,0.851,0.909
23,meta_hg2,hg,5DTEA,8,0.218,0.923,0,0.83,0.851,0.909
24,meta_ss8,ss,2IOYA,17,0.195,0.897,0,0.831,0.851,0.909
25,meta_ss10,ss,2X7XA,7,0.254,0.963,0,0.832,0.851,0.909
26,meta_hhsu1,hhsu,2VK2A,20,0.582,0.97,7.2e-43,0.829,0.85,0.907
27,meta_hs4,hs,4RXMA,7,0.261,0.917,0,0.828,0.85,0.907
28,meta_hh4,hh,2RJOA,2,0.182,0.97,0,0.828,0.85,0.908
29,meta_novel2,None,None,None,None,None,None,0,0.77,7.5
30,meta_hh10,hh,4RXMA,7,0.195,0.894,0,0.827,0.849,0.909
31,meta_hh5,hh,2X7XA,7,0.251,0.96,0,0.826,0.849,0.907
32,meta_hh9,hh,5DTEA,8,0.218,0.923,0,0.827,0.849,0.909
33,meta_hhsu7,hhsu,4RXMA,7,0.221,0.937,5.8e-40,0.828,0.849,0.907
34,meta_hhsu3,hhsu,4RY0A,7,0.198,0.933,2.3e-41,0.827,0.849,0.908
35,meta_hs9,hs,2IOYA,17,0.218,0.864,0,0.828,0.849,0.907
36,meta_ss7,ss,2X7XA,7,0.201,0.953,0,0.828,0.849,0.908
37,meta_hhsu10,hhsu,2X7XA,7,0.201,0.923,5.1e-39,0.825,0.848,0.907
38,meta_hg1,hg,2VK2A,20,0.559,0.966,0,0.827,0.848,0.906
39,meta_hh6,hh,4RXMA,7,0.192,0.94,0,0.825,0.848,0.906
40,meta_blits10,blits,2IOYA,17,0.304,0.903,2e-29,0.825,0.847,0.906
41,meta_blits7,blits,2IOYA,17,0.304,0.903,2e-29,0.825,0.847,0.906
42,meta_blits8,blits,2IOYA,17,0.304,0.903,2e-29,0.825,0.847,0.906
43,meta_hhsuite1,hhsuite,2VK2A,20,0.211,0.92,6e-39,0.826,0.847,0.907
44,meta_hp3,hp,4IRXA,3,0.208,0.93,1.3e-32,0.822,0.847,0.903
45,meta_hp2,hp,4RY0A,7,0.175,0.917,3.4e-34,0.823,0.847,0.903
46,meta_hp5,hp,4RY0A,7,0.175,0.92,6.5e-33,0.822,0.846,0.904
47,meta_hs6,hs,4RY0A,7,0.235,0.913,0,0.825,0.846,0.906
48,meta_prc3,prc,1GCAA,3,0.185,0.966,1.1e-41,0.824,0.846,0.907
49,meta_hs7,hs,4RY0A,7,0.221,0.913,0,0.825,0.846,0.905
50,meta_blits3,blits,4WUTA,4,0.218,0.94,4.4e-30,0.823,0.846,0.905
51,meta_blits4,blits,4WUTA,4,0.218,0.94,4.4e-30,0.823,0.846,0.905
52,meta_blits5,blits,4WUTA,4,0.218,0.94,4.4e-30,0.823,0.846,0.905
53,meta_blits6,blits,4WUTA,4,0.218,0.94,4.4e-30,0.823,0.846,0.905
54,meta_hs2,hs,2X7XA,7,0.251,0.956,0,0.827,0.846,0.908
55,meta_prc2,prc,2X7XA,7,0.238,0.973,9.5e-42,0.824,0.846,0.907
56,meta_com2,com,5DTEA,8,0.218,0.864,7.90e-47,0.825,0.845,0.907
57,meta_hs5,hs,4RXMA,7,0.218,0.917,0,0.826,0.845,0.905
58,meta_hhsu2,hhsu,2X7XA,7,0.201,0.953,1.8e-41,0.826,0.845,0.907
59,meta_com3,com,5DTEA,8,0.175,0.907,5.00e-45,0.824,0.845,0.906
60,meta_blits2,blits,4IRXA,3,0.208,0.947,2.8e-30,0.821,0.845,0.905
61,meta_com5,com,2RJOA,2,0.178,0.97,1.54e-41,0.825,0.845,0.904
62,meta_com4,com,2X7XA,7,0.248,0.96,2.80e-42,0.822,0.844,0.903
63,meta_hh1,hh,2VK2A,20,0.582,0.97,0,0.824,0.844,0.905
64,meta_hhsu8,hhsu,2X7XA,7,0.241,0.943,4.2e-39,0.824,0.844,0.905
65,meta_hs10,hs,2IOYA,17,0.195,0.887,0,0.823,0.843,0.905
66,meta_hp1,hp,2VK2A,20,0.582,0.97,4.1e-34,0.823,0.842,0.904
67,meta_hs8,hs,5DKVA,3,0.198,0.933,0,0.82,0.841,0.904
68,meta_hhsuite6,hhsuite,2VK2A,20,0.258,0.89,1.2e-36,0.819,0.839,0.903
69,meta_hhsuite3,hhsuite,2VK2A,20,0.168,0.92,2.1e-37,0.818,0.838,0.902
70,meta_hhsuite7,hhsuite,2VK2A,20,0.168,0.923,7e-37,0.817,0.837,0.903
71,meta_prc4,prc,3H75A,3,0.205,0.973,2.6e-41,0.811,0.837,0.903
72,meta_hhsuite5,hhsuite,2VK2A,20,0.175,0.917,1.4e-36,0.816,0.837,0.902
73,meta_blits1,blits,2VK2A,20,0.579,0.963,1.9e-31,0.818,0.835,0.904
74,meta_multicom10,multicom,4RY0A,7,0.278,0.887,3e-62,0.813,0.835,0.901
75,meta_hhsuite2,hhsuite,2VK2A,20,0.288,0.9,3e-37,0.815,0.835,0.901
76,meta_hhsuite4,hhsuite,2VK2A,20,0.278,0.894,4.7e-37,0.814,0.835,0.901
77,meta_hhsuite8,hhsuite,2VK2A,20,0.248,0.877,1.8e-35,0.815,0.835,0.902
78,meta_star3,star,4RY0A,7,0.221,0.937,converted,0.814,0.833,0.898
79,meta_hhsuite10,hhsuite,2VK2A,20,0.549,0.96,4.9e-35,0.813,0.831,0.9
80,meta_prc5,prc,2IOYA,17,0.205,0.867,3.2e-41,0.806,0.831,0.901
81,meta_star1,star,2X7XA,7,0.238,0.963,converted,0.806,0.829,0.899
82,meta_compro0,compro,2VK2A,20,0.582,0.97,unknown,0.814,0.829,0.901
83,meta_hhsuite9,hhsuite,2VK2A,20,0.211,0.937,1.6e-35,0.811,0.829,0.9
84,meta_star4,star,2IOYA,17,0.304,0.903,converted,0.807,0.828,0.89
85,meta_center0,center,2VK2A,20,0.579,0.97,unknown,0.81,0.827,0.9
86,meta_msaprobs0,msaprobs,2VK2A,20,0.582,0.97,unknown,0.812,0.827,0.9
87,meta_compro1,compro,2X7XA,7,0.258,0.95,unknown,0.804,0.826,0.895
88,meta_star0,star,2VK2A,20,0.582,0.97,converted,0.811,0.826,0.899
89,meta_center4,center,2IOYA,17,0.301,0.903,unknown,0.805,0.825,0.888
90,meta_hmmer4,hmmer,2X7XA,7,0.284,0.884,2.4e-45,0.804,0.825,0.89
91,meta_center2,center,4RXMA,7,0.221,0.943,unknown,0.802,0.825,0.891
92,meta_compro3,compro,4RY0A,7,0.231,0.937,unknown,0.807,0.825,0.89
93,meta_center3,center,4RY0A,7,0.221,0.937,unknown,0.803,0.824,0.891
94,meta_multicom4,multicom,4RY0A,7,0.294,0.894,1e-69,0.807,0.824,0.893
95,meta_csiblast5,csiblast,5DTEA,8,0.284,0.867,6e-61,0.79,0.824,0.893
96,meta_msaprobs1,msaprobs,2X7XA,7,0.251,0.943,unknown,0.799,0.823,0.893
97,meta_msaprobs3,msaprobs,4RY0A,7,0.228,0.937,unknown,0.806,0.823,0.89
98,meta_multicom3,multicom,4RY0A,7,0.294,0.897,5e-70,0.804,0.822,0.892
99,meta_center1,center,2X7XA,7,0.248,0.966,unknown,0.8,0.82,0.896
100,meta_multicom2,multicom,2IOYA,17,0.311,0.903,8e-77,0.799,0.818,0.885
101,meta_star2,star,4RXMA,7,0.221,0.943,converted,0.793,0.817,0.888
102,meta_deepsf1,None,None,None,None,None,None,0,0.77,8
103,meta_newblast1,newblast,2VK2A,20,0.304,0.903,3e-69,0.802,0.814,0.896
104,meta_muster3,muster,2IOYA,17,0.304,0.903,unknown,0.793,0.813,0.879
105,meta_ap1,ap,2VK2A,20,0.582,0.97,4.1e-34,0.802,0.812,0.897
106,meta_hmmer1,hmmer,2VK2A,20,0.582,0.97,4.7e-140,0.802,0.812,0.897
107,meta_com1,com,2VK2A,20,0.579,0.97,2.22e-62,0.802,0.812,0.897
108,meta_msaprobs4,msaprobs,2IOYA,17,0.304,0.903,unknown,0.795,0.812,0.874
109,meta_psiblast2,psiblast,2IOYA,17,0.311,0.903,2e-77,0.787,0.812,0.881
110,meta_blast1,blast,2VK2A,20,0.582,0.97,1e-94,0.801,0.811,0.896
111,meta_psiblast1,psiblast,2VK2A,20,0.582,0.97,e-162,0.801,0.811,0.896
112,meta_sam1,sam,2VK2A,20,0.582,0.966,4.46e-56,0.801,0.811,0.896
113,meta_muster1,muster,2VK2A,20,0.582,0.97,unknown,0.801,0.811,0.896
114,meta_multicom1,multicom,2VK2A,20,0.582,0.97,e-162,0.8,0.81,0.896
115,meta_csiblast1,csiblast,2VK2A,20,0.582,0.97,e-109,0.8,0.81,0.896
116,meta_rapt9,rapt,2IOYA,17,0.304,0.903,2.252e-08,0.791,0.81,0.881
117,meta_rapt1,rapt,2VK2A,20,0.579,0.96,5.183e-09,0.799,0.809,0.895
118,meta_prc1,prc,2VK2A,20,0.579,0.97,7.7e-62,0.8,0.809,0.895
119,meta_ff1,ff,2VK2A,20,0.579,0.97,1,0.8,0.809,0.895
120,meta_compro4,compro,2IOYA,17,0.304,0.903,unknown,0.788,0.809,0.875
121,meta_deepsf2,None,None,None,None,None,None,0,0.71,66.5
122,meta_blast2,blast,2IOYA,17,0.307,0.897,1e-78,0.788,0.808,0.877
