Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hg1,hg,5I20A,6,0.089,0.845,1.1e-08,0.092,0.123,0.199
2,meta_hhsuite1,hhsuite,5I20A,6,0.074,0.842,4.7e-29,0.09,0.122,0.198
3,meta_rapt5,rapt,5I20A,6,0.08,0.83,3.101e-05,0.089,0.121,0.197
4,meta_ss1,ss,5I20A,6,0.077,0.768,1.1e-08,0.089,0.12,0.197
5,meta_super2,super,5I20F,5,0.065,0.643,9.2e-19,0.084,0.116,0.193
6,meta_compro2,compro,5I20A,6,0.136,0.813,unknown,0.077,0.108,0.188
7,meta_hhsuite2,hhsuite,5I20F,5,0.065,0.643,9.2e-19,0.08,0.11,0.186
8,meta_hg5,hg,5I20F,5,0.059,0.646,0.15,0.078,0.108,0.186
9,meta_hs6,hs,4Z3NA,3,0.059,0.537,5.9e+03,0.07,0.098,0.174
10,meta_compro4,compro,5I20F,5,0.13,0.64,unknown,0.066,0.095,0.171
11,meta_muster5,muster,4K1CA,1,0.112,0.958,unknown,0.061,0.093,0.171
12,meta_super9,super,2I68A,9,0.038,0.231,2.1e+02,0.063,0.093,0.17
13,meta_ss2,ss,5I20F,5,0.053,0.525,0.15,0.075,0.102,0.169
14,meta_hh6,hh,4TQ3A,2,0.053,0.501,1.4e+03,0.072,0.1,0.168
15,meta_rapt4,rapt,4HE8G,1,0.068,0.827,1.977e-05,0.057,0.087,0.167
16,meta_hh3,hh,3AM6A,2,0.071,0.492,91,0.066,0.092,0.166
17,meta_hhsuite3,hhsuite,5I20A,6,0.05,0.456,5.9e-08,0.063,0.091,0.166
18,meta_hs5,hs,4PGRA,2,0.068,0.424,4.1e+02,0.066,0.093,0.165
19,meta_hs3,hs,3AM6A,2,0.068,0.454,84,0.064,0.09,0.165
20,meta_muster9,muster,4KJSA,1,0.068,0.854,unknown,0.061,0.091,0.165
21,meta_hh7,hh,4Z3NA,3,0.062,0.54,5.2e+03,0.068,0.093,0.164
22,meta_muster7,muster,4LEPA,1,0.112,0.946,unknown,0.06,0.089,0.164
23,meta_hh5,hh,4PGRA,2,0.068,0.424,2.6e+02,0.067,0.093,0.163
24,meta_rapt6,rapt,3RKOD,1,0.091,0.905,3.164e-05,0.06,0.09,0.163
25,meta_rapt3,rapt,3RKOB,1,0.074,0.851,1.325e-05,0.058,0.087,0.163
26,meta_muster1,muster,5AYMA,2,0.091,0.943,unknown,0.063,0.09,0.162
27,meta_super3,super,5I20A,6,0.05,0.456,5.9e-08,0.062,0.091,0.162
28,meta_muster3,muster,4IU8A,1,0.112,0.976,unknown,0.058,0.086,0.162
29,meta_rapt2,rapt,4HE8F,1,0.074,0.869,1.257e-05,0.059,0.086,0.161
30,meta_rapt1,rapt,3RKOC,1,0.083,0.839,8.467e-06,0.058,0.086,0.161
31,meta_msaprobs4,msaprobs,5I20F,5,0.136,0.635,unknown,0.058,0.085,0.161
32,meta_hhsuite10,hhsuite,4O6NA,1,0.094,0.738,5.7e+02,0.06,0.088,0.16
33,meta_msaprobs2,msaprobs,5I20A,6,0.154,0.712,unknown,0.059,0.086,0.159
34,meta_center2,center,5I20A,6,0.112,0.836,unknown,0.058,0.085,0.159
35,meta_hh4,hh,2NUUA,2,0.059,0.376,24,0.071,0.095,0.158
36,meta_hs1,hs,2B2HA,2,0.05,0.353,1.9,0.071,0.095,0.158
37,meta_hs7,hs,4TQ3A,2,0.053,0.501,1.5e+03,0.069,0.093,0.158
38,meta_super4,super,5I20F,5,0.029,0.329,0.00013,0.062,0.089,0.158
39,meta_rapt8,rapt,4HE8I,1,0.1,0.854,4.885e-05,0.058,0.084,0.158
40,meta_super5,super,1S7BA,10,0.026,0.311,7.2e-05,0.058,0.085,0.158
41,meta_super7,super,2I68A,9,0.035,0.231,86,0.051,0.079,0.158
42,meta_hh1,hh,2B2HA,2,0.056,0.379,1.8,0.067,0.092,0.157
43,meta_muster6,muster,4N7WA,1,0.08,0.884,unknown,0.057,0.084,0.157
44,meta_rapt10,rapt,4GP5A,1,0.1,0.81,5.352e-05,0.057,0.084,0.157
45,meta_hh8,hh,1XQFA,2,0.041,0.32,49,0.069,0.092,0.156
46,meta_muster2,muster,3WAJA,3,0.103,0.946,unknown,0.059,0.086,0.156
