Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_center2,center,1A0EA,19,0.517,0.995,unknown,0.715,0.743,0.832
2,meta_star2,star,1A0EA,19,0.517,0.995,converted,0.715,0.743,0.832
3,meta_hg1,hg,4XKMA,22,0.83,0.995,0,0.715,0.743,0.832
4,meta_center3,center,1A0DA,17,0.475,0.99,unknown,0.713,0.742,0.83
5,meta_star3,star,1A0DA,17,0.475,0.99,converted,0.713,0.742,0.83
6,meta_csiblast2,csiblast,1A0EA,19,0.517,0.995,0.0,0.713,0.74,0.831
7,meta_newblast1,newblast,1A0EA,19,0.517,0.995,e-175,0.713,0.74,0.831
8,meta_hg2,hg,1A0EA,19,0.517,0.995,0,0.713,0.741,0.831
9,meta_ss2,ss,1A0EA,19,0.517,0.995,0,0.712,0.741,0.831
10,meta_hh1,hh,4XKMA,22,0.83,0.995,0,0.712,0.744,0.83
11,meta_prc2,prc,1A0CA,19,0.489,0.995,2.2e-132,0.712,0.739,0.83
12,meta_hs1,hs,4XKMA,22,0.83,0.993,0,0.711,0.743,0.83
13,meta_ss3,ss,1A0CA,19,0.489,0.995,0,0.711,0.74,0.829
14,meta_hmmer3,hmmer,1A0CA,19,0.489,0.995,2.7e-181,0.711,0.738,0.83
15,meta_csblast2,csblast,1A0CA,19,0.489,0.995,e-166,0.711,0.739,0.83
16,meta_hg3,hg,1A0CA,19,0.489,0.995,0,0.71,0.74,0.829
17,meta_ss1,ss,4XKMA,22,0.83,0.995,0,0.709,0.739,0.828
18,meta_multicom4,multicom,1A0CA,19,0.475,0.99,0.0,0.709,0.736,0.828
19,meta_blast4,blast,1A0DA,17,0.475,0.99,0.0,0.708,0.735,0.83
20,meta_psiblast4,psiblast,1A0DA,17,0.475,0.99,0.0,0.708,0.735,0.83
21,meta_csiblast4,csiblast,1A0DA,17,0.475,0.99,0.0,0.708,0.735,0.83
22,meta_sam4,sam,1A0CA,19,0.489,0.995,3.75e-40,0.708,0.736,0.829
23,meta_multicom2,multicom,1A0EA,19,0.517,0.995,0.0,0.707,0.737,0.827
24,meta_multicom3,multicom,1A0CA,19,0.491,0.993,0.0,0.707,0.736,0.827
25,meta_msaprobs0,msaprobs,4XKMA,22,0.83,0.995,unknown,0.707,0.736,0.83
