Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hs2,hs,4E2UA,19,0.201,0.885,1e-43,0.697,0.722,0.791
2,meta_hg1,hg,4O1SA,13,0.239,0.896,1.5e-40,0.697,0.722,0.792
3,meta_ss1,ss,4O1SA,13,0.239,0.896,1.5e-40,0.693,0.718,0.789
4,meta_hs3,hs,2LCJA,11,0.152,0.951,2.9e-43,0.691,0.716,0.79
5,meta_blits2,blits,4O1SA,13,0.222,0.902,2.8e-33,0.688,0.711,0.786
6,meta_hhsuite2,hhsuite,4E2UA,19,0.233,0.869,4e-34,0.686,0.711,0.786
7,meta_hhsuite1,hhsuite,2CW8A,13,0.13,0.94,6.3e-35,0.682,0.709,0.785
8,meta_hhsuite5,hhsuite,2CW8A,13,0.228,0.766,6.1e-32,0.682,0.705,0.784
9,meta_blits3,blits,2JMZA,14,0.222,0.896,6.5e-33,0.68,0.7,0.783
10,meta_hs4,hs,2JMZA,14,0.217,0.896,2.8e-45,0.679,0.703,0.781
11,meta_csblast2,csblast,2CW8A,13,0.228,0.668,2e-42,0.679,0.704,0.782
12,meta_star1,star,2CW8A,13,0.326,0.967,unknown,0.679,0.709,0.782
13,meta_hhsuite6,hhsuite,2CW8A,13,0.206,0.755,2.5e-31,0.678,0.701,0.781
14,meta_hg2,hg,4E2UA,19,0.184,0.885,1.6e-37,0.676,0.708,0.781
15,meta_blits4,blits,2CW8A,13,0.336,0.972,3.9e-30,0.674,0.697,0.777
16,meta_hhsuite7,hhsuite,2CW8A,13,0.152,0.744,2.7e-30,0.674,0.698,0.779
17,meta_hg4,hg,2JMZA,14,0.228,0.896,1.4e-37,0.673,0.696,0.779
18,meta_ap1,ap,2CW8A,13,0.309,0.972,1.4e-35,0.672,0.696,0.779
19,meta_prc1,prc,4O1SA,13,0.255,0.907,6.3e-28,0.672,0.702,0.777
20,meta_csblast1,csblast,2CW7A,7,0.228,0.673,9e-44,0.671,0.7,0.777
21,meta_hh2,hh,4E2UA,19,0.206,0.896,2.8e-45,0.671,0.696,0.779
22,meta_star3,star,4E2UA,19,0.201,0.891,converted,0.67,0.702,0.778
23,meta_hg3,hg,2CW8A,13,0.152,0.961,2.3e-35,0.667,0.696,0.775
24,meta_star0,star,4O1SA,13,0.239,0.902,converted,0.667,0.698,0.771
25,meta_com2,com,4O1SA,13,0.244,0.902,9.03e-26,0.666,0.692,0.772
26,meta_ss4,ss,2JMZA,14,0.228,0.896,1.4e-37,0.665,0.677,0.775
27,meta_ss2,ss,4E2UA,19,0.184,0.885,1.6e-37,0.664,0.695,0.773
28,meta_hhsuite8,hhsuite,2CW8A,13,0.157,0.864,2.3e-29,0.663,0.691,0.773
29,meta_hg5,hg,2CW8A,13,0.309,0.967,1.5e-34,0.663,0.689,0.774
30,meta_hp3,hp,2JMZA,14,0.217,0.891,2.8e-34,0.662,0.689,0.769
31,meta_multicom1,multicom,2LQMA,8,0.201,0.934,7e-43,0.662,0.684,0.772
32,meta_hhsuite9,hhsuite,2CW8A,13,0.331,0.967,2.5e-27,0.662,0.687,0.772
33,meta_center3,center,4E2UA,19,0.179,0.902,unknown,0.661,0.7,0.773
34,meta_sam2,sam,4E2TA,6,0.195,0.929,7.82e-19,0.658,0.681,0.772
35,meta_hs5,hs,2CW8A,13,0.239,0.717,4.1e-40,0.658,0.685,0.77
36,meta_multicom5,multicom,4E2TB,6,0.195,0.913,5e-41,0.657,0.681,0.77
37,meta_compro2,compro,2CW8A,13,0.336,0.967,unknown,0.657,0.688,0.768
38,meta_csiblast1,csiblast,2LQMA,8,0.201,0.934,5e-45,0.657,0.679,0.77
39,meta_star4,star,2JMZA,14,0.217,0.896,converted,0.656,0.686,0.763
40,meta_muster6,muster,2CW7A,7,0.32,0.972,unknown,0.655,0.676,0.757
41,meta_sam4,sam,4E2TB,6,0.195,0.913,1.30e-18,0.655,0.681,0.77
42,meta_psiblast3,psiblast,4E2TA,6,0.195,0.929,5e-42,0.654,0.675,0.766
43,meta_center1,center,2CW8A,13,0.32,0.967,unknown,0.654,0.681,0.757
44,meta_csiblast3,csiblast,2LCJA,11,0.195,0.929,5e-44,0.654,0.678,0.769
45,meta_multicom3,multicom,4E2TA,6,0.195,0.929,5e-42,0.652,0.672,0.764
46,meta_csiblast2,csiblast,4E2UA,19,0.201,0.896,2e-44,0.652,0.678,0.768
47,meta_blits5,blits,2IN0A,6,0.184,0.75,4.3e-29,0.652,0.677,0.768
48,meta_blits8,blits,2IN0A,6,0.184,0.75,4.3e-29,0.652,0.677,0.768
49,meta_blits9,blits,2IN0A,6,0.184,0.75,4.3e-29,0.652,0.677,0.768
50,meta_compro1,compro,4E2UA,19,0.184,0.885,unknown,0.652,0.678,0.755
51,meta_hmmer3,hmmer,2LCJA,11,0.173,0.923,1.4e-35,0.651,0.679,0.769
52,meta_blits10,blits,1DQ3A,6,0.141,0.826,6.4e-27,0.651,0.677,0.768
53,meta_psiblast5,psiblast,4E2TB,6,0.195,0.913,5e-41,0.65,0.675,0.767
54,meta_psiblast1,psiblast,2LQMA,8,0.201,0.934,7e-43,0.65,0.668,0.762
55,meta_rapt3,rapt,2LQMA,8,0.201,0.934,1.656e-12,0.649,0.67,0.767
56,meta_msaprobs1,msaprobs,4E2UA,19,0.19,0.842,unknown,0.649,0.68,0.754
57,meta_hmmer4,hmmer,2LCJA,11,0.173,0.934,1.5e-35,0.648,0.674,0.765
58,meta_sam1,sam,2LQMA,8,0.201,0.934,5.93e-19,0.648,0.668,0.765
59,meta_center0,center,4O1SA,13,0.244,0.902,unknown,0.647,0.683,0.757
60,meta_prc2,prc,4E2UA,19,0.195,0.896,1.8e-27,0.646,0.676,0.763
61,meta_hh1,hh,4O1SA,13,0.239,0.902,0,0.646,0.673,0.759
