Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hhsuite6,hhsuite,2BEZC,1,0.028,0.542,19,0.441,0.534,0.367
2,meta_blits1,blits,4O8BA,5,0.171,0.942,2.3,0.425,0.527,0.361
3,meta_hhsuite1,hhsuite,4O8BA,5,0.171,0.942,0.87,0.425,0.527,0.361
4,meta_hhsu3,hhsu,3QYXA,1,0.142,1,0.66,0.423,0.524,0.348
5,meta_blits6,blits,3QF3A,1,0.142,1,14,0.423,0.524,0.356
6,meta_blits7,blits,1K8KA,1,0.028,1,18,0.411,0.516,0.336
7,meta_hhbl2,hhbl,4O8BA,5,0.028,0.4,1.7,0.416,0.515,0.348
8,meta_blits9,blits,4JD2A,1,0.028,1,29,0.416,0.514,0.345
9,meta_hhsu8,hhsu,5IO8A,1,0.114,0.828,2.9,0.411,0.511,0.346
10,meta_star4,star,6C0Fu,5,0.285,1,converted,0.449,0.511,0.377
11,meta_center4,center,6C0Fu,5,0.285,1,unknown,0.449,0.511,0.377
12,meta_rocon1,None,None,None,None,None,None,0.406,0.51,0.339
13,meta_hs5,hs,6EM5u,4,0.2,0.485,39,0.449,0.51,0.38
14,meta_hhbl1,hhbl,4O8BA,5,0.028,0.4,0.73,0.417,0.51,0.348
15,meta_blits10,blits,3DWLA,1,0.057,0.914,27,0.41,0.51,0.337
16,meta_abi6_denovo1,None,None,None,None,None,None,0.408,0.509,0.335
17,meta_rocon3,None,None,None,None,None,None,0.407,0.509,0.338
18,meta_rocon2,None,None,None,None,None,None,0.404,0.509,0.338
19,meta_rapt8,rapt,5EIXA,1,0.142,1,0.0758,0.45,0.509,0.385
20,meta_hhsu1,hhsu,4O8BA,5,0.2,0.914,0.02,0.418,0.509,0.344
21,meta_rapt6,rapt,4GFHA,1,0.142,1,0.07476,0.448,0.508,0.382
22,meta_rapt3,rapt,1I84S,1,0.228,1,0.06793,0.447,0.507,0.386
23,meta_rapt5,rapt,5TIBA,1,0.314,1,0.07462,0.408,0.506,0.335
24,meta_hhbl3,hhbl,4O8BA,5,0.171,0.8,2.5,0.409,0.506,0.347
25,meta_hhsu4,hhsu,3OP9A,1,0.028,0.971,1.3,0.418,0.506,0.34
26,meta_rocon5,None,None,None,None,None,None,0.399,0.505,0.323
27,meta_hh6,hh,5CWHA,1,0.2,1,49,0.399,0.505,0.347
28,meta_rapt1,rapt,5TJ2A,1,0.314,1,0.05482,0.413,0.505,0.35
29,meta_novel1,None,None,None,None,None,None,0.392,0.504,0.326
30,meta_hh1,hh,6C0Fu,5,0.285,1,1.2,0.444,0.504,0.376
31,meta_hg3,hg,6C0Fu,5,0.285,1,90,0.444,0.504,0.376
32,meta_ss3,ss,6C0Fu,5,0.285,1,90,0.444,0.504,0.376
33,meta_hs4,hs,1R7JA,2,0.2,0.514,26,0.442,0.504,0.37
34,meta_abi6_denovo6,None,None,None,None,None,None,0.414,0.503,0.347
35,meta_hh5,hh,5XW7A,1,0.171,0.4,27,0.398,0.503,0.348
36,meta_abi6_denovo4,None,None,None,None,None,None,0.412,0.502,0.345
37,meta_hhsuite2,hhsuite,5D4ZA,3,0.057,0.942,2.5,0.402,0.502,0.336
38,meta_hg9,hg,2HJMA,2,0.2,1,1.6e+02,0.393,0.502,0.332
39,meta_ss9,ss,2HJMA,2,0.2,1,1.6e+02,0.393,0.502,0.332
40,meta_compro4,compro,6C0Fu,5,0.257,1,unknown,0.44,0.502,0.369
41,meta_msaprobs3,msaprobs,4O8BA,5,0.228,0.942,unknown,0.391,0.502,0.325
42,meta_hhbl4,hhbl,5D4ZA,3,0.028,0.428,5.1,0.41,0.5,0.347
43,meta_hhsuite5,hhsuite,3IVPA,1,0.057,0.971,12,0.407,0.5,0.323
44,meta_blits3,blits,4JQDA,2,0.114,0.828,8.1,0.402,0.499,0.343
45,meta_hhsuite8,hhsuite,5D50A,2,0.057,0.942,61,0.399,0.499,0.328
46,meta_abi2_denovo4,None,None,None,None,None,None,0.412,0.498,0.34
47,meta_novel4,None,None,None,None,None,None,0.437,0.498,0.368
48,meta_hhsuite9,hhsuite,3HTKA,1,0.142,0.885,77,0.426,0.498,0.365
49,meta_hs7,hs,2XU6A,1,0.257,0.885,93,0.435,0.498,0.37
50,meta_hs1,hs,6C0Fu,5,0.171,0.4,7.1,0.428,0.498,0.361
51,meta_hh8,hh,1AV1A,2,0.314,1,67,0.427,0.498,0.353
52,meta_abi2_denovo1,None,None,None,None,None,None,0.408,0.497,0.344
53,meta_hh3,hh,1KU9A,2,0.285,0.971,15,0.387,0.497,0.332
54,meta_hhsuite3,hhsuite,3LFPA,2,0.114,0.8,5.1,0.402,0.497,0.33
55,meta_hhsu2,hhsu,3LFPA,2,0.114,0.8,0.04,0.402,0.497,0.33
