Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_muster5,muster,4LL8E,1,0.084,0.966,unknown,0.166,0.204,0.202
2,meta_hh7,hh,1WVKA,2,0.067,0.067,3.5,0.158,0.197,0.195
3,meta_muster6,muster,4ONSA,1,0.161,0.881,unknown,0.156,0.203,0.204
4,meta_rapt7,rapt,4AURA,1,0.093,0.762,0.02783,0.156,0.198,0.195
5,meta_hhbl3,hhbl,3EFGA,5,0.101,0.406,2,0.155,0.193,0.194
6,meta_rapt1,rapt,2J68A,1,0.118,0.788,0.02303,0.155,0.193,0.192
7,meta_super8,super,4DT0A,6,0.144,0.711,26,0.155,0.198,0.196
8,meta_ss3,ss,1IUGA,3,0.084,0.355,13,0.154,0.194,0.194
9,meta_hhsuite5,hhsuite,2VS0A,1,0.118,0.644,15,0.153,0.195,0.198
10,meta_hs8,hs,2NCAA,2,0.161,0.703,73,0.153,0.193,0.192
11,meta_hh8,hh,2NCAA,2,0.161,0.703,73,0.153,0.193,0.192
12,meta_hg7,hg,2BKWA,3,0.042,0.406,42,0.152,0.191,0.189
13,meta_hhsuite7,hhsuite,1FD9A,3,0.127,0.508,55,0.151,0.193,0.193
14,meta_hhbl6,hhbl,2OVCA,2,0.033,0.169,13,0.151,0.191,0.19
15,meta_muster4,muster,3BM3A,1,0.152,0.906,unknown,0.151,0.194,0.2
16,meta_rapt6,rapt,4KA7A,1,0.135,0.754,0.0271,0.151,0.195,0.2
17,meta_rose_ab1,None,None,None,None,None,None,0,0.3,33
18,meta_rapt8,rapt,3S84A,1,0.11,0.796,0.02966,0.15,0.19,0.193
19,meta_center4,center,4DT0A,6,0.118,0.661,unknown,0.15,0.191,0.187
20,meta_hh2,hh,4DT0A,6,0.093,0.296,0.3,0.149,0.192,0.192
21,meta_hhbl8,hhbl,2IBLA,2,0.067,0.338,21,0.149,0.186,0.186
22,meta_hhbl2,hhbl,3EFGA,5,0.067,0.22,0.52,0.149,0.19,0.192
23,meta_rapt3,rapt,1T72A,1,0.093,0.805,0.02493,0.149,0.194,0.197
24,meta_hg2,hg,1IUGA,3,0.084,0.381,13,0.149,0.19,0.191
25,meta_hh3,hh,2RD9A,2,0.101,0.22,0.42,0.149,0.192,0.19
26,meta_hs3,hs,2RD9A,2,0.101,0.22,0.42,0.149,0.192,0.19
27,meta_rapt5,rapt,4KA8A,1,0.135,0.754,0.02704,0.149,0.195,0.199
28,meta_super5,super,2VS0A,1,0.118,0.644,15,0.148,0.192,0.196
29,meta_ss4,ss,5CWSC,2,0.076,0.644,76,0.148,0.189,0.19
30,meta_hp7,hp,4LWSA,1,0.042,0.322,alignment,0.148,0.19,0.19
31,meta_super6,super,3EFGA,5,0.101,0.432,30,0.148,0.187,0.188
32,meta_super2,super,4EFAE,1,0.118,0.881,14,0.148,0.188,0.186
33,meta_rose_ab2,None,None,None,None,None,None,0,0.27,54.5
34,meta_rapt2,rapt,4Q25A,1,0.076,0.805,0.02321,0.147,0.19,0.195
35,meta_muster10,muster,5C6GA,1,0.118,0.838,unknown,0.147,0.191,0.194
36,meta_hhsuite9,hhsuite,2VRZA,1,0.118,0.677,22,0.147,0.188,0.192
37,meta_hh5,hh,4AMSA,2,0.118,0.186,3,0.146,0.192,0.189
38,meta_hs5,hs,4AMSA,2,0.118,0.186,3,0.146,0.192,0.189
39,meta_hh6,hh,1UJ8A,2,0.144,0.466,7.2,0.146,0.188,0.192
40,meta_hs6,hs,1UJ8A,2,0.144,0.466,7.2,0.146,0.188,0.192
41,meta_muster2,muster,4TKOB,1,0.118,0.872,unknown,0.146,0.185,0.186
42,meta_ss5,ss,4DT0A,6,0.042,0.237,29,0.145,0.187,0.188
43,meta_muster7,muster,5CWIA,1,0.11,0.881,unknown,0.145,0.187,0.187
44,meta_muster9,muster,1XFIA,3,0.152,0.737,unknown,0.145,0.188,0.193
45,meta_ap4,ap,3EFGA,5,0.11,0.432,22,0.144,0.183,0.182
46,meta_hg3,hg,1XFIA,3,0.194,0.915,30,0.144,0.189,0.193
47,meta_super7,super,1FD9A,3,0.127,0.508,55,0.144,0.187,0.188
48,meta_hg5,hg,4DT0A,6,0.177,0.711,24,0.144,0.187,0.185
49,meta_ss1,ss,1XFIA,3,0.203,0.864,30,0.144,0.189,0.194
50,meta_hhbl7,hhbl,2JPNA,3,0.059,0.127,9.7,0.143,0.182,0.182
51,meta_rapt4,rapt,4FYEA,1,0.101,0.83,0.02572,0.143,0.188,0.189
52,meta_rapt9,rapt,1XZPA,1,0.101,0.779,0.03261,0.143,0.192,0.195
53,meta_hhsuite1,hhsuite,3K5BE,1,0.127,0.813,9.4,0.143,0.185,0.183
54,meta_msaprobs4,msaprobs,4DT0A,6,0.169,0.711,unknown,0.143,0.183,0.188
55,meta_hhsuite8,hhsuite,4DT0A,6,0.144,0.711,26,0.143,0.187,0.188
56,meta_rapt10,rapt,4JEUB,1,0.05,0.745,0.03287,0.142,0.186,0.191
57,meta_super1,super,3K5BE,1,0.127,0.813,9.4,0.142,0.184,0.181
58,meta_compro4,compro,4DT0A,6,0.144,0.703,unknown,0.142,0.183,0.186
59,meta_prc2,prc,3AGJB,1,0.101,1,1.8,0.141,0.181,0.189
60,meta_rose_ab3,None,None,None,None,None,None,0,0.28,48
61,meta_hp3,hp,3EFGA,5,0.101,0.415,22,0.141,0.179,0.177
62,meta_muster8,muster,5CWPA,1,0.118,0.923,unknown,0.141,0.182,0.183
63,meta_hs4,hs,5CO4B,8,0.101,0.11,0.56,0.141,0.185,0.184
64,meta_hh4,hh,5CO4B,8,0.101,0.11,0.56,0.141,0.185,0.184
65,meta_hhsuite2,hhsuite,4EFAE,1,0.118,0.881,14,0.141,0.181,0.181
66,meta_hh1,hh,4DT0A,6,0.118,0.118,0.0027,0.141,0.179,0.182
