Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_multicom7,multicom,4RLVA,19,0.322,0.946,5e-70,0.622,0.649,0.745
2,meta_multicom8,multicom,4RLVA,19,0.322,0.946,5e-70,0.622,0.65,0.746
3,meta_multicom10,multicom,4RLVA,19,0.342,0.949,3e-69,0.62,0.647,0.744
4,meta_multicom6,multicom,4RLVA,19,0.322,0.946,5e-70,0.62,0.649,0.744
5,meta_hs4,hs,1N11A,19,0.342,0.949,0,0.617,0.652,0.744
6,meta_ss9,ss,1WDYA,6,0.345,0.899,0,0.617,0.646,0.742
7,meta_hhsuite5,hhsuite,4RLVA,19,0.335,0.963,1.1e-46,0.616,0.648,0.746
8,meta_hh1,hh,1N11A,19,0.342,0.976,0,0.616,0.655,0.747
9,meta_hh5,hh,1N11A,19,0.369,0.979,0,0.614,0.653,0.745
10,meta_hs6,hs,4RLVA,19,0.372,0.966,0,0.614,0.652,0.743
11,meta_hhsuite7,hhsuite,4RLVA,19,0.365,0.963,2e-46,0.612,0.644,0.743
12,meta_hhsuite6,hhsuite,4RLVA,19,0.335,0.949,1.9e-46,0.612,0.646,0.743
13,meta_hs3,hs,1N11A,19,0.365,0.963,0,0.612,0.65,0.741
14,meta_blits6,blits,4RLVA,19,0.355,0.979,2.8e-39,0.61,0.636,0.742
15,meta_hs5,hs,1N11A,19,0.372,0.979,0,0.61,0.649,0.741
16,meta_hg1,hg,1N11A,19,0.342,0.979,0,0.608,0.644,0.743
17,meta_hs10,hs,1WDYA,6,0.248,0.761,0,0.608,0.648,0.74
18,meta_hs8,hs,1WDYA,6,0.255,0.838,0,0.608,0.647,0.737
19,meta_hhsuite9,hhsuite,4RLVA,19,0.355,0.963,2e-44,0.607,0.636,0.741
20,meta_multicom9,multicom,4RLVA,19,0.318,0.953,6e-70,0.607,0.638,0.738
21,meta_hs7,hs,4OAUC,6,0.288,0.899,0,0.607,0.648,0.739
22,meta_hs2,hs,1N11A,19,0.335,0.959,0,0.606,0.643,0.738
23,meta_ss10,ss,4OAUC,6,0.335,0.949,0,0.606,0.636,0.737
24,meta_hhsuite2,hhsuite,4RLVA,19,0.318,0.953,1.6e-47,0.604,0.64,0.74
25,meta_hh2,hh,1N11A,19,0.335,0.959,0,0.603,0.642,0.74
26,meta_hs1,hs,1N11A,19,0.342,0.976,0,0.603,0.641,0.736
27,meta_hs9,hs,1WDYA,6,0.436,0.768,0,0.6,0.642,0.735
28,meta_multicom5,multicom,4RLVA,19,0.352,0.963,8e-74,0.596,0.628,0.737
29,meta_com5,com,4G8KA,9,0.338,0.949,1.03e-44,0.596,0.633,0.737
30,meta_multicom2,multicom,4RLVA,19,0.338,0.946,4e-77,0.595,0.629,0.736
31,meta_multicom3,multicom,4RLVA,19,0.342,0.949,5e-77,0.594,0.628,0.736
32,meta_hg4,hg,1N11A,19,0.369,0.979,0,0.593,0.634,0.735
33,meta_com4,com,5ET1A,10,0.342,0.979,2.10e-45,0.591,0.63,0.734
34,meta_hp3,hp,4RLVA,19,0.355,0.963,0,0.59,0.62,0.733
35,meta_multicom4,multicom,4RLVA,19,0.342,0.939,1e-76,0.59,0.62,0.733
36,meta_center0,center,1N11A,19,0.389,0.979,unknown,0.588,0.631,0.732
37,meta_csblast5,csblast,4G8KA,9,0.342,0.949,4e-66,0.588,0.634,0.725
38,meta_star0,star,1N11A,19,0.389,0.979,converted,0.587,0.63,0.733
39,meta_hh9,hh,1WDYA,6,0.436,0.768,0,0.587,0.629,0.729
40,meta_csblast4,csblast,4G8KA,9,0.338,0.946,3e-66,0.583,0.631,0.722
41,meta_ss1,ss,1N11A,19,0.342,0.979,0,0.581,0.629,0.725
42,meta_csiblast4,csiblast,4RLVA,19,0.338,0.946,2e-72,0.58,0.612,0.727
43,meta_ss4,ss,1N11A,19,0.369,0.979,0,0.58,0.624,0.729
44,meta_com2,com,4RLVA,19,0.369,0.966,1.65e-52,0.579,0.631,0.724
45,meta_sam1,sam,1N11A,19,0.392,0.979,3.10e-41,0.578,0.615,0.727
46,meta_csblast2,csblast,4RLVA,19,0.385,0.973,3e-68,0.577,0.603,0.726
47,meta_csiblast5,csiblast,4RLVA,19,0.342,0.949,2e-72,0.576,0.611,0.726
48,meta_rapt3,rapt,4G8KA,9,0.335,0.946,1.177e-09,0.573,0.611,0.726
49,meta_hhbl4,hhbl,4OAVA,2,0.335,0.949,1.5e-43,0.572,0.61,0.722
50,meta_muster4,muster,4O1OA,2,0.318,0.949,unknown,0.572,0.602,0.72
51,meta_hhsuite4,hhsuite,5ET1A,10,0.338,0.979,1.4e-46,0.57,0.622,0.72
52,meta_hhbl1,hhbl,4RLVA,19,0.365,0.953,1.1e-50,0.567,0.607,0.718
53,meta_rapt8,rapt,4O1OA,2,0.315,0.946,2.821e-09,0.567,0.598,0.72
54,meta_rapt1,rapt,4RLVA,19,0.369,0.979,1.631e-10,0.566,0.605,0.723
55,meta_ff2,ff,4G8KA,9,0.335,0.963,2,0.563,0.605,0.72
56,meta_prc4,prc,4G8KA,9,0.335,0.959,0.0036,0.563,0.603,0.72
57,meta_sam5,sam,4RLVA,19,0.436,0.744,1.04e-39,0.562,0.605,0.714
58,meta_psiblast5,psiblast,4RLVA,19,0.352,0.963,8e-74,0.562,0.599,0.722
59,meta_muster5,muster,4O1OA,2,0.318,0.953,unknown,0.561,0.592,0.713
60,meta_ap5,ap,4G8KA,9,0.318,0.939,0,0.561,0.603,0.715
61,meta_prc3,prc,1N11A,19,0.372,0.979,0.50,0.56,0.603,0.72
62,meta_hhsuite10,hhsuite,1WDYA,6,0.325,0.899,5.2e-44,0.56,0.6,0.718
63,meta_muster3,muster,4OAUC,6,0.338,0.949,unknown,0.56,0.598,0.714
64,meta_com1,com,1N11A,19,0.369,0.979,6.96e-53,0.558,0.613,0.708
65,meta_rapt2,rapt,1N11A,19,0.385,0.959,2.056e-10,0.558,0.602,0.72
66,meta_csiblast2,csiblast,4RLVA,19,0.369,0.966,3e-89,0.553,0.592,0.715
67,meta_rapt5,rapt,4OAUC,6,0.335,0.939,1.289e-09,0.553,0.592,0.712
68,meta_blast5,blast,4OAVB,5,0.342,0.949,2e-70,0.553,0.595,0.711
69,meta_hmmer1,hmmer,4RLVA,19,0.365,0.956,8.6e-245,0.552,0.595,0.717
70,meta_center2,center,5ET1A,10,0.338,0.979,unknown,0.551,0.598,0.705
71,meta_psiblast3,psiblast,4OAVB,5,0.342,0.949,3e-76,0.55,0.592,0.709
72,meta_hh6,hh,4RLVA,19,0.369,0.966,0,0.549,0.598,0.712
73,meta_hh8,hh,2XAIA,3,0.255,0.838,0,0.548,0.591,0.685
74,meta_blast4,blast,4OAVD,5,0.338,0.946,2e-70,0.543,0.587,0.706
75,meta_psiblast4,psiblast,4OAUC,6,0.342,0.939,7e-76,0.543,0.584,0.703
76,meta_blits8,blits,1WDYA,6,0.325,0.899,4.7e-36,0.541,0.57,0.684
77,meta_muster7,muster,1WDYA,6,0.325,0.899,unknown,0.536,0.568,0.681
78,meta_psiblast2,psiblast,4OAVD,5,0.338,0.946,3e-76,0.535,0.58,0.698
79,meta_blits7,blits,1WDYA,6,0.325,0.899,4.7e-36,0.533,0.565,0.678
80,meta_blits4,blits,1WDYA,6,0.325,0.899,4.7e-36,0.533,0.565,0.678
81,meta_star2,star,5ET1A,10,0.338,0.976,converted,0.533,0.583,0.691
82,meta_rapt10,rapt,1WDYA,6,0.325,0.892,6.056e-09,0.531,0.566,0.679
83,meta_blits2,blits,1N11A,19,0.335,0.963,2.6e-45,0.527,0.583,0.688
84,meta_ff6,ff,5ET1A,10,0.342,0.979,6,0.503,0.555,0.669
85,meta_rapt6,rapt,5ET0A,1,0.342,0.973,1.473e-09,0.502,0.551,0.676
86,meta_muster1,muster,5ET0A,1,0.338,0.979,unknown,0.499,0.55,0.675
87,meta_rapt7,rapt,5ET1A,10,0.338,0.979,1.575e-09,0.498,0.552,0.665
88,meta_prc5,prc,5ET1A,10,0.342,0.979,0.0027,0.495,0.548,0.664
89,meta_hhbl8,hhbl,5ET1A,10,0.335,0.959,1.4e-40,0.489,0.543,0.656
90,meta_star3,star,4RLYA,12,0.342,0.949,converted,0.479,0.493,0.565
91,meta_ss5,ss,4RLVA,19,0.335,0.963,0,0.478,0.548,0.617
92,meta_compro3,compro,4RLYA,12,0.342,0.956,unknown,0.477,0.491,0.56
93,meta_hg2,hg,4RLYA,12,0.338,0.956,0,0.474,0.493,0.569
94,meta_ss2,ss,4RLYA,12,0.338,0.956,0,0.472,0.49,0.568
95,meta_center3,center,4RLYA,12,0.325,0.976,unknown,0.471,0.489,0.564
96,meta_ff8,ff,3B95A,1,0.278,0.781,8,0.471,0.506,0.614
97,meta_csiblast3,csiblast,4RLYA,12,0.348,0.953,1e-80,0.47,0.485,0.562
98,meta_ff4,ff,4RLYA,12,0.342,0.956,4,0.469,0.486,0.565
99,meta_com3,com,4RLYA,12,0.342,0.956,4.32e-50,0.469,0.484,0.561
100,meta_hhsuite3,hhsuite,4RLYA,12,0.345,0.956,2.1e-47,0.468,0.482,0.559
101,meta_hmmer4,hmmer,4QFVA,3,0.426,0.748,8.1e-93,0.468,0.484,0.546
102,meta_rapt4,rapt,4RLYA,12,0.335,0.929,1.279e-09,0.466,0.48,0.556
103,meta_hmmer5,hmmer,4QFVA,3,0.426,0.755,8.3e-93,0.466,0.482,0.544
104,meta_prc2,prc,4RLYA,12,0.332,0.959,1.6e-06,0.465,0.477,0.553
105,meta_hmmer3,hmmer,4QFVA,3,0.426,0.744,7.4e-93,0.464,0.48,0.539
106,meta_ss6,ss,4RLVA,19,0.369,0.983,0,0.463,0.541,0.637
107,meta_csiblast1,csiblast,1N11A,19,0.412,0.993,8e-92,0.463,0.537,0.613
108,meta_hp5,hp,4G8KA,9,0.338,0.953,0,0.461,0.538,0.616
109,meta_ss8,ss,4OT9A,3,0.285,0.916,0,0.459,0.49,0.597
110,meta_compro1,compro,4RLVA,19,0.318,0.758,unknown,0.459,0.504,0.581
