Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_blits1,blits,5SY1A,23,0.868,0.868,7.9e-164,0.175,0.191,0.253
2,meta_blast1,blast,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
3,meta_hp1,hp,5SY1A,23,0.868,0.868,6.1e-164,0.175,0.191,0.253
4,meta_hhbl1,hhbl,5SY1A,23,0.868,0.868,4.4e-177,0.175,0.191,0.253
5,meta_sam1,sam,5SY1A,23,0.868,0.868,2.03e-56,0.175,0.191,0.253
6,meta_ap1,ap,5SY1A,23,0.868,0.868,6.1e-164,0.175,0.191,0.253
7,meta_newblast1,newblast,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
8,meta_csblast1,csblast,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
9,meta_hmmer1,hmmer,5SY1A,23,0.868,0.868,1.7e-262,0.175,0.191,0.253
10,meta_csiblast1,csiblast,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
11,meta_psiblast1,psiblast,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
12,meta_multicom1,multicom,5SY1A,23,0.868,0.868,0.0,0.175,0.191,0.253
13,meta_msaprobs0,msaprobs,5SY1A,23,0.867,0.868,unknown,0.16,0.177,0.244
14,meta_ff1,ff,5SY1A,23,0.859,0.865,1,0.16,0.176,0.244
15,meta_novel1,None,None,None,None,None,None,0,0.31,17
16,meta_prc1,prc,5SY1A,23,0.868,0.868,3.3e-161,0.158,0.175,0.247
17,meta_hhsuite1,hhsuite,5SY1A,23,0.867,0.868,7.9e-179,0.157,0.174,0.242
18,meta_com1,com,5SY1A,23,0.861,0.865,1.82e-135,0.156,0.173,0.241
19,meta_hhsu1,hhsu,5SY1A,23,0.867,0.868,2.7e-152,0.152,0.173,0.241
20,meta_hh1,hh,5SY1A,23,0.861,0.868,0,0.154,0.172,0.243
21,meta_hs1,hs,5SY1A,23,0.861,0.868,0,0.154,0.172,0.243
22,meta_jackhmmer1,jackhmmer,5SY1A,23,0.864,0.868,3.6e-206,0.155,0.172,0.239
23,meta_novel2,None,None,None,None,None,None,0,0.29,25.5
