Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hh1,hh,1T6OA,17,0.547,0.924,6.9e-28,0.594,0.658,0.569
2,meta_msaprobs0,msaprobs,1T6OA,17,0.566,0.924,unknown,0.591,0.656,0.566
3,meta_rapt1,rapt,1OKSA,19,0.566,0.943,0.004419,0.59,0.655,0.562
4,meta_hp1,hp,1OKSA,19,0.566,0.943,7.3e-25,0.587,0.654,0.562
5,meta_hhsuite1,hhsuite,1OKSA,19,0.547,0.924,3.6e-35,0.587,0.652,0.564
6,meta_star0,star,1T6OA,17,0.547,0.924,converted,0.587,0.654,0.565
7,meta_center0,center,1T6OA,17,0.547,0.924,unknown,0.587,0.654,0.565
8,meta_center3,center,1T6OA,17,0.547,0.924,unknown,0.587,0.654,0.565
9,meta_compro0,compro,1T6OA,17,0.566,0.924,unknown,0.587,0.65,0.562
10,meta_hmmer1,hmmer,1T6OA,17,0.547,0.924,2.3e-33,0.586,0.653,0.565
11,meta_ff1,ff,1T6OA,17,0.547,0.924,1,0.586,0.651,0.563
12,meta_blast1,blast,1T6OA,17,0.547,0.924,5e-15,0.586,0.651,0.563
13,meta_com1,com,1T6OA,17,0.547,0.924,1.18e-15,0.586,0.651,0.563
14,meta_ss1,ss,1T6OA,17,0.547,0.924,5.9e-23,0.586,0.651,0.563
15,meta_sam1,sam,1T6OA,17,0.547,0.924,1.47e-12,0.586,0.651,0.563
16,meta_newblast1,newblast,1T6OA,17,0.547,0.924,1e-11,0.586,0.651,0.563
17,meta_prc1,prc,1T6OA,17,0.547,0.924,2.1e-10,0.586,0.651,0.563
18,meta_csblast1,csblast,1T6OA,17,0.547,0.924,2e-05,0.586,0.651,0.563
19,meta_hg1,hg,1T6OA,17,0.547,0.924,5.9e-23,0.586,0.651,0.563
20,meta_csiblast1,csiblast,1T6OA,17,0.547,0.924,4e-15,0.586,0.651,0.563
21,meta_psiblast1,psiblast,1T6OA,17,0.547,0.924,5e-15,0.586,0.651,0.563
22,meta_multicom1,multicom,1T6OA,17,0.547,0.924,5e-15,0.586,0.651,0.563
23,meta_blits1,blits,1OKSA,19,0.566,0.962,5.4e-34,0.586,0.653,0.562
24,meta_ap1,ap,1OKSA,19,0.566,0.962,7.3e-25,0.586,0.653,0.562
25,meta_hmmer3,hmmer,1OKSA,19,0.528,0.886,3.1e-25,0.585,0.651,0.558
26,meta_csiblast3,csiblast,1OKSA,19,0.528,0.924,1e-11,0.584,0.651,0.559
27,meta_center4,center,1R4GA,7,0.169,0.981,unknown,0.582,0.649,0.558
28,meta_star4,star,1R4GA,7,0.169,0.981,converted,0.582,0.649,0.558
29,meta_rapt2,rapt,1T6OA,17,0.547,0.905,0.00512,0.581,0.65,0.559
30,meta_star1,star,1OKSA,19,0.528,0.924,converted,0.578,0.648,0.556
31,meta_hs1,hs,1T6OA,17,0.547,0.905,1.2e-28,0.577,0.646,0.555
32,meta_blast3,blast,1OKSA,19,0.528,0.905,3e-12,0.571,0.638,0.544
33,meta_psiblast3,psiblast,1OKSA,19,0.528,0.905,3e-12,0.571,0.638,0.544
34,meta_ff2,ff,1OKSA,19,0.528,0.905,2,0.571,0.638,0.544
35,meta_multicom3,multicom,1OKSA,19,0.528,0.905,3e-12,0.571,0.638,0.544
36,meta_csblast3,csblast,1OKSA,19,0.528,0.905,0.028,0.571,0.638,0.544
37,meta_hhbl1,hhbl,4HEOA,4,0.188,0.962,2.6e-19,0.57,0.633,0.538
38,meta_sam3,sam,1OKSA,19,0.528,0.905,1.82e-09,0.569,0.63,0.535
39,meta_com2,com,1OKSA,19,0.528,0.905,4.71e-12,0.569,0.63,0.535
40,meta_blits2,blits,4HEOA,4,0.188,1,0.0079,0.566,0.633,0.536
41,meta_hh2,hh,1OKSA,19,0.528,0.905,9e-23,0.565,0.628,0.529
42,meta_rapt4,rapt,4HEOA,4,0.188,1,0.02595,0.562,0.627,0.531
43,meta_center1,center,1OKSA,19,0.509,0.943,unknown,0.562,0.634,0.541
44,meta_hp2,hp,4HEOA,4,0.188,0.924,0.011,0.558,0.621,0.527
45,meta_muster2,muster,1R4GA,7,0.169,0.981,unknown,0.557,0.615,0.515
46,meta_ff7,ff,1R4GA,7,0.188,0.962,7,0.556,0.616,0.516
47,meta_msaprobs1,msaprobs,1OKSA,19,0.509,0.943,unknown,0.556,0.629,0.536
48,meta_compro1,compro,1OKSA,19,0.509,0.943,unknown,0.556,0.626,0.532
49,meta_hs2,hs,1OKSA,19,0.509,0.849,1.1e-23,0.555,0.62,0.526
50,meta_hg2,hg,1OKSA,19,0.509,0.943,3.5e-19,0.554,0.629,0.532
51,meta_hhsuite2,hhsuite,1OKSA,19,0.509,0.943,9.9e-35,0.554,0.629,0.532
52,meta_ss2,ss,1OKSA,19,0.509,0.943,3.5e-19,0.554,0.629,0.532
53,meta_ap3,ap,1R4GA,7,0.188,0.981,15,0.552,0.618,0.515
54,meta_hg3,hg,1R4GA,7,0.188,0.981,31,0.552,0.618,0.515
55,meta_blits7,blits,1R4GA,7,0.188,0.981,20,0.552,0.618,0.515
56,meta_hhsuite9,hhsuite,1R4GA,7,0.188,0.981,6.1,0.552,0.618,0.515
57,meta_prc2,prc,1OKSA,19,0.509,0.943,3.4e-07,0.551,0.621,0.523
58,meta_muster6,muster,3BBZA,2,0.15,0.905,unknown,0.55,0.609,0.511
59,meta_ss3,ss,1R4GA,7,0.207,0.943,31,0.534,0.595,0.488
60,meta_msaprobs2,msaprobs,2K9DA,8,0.49,0.83,unknown,0.512,0.574,0.463
61,meta_hp3,hp,1R4GA,7,0.169,0.754,15,0.499,0.564,0.469
62,meta_rapt3,rapt,2K9DA,8,0.509,0.83,0.009722,0.499,0.567,0.453
63,meta_psiblast2,psiblast,2K9DA,8,0.509,0.83,2e-13,0.496,0.561,0.452
64,meta_csblast2,csblast,2K9DA,8,0.509,0.83,6e-04,0.496,0.561,0.452
65,meta_hmmer2,hmmer,2K9DA,8,0.509,0.83,2.1e-29,0.496,0.561,0.452
66,meta_csiblast2,csiblast,2K9DA,8,0.509,0.83,3e-13,0.496,0.561,0.452
67,meta_sam2,sam,2K9DA,8,0.509,0.83,4.53e-11,0.496,0.561,0.452
68,meta_multicom2,multicom,2K9DA,8,0.509,0.83,2e-13,0.496,0.561,0.452
69,meta_blast2,blast,2K9DA,8,0.509,0.83,2e-13,0.496,0.561,0.452
70,meta_muster1,muster,1OKSA,19,0.471,0.924,unknown,0.487,0.58,0.479
71,meta_compro2,compro,2K9DA,8,0.49,0.83,unknown,0.479,0.558,0.444
72,meta_hhbl3,hhbl,3BBZA,2,0.132,0.716,2.7,0.475,0.55,0.448
73,meta_muster5,muster,1XVHA,1,0.188,0.943,unknown,0.472,0.563,0.443
74,meta_rapt9,rapt,4AMQA,1,0.207,0.981,0.06346,0.457,0.543,0.407
75,meta_muster3,muster,4HEOA,4,0.188,0.962,unknown,0.457,0.56,0.438
76,meta_hhbl2,hhbl,2DT7A,8,0.113,0.377,0.34,0.455,0.542,0.443
77,meta_hs3,hs,5AN6A,6,0.188,0.603,23,0.447,0.522,0.426
78,meta_blits6,blits,2KGRA,2,0.188,1,10,0.438,0.539,0.412
79,meta_hhsuite4,hhsuite,3FIAA,2,0.207,0.962,0.57,0.435,0.539,0.411
80,meta_hhsuite8,hhsuite,2JQ6A,1,0.226,1,3.3,0.429,0.53,0.415
81,meta_blits3,blits,1QJTA,2,0.245,1,3.4,0.429,0.528,0.403
82,meta_hhsuite7,hhsuite,1QJTA,2,0.245,1,1.9,0.429,0.528,0.403
83,meta_blits8,blits,3FIAA,2,0.207,1,14,0.424,0.533,0.405
84,meta_compro3,compro,5AN6A,6,0.226,1,unknown,0.424,0.506,0.405
85,meta_msaprobs3,msaprobs,5AN6A,6,0.245,1,unknown,0.422,0.514,0.405
86,meta_hhsuite5,hhsuite,1EH2A,1,0.226,1,1.5,0.414,0.525,0.4
87,meta_blits9,blits,1C07A,2,0.207,1,7,0.407,0.514,0.383
88,meta_ap5,ap,1C07A,2,0.207,1,50,0.407,0.514,0.383
89,meta_com4,com,5AN6A,6,0.264,0.924,2.88e+00,0.407,0.477,0.382
90,meta_hp5,hp,1C07A,2,0.169,0.943,50,0.406,0.514,0.384
91,meta_hh3,hh,5AN6A,6,0.264,0.886,25,0.406,0.471,0.385
92,meta_ss4,ss,5AN6A,6,0.264,0.886,76,0.404,0.476,0.38
93,meta_hp4,hp,3ONTA,2,0.113,0.301,29,0.403,0.518,0.381
94,meta_hhsuite6,hhsuite,1FI6A,4,0.245,1,2,0.402,0.517,0.389
95,meta_hh8,hh,1FI6A,4,0.245,1,1.1e+02,0.402,0.517,0.389
96,meta_ss7,ss,1FI6A,4,0.245,1,1.1e+02,0.402,0.517,0.389
97,meta_hs9,hs,1FI6A,4,0.245,0.981,1.2e+02,0.4,0.515,0.386
98,meta_hhsuite10,hhsuite,1IQ3A,2,0.301,1,4.1,0.397,0.51,0.378
99,meta_blits4,blits,1IQ3A,2,0.283,1,2.5,0.396,0.505,0.375
100,meta_hmmer4,hmmer,5AN6A,6,0.169,0.566,0.33,0.392,0.501,0.384
101,meta_rapt7,rapt,4C0PA,1,0.113,0.886,0.06237,0.385,0.445,0.353
102,meta_muster4,muster,3A4LB,1,0.226,0.981,unknown,0.367,0.485,0.352
103,meta_hhsuite3,hhsuite,2DT7A,8,0.15,0.509,0.027,0.363,0.433,0.336
104,meta_muster10,muster,3QWOC,1,0.207,0.943,unknown,0.353,0.482,0.355
105,meta_hhbl6,hhbl,3AKBA,1,0.075,0.849,12,0.352,0.475,0.345
106,meta_hhbl5,hhbl,4YKCA,1,0.132,0.641,12,0.349,0.424,0.323
107,meta_ff4,ff,2AHMA,1,0.188,1,4,0.347,0.472,0.34
108,meta_rapt10,rapt,4EGWA,1,0.132,0.981,0.06512,0.347,0.428,0.332
109,meta_gbli8,gbli,2MYSA,1,0.15,0.905,18,0.343,0.45,0.325
110,meta_muster8,muster,3B5MB,1,0.094,1,unknown,0.34,0.435,0.337
111,meta_ff5,ff,3UB0B,1,0.169,1,5,0.333,0.456,0.322
112,meta_muster7,muster,3U0RA,1,0.132,0.981,unknown,0.333,0.43,0.316
113,meta_hs8,hs,3A4LA,1,0.264,0.773,1.4e+02,0.332,0.45,0.322
114,meta_ff3,ff,1YSYA,1,0.188,1,3,0.329,0.451,0.319
115,meta_hhbl4,hhbl,4FQNA,1,0.132,0.641,4,0.329,0.42,0.313
116,meta_rapt8,rapt,5HDTA,1,0.132,1,0.06284,0.323,0.411,0.309
117,meta_ss5,ss,1W9CA,1,0.226,0.981,1.6e+02,0.32,0.406,0.3
118,meta_muster9,muster,1X9BA,1,0.226,0.905,unknown,0.318,0.4,0.303
119,meta_hhbl10,hhbl,2KJWA,1,0.075,0.943,15,0.313,0.386,0.308
120,meta_hhbl7,hhbl,2N41A,1,0.094,0.415,16,0.297,0.387,0.286
121,meta_blits10,blits,2DT7A,8,0.15,0.509,8.6,0.292,0.399,0.281
122,meta_hh5,hh,2O6IA,2,0.15,0.471,12,0.288,0.383,0.285
123,meta_hs4,hs,2HEKA,2,0.113,0.471,29,0.286,0.372,0.281
124,meta_ap4,ap,3ONTA,2,0.207,0.981,29,0.281,0.383,0.284
125,meta_hh7,hh,4O8WA,2,0.15,0.886,58,0.281,0.348,0.283
126,meta_blits5,blits,3ONTA,2,0.207,0.905,2.9,0.277,0.382,0.282
127,meta_ss8,ss,4L0KA,2,0.132,0.452,50,0.277,0.35,0.271
128,meta_ss9,ss,2DT7A,8,0.113,0.452,55,0.276,0.349,0.27
129,meta_hs7,hs,4O8WA,2,0.15,0.867,76,0.275,0.345,0.276
130,meta_hg5,hg,2DT7A,8,0.169,0.509,55,0.275,0.387,0.273
131,meta_hs5,hs,2O6IA,2,0.15,0.471,19,0.274,0.337,0.269
132,meta_hg4,hg,4L0KA,2,0.188,0.905,50,0.273,0.354,0.269
133,meta_hh4,hh,2HEKA,2,0.113,0.471,16,0.272,0.339,0.26
134,meta_ff10,ff,3DU6A,1,0.283,0.962,10,0.271,0.375,0.266
135,meta_rapt6,rapt,4CO6A,1,0.132,0.943,0.06198,0.269,0.359,0.275
136,meta_sam5,sam,3PE5A,1,0.245,1,4.10e+00,0.267,0.362,0.263
137,meta_hs10,hs,1G2NA,1,0.245,0.735,57,0.265,0.367,0.266
138,meta_sam4,sam,2DT7A,8,0.15,0.433,3.47e+00,0.265,0.36,0.26
139,meta_hhbl9,hhbl,2KGRA,2,0.037,0.15,19,0.262,0.344,0.262
140,meta_rapt5,rapt,5E4VA,1,0.15,0.943,0.06034,0.261,0.359,0.269
141,meta_hh6,hh,4MT8A,2,0.188,0.471,21,0.255,0.343,0.25
142,meta_hhbl8,hhbl,5AJ3A,1,0.056,0.339,30,0.254,0.3,0.236
143,meta_hs6,hs,4MT8A,2,0.169,0.452,37,0.254,0.342,0.249
144,meta_ff8,ff,2XFAA,1,0.15,0.981,8,0.252,0.318,0.246
145,meta_ss6,ss,2QJCA,1,0.188,1,91,0.251,0.351,0.252
146,meta_com3,com,4IUWA,1,0.094,1,1.21e+00,0.247,0.333,0.236
