Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hs4,hs,2CTPA,13,0.426,0.933,7.8e-34,0.834,0.862,0.838
2,meta_hs3,hs,2CTPA,13,0.586,0.88,3.6e-34,0.834,0.86,0.836
3,meta_hs7,hs,2LO1A,8,0.613,0.92,3.4e-33,0.833,0.859,0.836
4,meta_hh1,hh,2CTPA,13,0.6,0.906,1.2e-34,0.833,0.859,0.835
5,meta_hhsuite3,hhsuite,2CTRA,12,0.6,0.906,2.6e-26,0.833,0.863,0.837
6,meta_hg3,hg,2CUGA,12,0.466,1,5.9e-26,0.833,0.86,0.836
7,meta_hs1,hs,2CTPA,13,0.6,0.906,5e-35,0.833,0.861,0.836
8,meta_hh6,hh,2CTPA,13,0.52,0.96,3.3e-33,0.832,0.862,0.836
9,meta_hhsuite1,hhsuite,2CTPA,13,0.52,0.96,1.5e-26,0.832,0.862,0.836
10,meta_hhsuite4,hhsuite,2CUGA,12,0.493,0.96,3.3e-26,0.832,0.861,0.836
11,meta_hs6,hs,2CTPA,13,0.52,0.96,1.5e-33,0.832,0.859,0.835
12,meta_hh7,hh,2CUGA,12,0.613,0.92,7.8e-33,0.831,0.861,0.835
13,meta_hhsuite2,hhsuite,2CUGA,12,0.6,0.92,1.8e-26,0.831,0.861,0.834
14,meta_ap3,ap,2CTPA,13,0.52,0.92,3.5e-24,0.831,0.861,0.835
15,meta_hs2,hs,2CTPA,13,0.6,0.893,1.6e-34,0.83,0.856,0.833
16,meta_blits6,blits,2CUGA,12,0.466,1,1.3e-26,0.83,0.859,0.832
17,meta_hg1,hg,2CTPA,13,0.52,0.96,2.5e-26,0.83,0.86,0.833
18,meta_com2,com,2CUGA,12,0.52,0.986,2.12e-22,0.829,0.857,0.831
19,meta_hhsuite5,hhsuite,2CUGA,12,0.586,0.88,2.4e-26,0.828,0.856,0.831
20,meta_ss1,ss,2CTPA,13,0.52,0.96,2.5e-26,0.828,0.863,0.834
21,meta_hs8,hs,2CUGA,12,0.44,0.906,3.2e-33,0.828,0.852,0.829
22,meta_com3,com,2CTPA,13,0.506,0.96,3.84e-22,0.828,0.857,0.83
23,meta_hp2,hp,2CTPA,13,0.413,0.88,8.8e-24,0.828,0.85,0.829
24,meta_blits3,blits,2CTRA,12,0.493,0.96,5.2e-27,0.828,0.853,0.828
25,meta_blits2,blits,2CTRA,12,0.493,0.96,5.2e-27,0.828,0.853,0.828
26,meta_compro0,compro,2CTPA,13,0.52,0.96,unknown,0.828,0.862,0.834
27,meta_blits7,blits,2CTRA,12,0.506,0.96,2e-26,0.828,0.855,0.83
28,meta_blits4,blits,2CTRA,12,0.506,0.96,2e-26,0.828,0.855,0.83
29,meta_prc1,prc,2CTPA,13,0.506,0.96,2.6e-24,0.828,0.859,0.831
30,meta_hh5,hh,2CUGA,12,0.52,0.986,2.8e-33,0.827,0.855,0.83
31,meta_msaprobs0,msaprobs,2CTPA,13,0.52,0.96,unknown,0.827,0.859,0.832
32,meta_ap4,ap,2CTPA,13,0.6,0.906,3.2e-24,0.827,0.858,0.832
33,meta_star0,star,2CTPA,13,0.52,0.96,converted,0.827,0.857,0.83
34,meta_center0,center,2CTPA,13,0.52,0.96,unknown,0.827,0.857,0.83
35,meta_hs9,hs,2CTRA,12,0.48,0.893,2.2e-33,0.827,0.851,0.828
36,meta_prc4,prc,2CUGA,12,0.44,1,1.5e-23,0.827,0.854,0.828
37,meta_com4,com,2CUGA,12,0.44,1,3.87e-22,0.827,0.858,0.831
