Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_prc1,prc,2N8OA,13,0.26,0.96,1.1,0.428,0.497,0.404
2,meta_compro2,compro,2N8PA,15,0.24,1,unknown,0.428,0.503,0.407
3,meta_compro0,compro,2N8PA,15,0.24,1,unknown,0.428,0.503,0.407
4,meta_msaprobs0,msaprobs,2N8PA,15,0.24,1,unknown,0.428,0.503,0.407
5,meta_msaprobs2,msaprobs,2N8PA,15,0.24,1,unknown,0.428,0.503,0.407
6,meta_blits1,blits,2N8OA,13,0.26,0.98,1.3e-25,0.427,0.497,0.403
7,meta_ff2,ff,2N8OA,13,0.26,0.98,2,0.427,0.497,0.403
8,meta_hg3,hg,2N8OA,13,0.26,0.98,26,0.427,0.497,0.403
9,meta_sam2,sam,2N8OA,13,0.26,0.98,1.68e-01,0.427,0.497,0.403
10,meta_ap1,ap,2N8OA,13,0.26,0.98,0.0098,0.427,0.497,0.403
11,meta_rapt4,rapt,2N8OA,13,0.26,0.98,0.03772,0.426,0.495,0.4
12,meta_hp1,hp,2N8OA,13,0.26,0.96,0.0098,0.426,0.497,0.402
13,meta_hhbl1,hhbl,2N8OA,13,0.26,0.96,9.8e-29,0.426,0.497,0.402
14,meta_hhbl2,hhbl,2N8PA,15,0.24,0.98,2.4e-28,0.424,0.497,0.4
15,meta_msaprobs1,msaprobs,2N8OA,13,0.26,0.98,unknown,0.423,0.496,0.4
16,meta_ff1,ff,2N8PA,15,0.24,1,1,0.423,0.496,0.399
17,meta_compro1,compro,2N8OA,13,0.26,0.98,unknown,0.422,0.495,0.4
18,meta_prc2,prc,2N8PA,15,0.24,1,1.5,0.422,0.495,0.399
19,meta_muster1,muster,2N8OA,13,0.28,0.98,unknown,0.42,0.491,0.396
20,meta_muster2,muster,2N8PA,15,0.28,1,unknown,0.42,0.493,0.395
21,meta_hh1,hh,2N8PA,15,0.32,1,0.65,0.419,0.489,0.391
22,meta_ap2,ap,2N8PA,15,0.32,1,0.0064,0.419,0.489,0.391
