Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_muster4,muster,5HDAA,1,0.166,1,unknown,0.358,0.428,0.363
2,meta_muster2,muster,4TN3A,1,0.121,1,unknown,0.353,0.42,0.359
3,meta_muster5,muster,5AJ3D,1,0.106,1,unknown,0.352,0.425,0.358
4,meta_ff5,ff,3VEMA,1,0.242,0.954,5,0.35,0.418,0.358
5,meta_hs3,hs,3NMDA,8,0.166,0.484,0.66,0.341,0.41,0.348
6,meta_hs5,hs,2ZDIC,1,0.166,0.681,1.7,0.337,0.416,0.346
7,meta_hhbl10,hhbl,3B8MA,1,0.166,0.727,16,0.336,0.406,0.345
8,meta_muster7,muster,1JADA,2,0.227,1,unknown,0.336,0.409,0.344
9,meta_hhsuite4,hhsuite,3TRTA,1,0.151,0.969,38,0.335,0.412,0.344
10,meta_ff10,ff,1JADA,2,0.227,1,10,0.334,0.408,0.341
11,meta_ss8,ss,4E2CA,1,0.166,0.666,56,0.325,0.403,0.331
12,meta_hg3,hg,3HE4B,3,0.121,0.575,22,0.325,0.395,0.331
13,meta_center0,center,3NMDA,8,0.121,0.787,unknown,0.324,0.396,0.334
14,meta_center1,center,3NMDA,8,0.121,0.787,unknown,0.324,0.396,0.334
15,meta_rapt5,rapt,3R2PA,1,0.121,1,0.04047,0.324,0.397,0.331
16,meta_rapt3,rapt,2J68A,1,0.09,1,0.03645,0.323,0.396,0.326
17,meta_rapt8,rapt,3B8NA,1,0.181,1,0.04166,0.323,0.4,0.329
18,meta_hs6,hs,3O0ZA,1,0.166,0.893,5.6,0.322,0.399,0.332
19,meta_hp3,hp,3HE4A,2,0.121,0.439,31,0.321,0.392,0.329
20,meta_hg6,hg,4B7YB,1,0.181,0.56,25,0.319,0.39,0.328
21,meta_rapt4,rapt,3B8MA,1,0.181,1,0.03982,0.317,0.392,0.325
22,meta_muster1,muster,4TQLA,7,0.196,1,unknown,0.316,0.375,0.323
23,meta_hhbl9,hhbl,2P2UA,1,0.045,0.393,12,0.316,0.382,0.324
24,meta_hp5,hp,4OJKA,2,0.121,0.454,42,0.316,0.391,0.325
25,meta_muster3,muster,4ILOA,2,0.106,1,unknown,0.315,0.373,0.322
26,meta_hg8,hg,4R4LA,2,0.181,0.712,32,0.315,0.392,0.327
27,meta_center2,center,3HE4B,3,0.09,0.666,unknown,0.315,0.386,0.324
28,meta_com6,com,3ZJCA,1,0.151,1,1.79e+00,0.314,0.376,0.324
29,meta_muster8,muster,4CGKA,1,0.121,1,unknown,0.313,0.37,0.319
30,meta_rapt10,rapt,4H5YA,1,0.151,0.924,0.04197,0.313,0.39,0.322
31,meta_muster9,muster,2W6DA,1,0.09,0.984,unknown,0.313,0.39,0.32
32,meta_rapt6,rapt,1QUUA,1,0.075,1,0.04151,0.312,0.396,0.324
33,meta_muster10,muster,5DFZA,1,0.106,1,unknown,0.312,0.397,0.324
34,meta_rapt1,rapt,1JADA,2,0.212,1,0.03142,0.312,0.394,0.318
35,meta_csiblast9,csiblast,5L92A,3,0.257,0.939,0.63,0.311,0.376,0.321
36,meta_psiblast9,psiblast,5L92A,3,0.257,0.939,0.63,0.311,0.376,0.321
37,meta_ss9,ss,4E2HC,1,0.166,0.651,57,0.311,0.393,0.319
38,meta_hg1,hg,3NMDA,8,0.181,0.636,2.5,0.31,0.387,0.318
39,meta_rapt9,rapt,3S84A,1,0.181,1,0.04195,0.309,0.388,0.317
40,meta_hs1,hs,4GKWA,2,0.181,0.909,0.26,0.306,0.391,0.317
41,meta_blast3,blast,5L90A,3,0.257,0.939,0.53,0.305,0.369,0.315
42,meta_csiblast7,csiblast,5L90A,3,0.257,0.939,0.53,0.303,0.368,0.313
43,meta_psiblast7,psiblast,5L90A,3,0.257,0.939,0.53,0.303,0.368,0.313
44,meta_hh6,hh,2V71A,1,0.212,0.787,6.3,0.303,0.376,0.314
45,meta_blits3,blits,4TQLA,7,0.287,0.954,63,0.302,0.386,0.313
46,meta_hhsuite1,hhsuite,4TQLA,7,0.287,0.954,27,0.302,0.386,0.313
47,meta_hh2,hh,4GKWA,2,0.181,0.969,0.78,0.298,0.382,0.31
48,meta_hg7,hg,4B86I,1,0.151,0.53,27,0.297,0.373,0.306
49,meta_blits8,blits,1SUMA,1,0.136,0.954,67,0.296,0.36,0.307
50,meta_hs8,hs,3NA7A,1,0.151,0.787,2.9,0.296,0.378,0.304
51,meta_hs2,hs,4TQLA,7,0.272,0.833,0.84,0.296,0.372,0.304
52,meta_hh8,hh,3QH9A,3,0.257,0.787,12,0.296,0.379,0.31
53,meta_blast4,blast,5L91B,3,0.257,0.939,0.60,0.295,0.362,0.307
54,meta_ss4,ss,4R4LA,2,0.166,0.575,32,0.295,0.359,0.303
55,meta_com1,com,3VKGA,1,0.136,0.984,6.54e-01,0.295,0.381,0.306
56,meta_muster6,muster,4KISA,1,0.06,0.984,unknown,0.294,0.356,0.303
57,meta_hh10,hh,4UOSA,2,0.227,1,51,0.294,0.363,0.302
58,meta_ff4,ff,2FB5A,1,0.287,0.863,4,0.294,0.359,0.305
59,meta_ap1,ap,3NMDA,8,0.166,0.621,12,0.294,0.364,0.304
60,meta_gbli10,gbli,1LWUA,2,0.181,0.803,1.2e+02,0.293,0.377,0.307
61,meta_ss10,ss,3QH9A,3,0.272,0.818,55,0.292,0.373,0.301
62,meta_hs7,hs,4UOSA,2,0.212,0.909,5.3,0.291,0.358,0.3
63,meta_hhbl8,hhbl,3HE4A,2,0.106,0.348,11,0.291,0.372,0.3
64,meta_blast2,blast,5L92B,3,0.257,0.984,0.19,0.291,0.351,0.299
65,meta_ss5,ss,5EQZA,7,0.106,0.469,22,0.29,0.354,0.298
66,meta_gbli5,gbli,4DYLA,1,0.181,1,53,0.29,0.356,0.299
67,meta_center3,center,4TQLA,7,0.09,1,unknown,0.289,0.355,0.294
68,meta_compro0,compro,3NMDA,8,0.106,0.651,unknown,0.289,0.364,0.3
69,meta_compro3,compro,3NMDA,8,0.106,0.651,unknown,0.289,0.364,0.3
70,meta_blits5,blits,1XWMA,1,0.196,0.924,44,0.288,0.355,0.298
71,meta_rapt2,rapt,1HCIA,1,0.075,1,0.03571,0.288,0.372,0.301
72,meta_hh9,hh,3DTPA,1,0.151,0.969,29,0.288,0.376,0.302
73,meta_blits4,blits,2I0MA,1,0.151,0.893,39,0.287,0.351,0.296
74,meta_csiblast8,csiblast,5L91B,3,0.257,0.939,0.60,0.287,0.354,0.297
75,meta_psiblast8,psiblast,5L91B,3,0.257,0.939,0.60,0.287,0.354,0.297
76,meta_gbli7,gbli,2EFLA,1,0.151,1,77,0.287,0.348,0.295
77,meta_ap3,ap,3HE4A,2,0.136,0.575,31,0.286,0.35,0.295
78,meta_csiblast10,csiblast,5L91A,2,0.257,0.939,0.63,0.286,0.352,0.299
79,meta_psiblast10,psiblast,5L91A,2,0.257,0.939,0.63,0.286,0.352,0.299
80,meta_hh1,hh,4TQLA,7,0.303,0.924,0.91,0.286,0.37,0.299
81,meta_com7,com,5AMRA,1,0.151,1,2.29e+00,0.285,0.352,0.295
82,meta_com10,com,3V0AB,1,0.09,0.954,4.31e+00,0.285,0.354,0.296
83,meta_blast5,blast,5L92A,3,0.257,0.939,0.63,0.285,0.356,0.295
84,meta_gbli4,gbli,1LWUA,2,0.166,0.742,16,0.284,0.358,0.294
85,meta_center4,center,4UYMA,6,0.045,1,unknown,0.283,0.345,0.29
86,meta_hg5,hg,4B7YA,2,0.181,0.575,25,0.282,0.353,0.294
87,meta_ff9,ff,5EQZA,7,0.166,0.681,9,0.282,0.35,0.29
88,meta_hg2,hg,4B86A,2,0.196,0.712,14,0.282,0.355,0.292
89,meta_compro2,compro,4TQLA,7,0.272,0.954,unknown,0.281,0.355,0.295
90,meta_gbli8,gbli,4TQLA,7,0.303,0.939,85,0.28,0.357,0.292
91,meta_blits9,blits,3ABHA,1,0.151,0.984,67,0.279,0.35,0.284
92,meta_rapt7,rapt,4E40A,1,0.181,0.848,0.04155,0.279,0.368,0.297
93,meta_hs4,hs,3QH9A,3,0.257,0.636,1.3,0.279,0.354,0.29
94,meta_psiblast2,psiblast,5L92B,3,0.257,0.984,0.19,0.278,0.342,0.288
95,meta_csiblast2,csiblast,5L92B,3,0.257,0.984,0.19,0.278,0.342,0.288
96,meta_blits1,blits,5EQZA,7,0.227,0.954,4.3,0.277,0.343,0.291
97,meta_hg10,hg,3TNUB,1,0.212,0.939,36,0.277,0.368,0.294
98,meta_hhsuite2,hhsuite,5EQZA,7,0.212,0.954,2.4,0.276,0.342,0.291
99,meta_hg9,hg,1ZXAA,2,0.151,0.545,36,0.276,0.343,0.284
100,meta_com5,com,2B5DX,1,0.166,0.969,1.45e+00,0.274,0.343,0.285
101,meta_ff6,ff,2AZ2A,1,0.136,0.833,6,0.273,0.336,0.279
102,meta_prc2,prc,2W8SA,1,0.136,1,6.8,0.272,0.339,0.283
103,meta_com4,com,3DZBA,1,0.121,1,1.31e+00,0.272,0.342,0.284
104,meta_hh5,hh,1GK4A,1,0.181,0.757,5,0.271,0.329,0.284
105,meta_hp1,hp,3NMDA,8,0.166,0.484,12,0.27,0.342,0.283
