Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_ss1,ss,3FTJA,10,0.113,0.769,2.4e-07,0.16,0.186,0.25
2,meta_hhbl1,hhbl,3FTJA,10,0.117,0.817,7.9e-12,0.158,0.186,0.249
3,meta_blits1,blits,3FTJA,10,0.117,0.817,2.4e-16,0.158,0.186,0.25
4,meta_hs10,hs,2L09A,2,0.039,0.078,2.2,0.157,0.172,0.201
5,meta_hh10,hh,2L09A,2,0.039,0.078,1.9,0.157,0.172,0.201
6,meta_hh2,hh,2LCIA,2,0.052,0.108,0.65,0.157,0.172,0.2
7,meta_hs2,hs,2LCIA,2,0.052,0.108,0.83,0.157,0.172,0.2
8,meta_hh1,hh,2LNDA,3,0.06,0.108,0.065,0.157,0.173,0.202
9,meta_hs1,hs,2LNDA,3,0.06,0.108,0.089,0.157,0.173,0.202
10,meta_hhsuite1,hhsuite,3FTJA,10,0.108,0.821,7.6e-14,0.157,0.184,0.25
11,meta_hh3,hh,2L82A,2,0.056,0.108,0.28,0.156,0.172,0.199
12,meta_hs3,hs,2L82A,2,0.056,0.108,0.36,0.156,0.172,0.199
13,meta_hh7,hh,2RM8A,2,0.034,0.039,0.5,0.156,0.17,0.195
14,meta_hs7,hs,2RM8A,2,0.034,0.039,0.62,0.156,0.17,0.195
15,meta_hh6,hh,2FJ6A,2,0.039,0.073,0.23,0.155,0.17,0.2
16,meta_hs6,hs,2FJ6A,2,0.039,0.073,0.29,0.155,0.17,0.2
17,meta_hs8,hs,2MR6A,2,0.039,0.1,1.2,0.154,0.168,0.198
18,meta_hh8,hh,2MR6A,2,0.039,0.1,0.93,0.154,0.168,0.198
19,meta_ap1,ap,3FTJA,10,0.121,0.813,6.1e-11,0.154,0.183,0.249
20,meta_hp1,hp,3FTJA,10,0.121,0.778,6.1e-11,0.153,0.182,0.247
21,meta_hhsuite2,hhsuite,5F9QA,8,0.095,0.682,2.3e-12,0.152,0.179,0.245
22,meta_hs9,hs,2KRUA,2,0.039,0.06,0.69,0.148,0.162,0.196
23,meta_hh9,hh,2KRUA,2,0.039,0.06,0.54,0.148,0.162,0.196
24,meta_super2,super,5F9QA,8,0.095,0.682,2.3e-12,0.148,0.173,0.241
25,meta_hs4,hs,2LIOA,2,0.034,0.06,0.093,0.147,0.161,0.194
26,meta_hh4,hh,2LIOA,2,0.034,0.06,0.074,0.147,0.161,0.194
27,meta_muster1,muster,3FTJA,10,0.121,0.786,unknown,0.147,0.176,0.243
28,meta_hh5,hh,5CQXA,2,0.056,0.13,1,0.146,0.159,0.186
29,meta_hs5,hs,5CQXA,2,0.056,0.13,1.3,0.146,0.159,0.186
30,meta_hg1,hg,3FTJA,10,0.117,0.817,2.4e-07,0.146,0.174,0.245
31,meta_blits3,blits,3IS6A,9,0.121,0.869,3.9e-09,0.144,0.173,0.24
32,meta_rapt2,rapt,3FTJA,10,0.117,0.686,2.319e-05,0.144,0.17,0.234
33,meta_rapt1,rapt,5F9QA,8,0.1,0.66,1.342e-05,0.143,0.17,0.231
34,meta_ap3,ap,3IS6A,9,0.13,0.869,0.0019,0.142,0.172,0.239
35,meta_hhsuite3,hhsuite,3IS6A,9,0.108,0.856,1.3e-08,0.14,0.17,0.237
36,meta_hg3,hg,5F9QA,8,0.086,0.686,0.039,0.139,0.168,0.239
37,meta_hp3,hp,3IS6A,9,0.108,0.634,0.0019,0.137,0.165,0.224
38,meta_ff1,ff,3FTJA,10,0.121,0.708,1,0.136,0.167,0.232
39,meta_hhbl3,hhbl,3IS6A,9,0.104,0.617,4.6e-06,0.134,0.16,0.216
40,meta_ss2,ss,5F9QA,8,0.078,0.617,0.039,0.134,0.164,0.229
41,meta_rapt3,rapt,3IS6A,9,0.108,0.695,0.0007925,0.133,0.16,0.221
42,meta_muster3,muster,3IS6A,9,0.139,0.878,unknown,0.132,0.16,0.229
43,meta_muster2,muster,5F9QA,8,0.095,0.7,unknown,0.129,0.159,0.229
44,meta_hg2,hg,3IS6A,9,0.134,0.826,0.018,0.124,0.155,0.224
45,meta_ss3,ss,3IS6A,9,0.1,0.608,0.018,0.123,0.15,0.212
46,meta_compro0,compro,3FTJA,10,0.126,0.773,unknown,0.12,0.15,0.218
47,meta_compro3,compro,3FTJA,10,0.126,0.773,unknown,0.12,0.15,0.218
