Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_ss7,ss,5DNWA,14,0.163,0.945,0,0.88,0.894,0.939
2,meta_novel1,None,None,None,None,None,None,0.879,0.894,0.939
3,meta_ss1,ss,5DNWA,14,0.318,0.978,0,0.88,0.893,0.939
4,meta_ss8,ss,5DNWA,14,0.184,0.96,0,0.879,0.893,0.939
5,meta_hs2,hs,5DNWA,14,0.612,0.989,0,0.875,0.893,0.938
6,meta_ss2,ss,5DNWA,14,0.17,0.952,0,0.879,0.893,0.939
7,meta_hg3,hg,3W06A,13,0.177,0.96,0,0.878,0.893,0.939
8,meta_ss6,ss,5DNWA,14,0.166,0.952,0,0.878,0.892,0.939
9,meta_hg5,hg,3W06A,13,0.148,0.949,0,0.879,0.892,0.939
10,meta_ss3,ss,5DNWA,14,0.177,0.96,0,0.879,0.892,0.939
11,meta_ss10,ss,5DNWA,14,0.177,0.949,0,0.879,0.892,0.939
12,meta_hg2,hg,3W06A,13,0.17,0.952,0,0.878,0.892,0.939
13,meta_ss5,ss,5DNWA,14,0.148,0.952,0,0.878,0.892,0.939
14,meta_deepsf5,None,None,None,None,None,None,0.878,0.892,0.938
15,meta_hg4,hg,3W06A,13,0.148,0.952,0,0.878,0.892,0.939
16,meta_csblast3,csblast,5CBKA,13,0.586,0.971,3e-69,0.875,0.891,0.936
17,meta_ss4,ss,5DNWA,14,0.152,0.945,0,0.878,0.891,0.939
18,meta_ss9,ss,5DNWA,14,0.148,0.956,0,0.878,0.891,0.938
19,meta_hg1,hg,1WOMA,13,0.318,0.978,0,0.877,0.891,0.938
20,meta_novel3,None,None,None,None,None,None,0.877,0.891,0.938
21,meta_sam2,sam,5DNWA,14,0.583,0.971,2.77e-55,0.874,0.89,0.936
22,meta_hs1,hs,5DNWA,14,0.586,0.96,0,0.875,0.89,0.937
23,meta_sam3,sam,5DNWA,14,0.59,0.971,2.91e-55,0.874,0.89,0.936
24,meta_csblast2,csblast,5CBKA,13,0.59,0.971,1e-69,0.875,0.89,0.936
25,meta_novel5,None,None,None,None,None,None,0.874,0.89,0.936
26,meta_deepsf3,None,None,None,None,None,None,0.874,0.89,0.936
27,meta_hh1,hh,5DNWA,14,0.612,0.992,0,0.876,0.89,0.936
28,meta_csblast1,csblast,5DNWA,14,0.612,0.992,5e-71,0.875,0.89,0.937
29,meta_hs3,hs,5CBKA,13,0.673,0.978,0,0.872,0.889,0.937
30,meta_hh2,hh,5CBKA,13,0.673,0.981,0,0.875,0.889,0.935
31,meta_com1,com,5DNWA,14,0.612,0.992,5.53e-79,0.874,0.889,0.936
32,meta_sam1,sam,5DNWA,14,0.586,0.971,2.46e-55,0.874,0.889,0.936
33,meta_prc1,prc,5DNWA,14,0.612,0.992,3.6e-80,0.875,0.889,0.936
34,meta_csblast4,csblast,3W06A,13,0.59,0.967,4e-69,0.873,0.889,0.935
35,meta_newblast1,newblast,5DNWA,14,0.673,0.981,3e-70,0.873,0.888,0.936
36,meta_sam4,sam,5DNWA,14,0.586,0.967,3.35e-55,0.872,0.888,0.935
37,meta_hp1,hp,5DNWA,14,0.612,0.992,1.8e-40,0.872,0.888,0.934
38,meta_prc2,prc,5CBKA,13,0.673,0.981,3.2e-79,0.874,0.888,0.935
39,meta_msaprobs2,msaprobs,5CBKA,13,0.673,0.981,unknown,0.872,0.887,0.935
40,meta_compro2,compro,5CBKA,13,0.673,0.981,unknown,0.873,0.887,0.935
41,meta_hhbl1,hhbl,5DNWA,14,0.612,0.992,1.4e-35,0.87,0.887,0.934
42,meta_sam5,sam,5DNWA,14,0.583,0.963,3.87e-55,0.871,0.887,0.934
43,meta_com2,com,5CBKA,13,0.67,0.978,7.09e-79,0.873,0.887,0.935
44,meta_csblast5,csblast,3W06A,13,0.586,0.967,4e-69,0.872,0.887,0.935
45,meta_center2,center,5CBKA,13,0.673,0.981,unknown,0.871,0.886,0.934
46,meta_star2,star,5CBKA,13,0.673,0.981,converted,0.871,0.886,0.934
47,meta_prc3,prc,3W06A,13,0.586,0.967,8.3e-78,0.869,0.886,0.935
48,meta_com3,com,3W06A,13,0.586,0.967,5.48e-77,0.869,0.886,0.935
49,meta_hhsuite1,hhsuite,5DNWA,14,0.597,0.989,2.9e-41,0.868,0.885,0.935
50,meta_multicom7,multicom,5CBKA,13,0.601,0.981,e-137,0.871,0.885,0.934
51,meta_hhsuite2,hhsuite,5CBKA,13,0.659,0.978,3.9e-40,0.866,0.885,0.935
52,meta_csiblast5,csiblast,5DNWA,14,0.612,0.992,4e-88,0.869,0.884,0.933
53,meta_hp2,hp,5CBKA,13,0.67,0.974,5.9e-40,0.867,0.883,0.934
54,meta_multicom6,multicom,5DNWA,14,0.612,0.992,e-138,0.867,0.883,0.932
55,meta_multicom1,multicom,5DNWA,14,0.59,0.971,e-147,0.867,0.883,0.932
56,meta_psiblast2,psiblast,4HRYA,5,0.586,0.971,e-146,0.865,0.881,0.932
57,meta_msaprobs3,msaprobs,3W06A,13,0.586,0.967,unknown,0.864,0.881,0.932
58,meta_hh3,hh,3W06A,13,0.586,0.967,0,0.866,0.881,0.93
59,meta_multicom2,multicom,5DNWA,14,0.586,0.971,e-146,0.866,0.881,0.932
60,meta_multicom3,multicom,5DNWA,14,0.586,0.978,e-146,0.864,0.88,0.93
61,meta_star4,star,4IH1A,6,0.59,0.971,unknown,0.864,0.88,0.931
62,meta_center4,center,4IH1A,6,0.59,0.971,unknown,0.864,0.88,0.931
63,meta_compro3,compro,3W06A,13,0.586,0.967,unknown,0.863,0.88,0.932
64,meta_novel2,None,None,None,None,None,None,0.864,0.88,0.931
65,meta_deepsf1,None,None,None,None,None,None,0.864,0.88,0.931
66,meta_center1,center,1WOMA,13,0.318,0.978,unknown,0.865,0.88,0.931
67,meta_star1,star,1WOMA,13,0.318,0.978,converted,0.865,0.88,0.931
68,meta_multicom8,multicom,5CBKA,13,0.59,0.967,e-135,0.866,0.88,0.933
69,meta_multicom9,multicom,5CBKA,13,0.673,0.981,e-131,0.866,0.88,0.933
70,meta_compro4,compro,1WOMA,13,0.322,0.974,unknown,0.864,0.88,0.93
71,meta_compro0,compro,1WOMA,13,0.322,0.974,unknown,0.864,0.88,0.93
72,meta_hmmer1,hmmer,5DNWA,14,0.586,0.96,2.9e-127,0.863,0.879,0.929
73,meta_blast5,blast,4HTAA,6,0.59,0.967,e-110,0.863,0.879,0.931
74,meta_star3,star,3W06A,13,0.586,0.967,unknown,0.863,0.879,0.932
75,meta_center3,center,3W06A,13,0.586,0.967,unknown,0.863,0.879,0.932
76,meta_hhsuite3,hhsuite,1WOMA,13,0.304,0.974,3.9e-39,0.858,0.879,0.931
77,meta_psiblast3,psiblast,4HTAA,6,0.586,0.978,e-146,0.863,0.878,0.928
78,meta_multicom4,multicom,5DNWA,14,0.586,0.967,e-146,0.862,0.878,0.929
79,meta_hs4,hs,1WOMA,13,0.434,0.938,0,0.86,0.878,0.93
80,meta_hhsuite4,hhsuite,3W06A,13,0.42,0.949,1e-38,0.857,0.878,0.931
81,meta_hmmer2,hmmer,5DNWA,14,0.586,0.963,2.9e-127,0.861,0.877,0.928
82,meta_msaprobs4,msaprobs,1WOMA,13,0.322,0.967,unknown,0.862,0.876,0.929
83,meta_msaprobs0,msaprobs,1WOMA,13,0.322,0.967,unknown,0.862,0.876,0.929
84,meta_hp3,hp,1WOMA,13,0.315,0.967,4e-38,0.858,0.876,0.93
85,meta_hh6,hh,1WOMA,13,0.442,0.956,0,0.86,0.876,0.928
86,meta_hmmer3,hmmer,5DNWA,14,0.586,0.967,2.9e-127,0.86,0.876,0.927
87,meta_blits1,blits,5DNWA,14,0.612,0.992,6.9e-37,0.862,0.876,0.932
88,meta_psiblast5,psiblast,4HRXA,4,0.586,0.963,e-145,0.859,0.875,0.93
89,meta_hmmer4,hmmer,5DNWA,14,0.586,0.967,2.9e-127,0.86,0.875,0.928
90,meta_hhsuite5,hhsuite,3W06A,13,0.557,0.96,1.2e-38,0.854,0.875,0.93
91,meta_hh4,hh,1WOMA,13,0.431,0.952,0,0.861,0.875,0.928
92,meta_blits3,blits,1WOMA,13,0.442,0.971,1.4e-34,0.857,0.874,0.929
93,meta_blits4,blits,1WOMA,13,0.442,0.971,1.4e-34,0.857,0.874,0.929
94,meta_blast4,blast,4IH1A,6,0.59,0.971,e-110,0.856,0.874,0.929
95,meta_psiblast1,psiblast,4IH1A,6,0.59,0.971,e-147,0.856,0.874,0.929
96,meta_ff10,ff,3W06A,13,0.586,0.967,10,0.857,0.873,0.928
97,meta_psiblast4,psiblast,3W06A,13,0.586,0.967,e-146,0.857,0.873,0.928
98,meta_rapt3,rapt,4HRXA,4,0.586,0.96,2.4e-09,0.857,0.873,0.926
99,meta_hh5,hh,1WOMA,13,0.431,0.945,0,0.859,0.873,0.927
100,meta_multicom10,multicom,1WOMA,13,0.431,0.956,e-130,0.855,0.871,0.928
101,meta_muster3,muster,3W06A,13,0.586,0.967,unknown,0.853,0.871,0.926
102,meta_hs5,hs,1WOMA,13,0.431,0.949,0,0.852,0.87,0.927
103,meta_blits2,blits,5CBKA,13,0.673,0.981,2e-36,0.852,0.87,0.929
104,meta_hp5,hp,4IHAA,4,0.438,0.942,4.3e-38,0.854,0.87,0.928
105,meta_ap4,ap,1WOMA,13,0.318,0.978,4e-38,0.855,0.87,0.927
106,meta_com4,com,4DNPA,6,0.431,0.952,3.01e-75,0.851,0.868,0.925
107,meta_prc4,prc,4DNPA,6,0.431,0.952,1.3e-76,0.851,0.868,0.925
108,meta_ap1,ap,5DNWA,14,0.612,0.992,1.8e-40,0.85,0.866,0.927
109,meta_ap5,ap,4IHAA,4,0.442,0.971,4.3e-38,0.848,0.865,0.924
110,meta_com5,com,4IH4A,5,0.431,0.945,8.95e-75,0.848,0.862,0.925
111,meta_prc5,prc,4IH4A,5,0.431,0.945,5.5e-76,0.848,0.862,0.925
112,meta_rapt4,rapt,6AP8A,1,0.434,0.949,2.769e-09,0.843,0.862,0.921
113,meta_ff8,ff,3WIOA,4,0.442,0.956,8,0.843,0.862,0.924
