Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_star1,star,2FLZA,16,0.236,1,converted,0.806,0.826,0.858
2,meta_multicom2,multicom,2FLZA,16,0.244,1,2e-46,0.804,0.822,0.857
3,meta_center1,center,2FLZA,16,0.236,1,unknown,0.803,0.825,0.858
4,meta_multicom1,multicom,2FLZA,16,0.244,1,2e-46,0.802,0.822,0.855
5,meta_multicom3,multicom,4U5RA,12,0.307,1,3e-43,0.802,0.821,0.856
6,meta_csiblast1,csiblast,2FLZA,16,0.236,1,5e-52,0.802,0.822,0.856
7,meta_csiblast2,csiblast,3N4GB,7,0.236,1,7e-52,0.801,0.82,0.855
8,meta_ss1,ss,2FLZA,16,0.299,0.992,1.1e-28,0.801,0.818,0.854
9,meta_hg1,hg,2FLZA,16,0.299,0.992,1.1e-28,0.801,0.818,0.854
10,meta_multicom5,multicom,3N4DA,12,0.299,0.992,1e-42,0.799,0.818,0.853
11,meta_multicom6,multicom,3N4DA,12,0.299,0.992,1e-42,0.799,0.818,0.852
12,meta_hmmer5,hmmer,2FLZA,16,0.299,0.992,3.4e-43,0.799,0.819,0.853
13,meta_multicom4,multicom,4U5RA,12,0.307,1,3e-43,0.797,0.817,0.852
14,meta_star0,star,3N4DA,12,0.299,0.992,converted,0.797,0.815,0.852
15,meta_compro0,compro,3N4DA,12,0.299,0.992,unknown,0.797,0.816,0.852
16,meta_hmmer4,hmmer,2FLZA,16,0.299,0.992,3.3e-43,0.795,0.817,0.851
17,meta_hmmer3,hmmer,2FLZA,16,0.299,0.992,2.9e-43,0.795,0.816,0.851
18,meta_compro1,compro,2FLZA,16,0.244,1,unknown,0.794,0.816,0.851
19,meta_hs1,hs,3N4DA,12,0.299,0.984,0,0.794,0.812,0.85
20,meta_csiblast4,csiblast,3N4GB,7,0.307,1,7e-49,0.793,0.815,0.85
21,meta_hhsuite1,hhsuite,2FLZA,16,0.236,1,1.3e-33,0.793,0.817,0.849
22,meta_csiblast3,csiblast,3N4GB,7,0.307,1,6e-49,0.793,0.816,0.85
23,meta_hs4,hs,2FLZA,16,0.236,0.992,4.8e-36,0.792,0.813,0.849
24,meta_ff2,ff,3N4DA,12,0.299,0.992,2,0.792,0.811,0.848
25,meta_hmmer2,hmmer,2FLZA,16,0.307,1,2.3e-44,0.792,0.815,0.849
26,meta_com2,com,2FLZA,16,0.236,1,3.49e-27,0.791,0.812,0.849
27,meta_rapt1,rapt,3N4DA,12,0.299,1,2.611e-06,0.79,0.809,0.847
28,meta_hh2,hh,2FLZA,16,0.236,1,1.2e-40,0.79,0.812,0.849
29,meta_msaprobs0,msaprobs,3N4DA,12,0.299,0.992,unknown,0.79,0.811,0.848
30,meta_csblast2,csblast,3N4GB,7,0.244,1,6e-50,0.789,0.813,0.846
31,meta_center0,center,3N4DA,12,0.291,0.992,unknown,0.789,0.813,0.848
32,meta_csiblast5,csiblast,3N4DA,12,0.299,0.992,3e-48,0.788,0.812,0.846
33,meta_hhsuite3,hhsuite,3N4DA,12,0.173,0.897,9.9e-32,0.788,0.815,0.847
34,meta_hs3,hs,2FLZA,16,0.22,0.968,2.2e-39,0.787,0.813,0.846
35,meta_sam5,sam,3N4GB,7,0.307,1,1.27e-15,0.787,0.807,0.844
36,meta_hhsuite2,hhsuite,3N4DA,12,0.149,0.905,8.5e-32,0.786,0.814,0.845
37,meta_psiblast2,psiblast,2FLZA,16,0.244,1,2e-46,0.786,0.81,0.845
38,meta_ff1,ff,2FLZA,16,0.244,1,1,0.786,0.81,0.845
39,meta_blast3,blast,2FLZA1,1,0.244,1,3e-52,0.786,0.81,0.845
40,meta_blast2,blast,2FLZA,16,0.244,1,5e-53,0.786,0.81,0.845
41,meta_hmmer1,hmmer,2FLZA,16,0.307,1,2.2e-44,0.785,0.809,0.845
42,meta_multicom7,multicom,3N4DA,12,0.299,0.992,2e-42,0.785,0.808,0.842
43,meta_csblast4,csblast,3N4GB,7,0.314,1,2e-49,0.783,0.808,0.842
44,meta_psiblast5,psiblast,3N4DH,4,0.299,0.992,1e-42,0.783,0.802,0.842
45,meta_csblast5,csblast,3N4DA,12,0.307,0.992,1e-48,0.783,0.807,0.842
46,meta_com1,com,3N4DA,12,0.291,0.992,2.36e-37,0.782,0.806,0.843
47,meta_hhsuite4,hhsuite,3N4DA,12,0.291,0.992,9.3e-32,0.781,0.805,0.842
48,meta_blast1,blast,2FLZB,5,0.244,1,5e-53,0.779,0.805,0.841
49,meta_blast4,blast,2FLZB1,1,0.244,1,4e-52,0.779,0.805,0.841
50,meta_psiblast1,psiblast,2FLZB,5,0.244,1,2e-46,0.779,0.805,0.841
51,meta_prc1,prc,4U5RA,12,0.196,1,1.9e-22,0.778,0.804,0.84
52,meta_csblast3,csblast,3N4GB,7,0.314,1,1e-49,0.777,0.805,0.839
53,meta_muster2,muster,3N4DA,12,0.299,0.992,unknown,0.777,0.794,0.838
54,meta_csblast1,csblast,2FLZA,16,0.244,1,5e-50,0.776,0.805,0.837
55,meta_multicom9,multicom,4U5RA,12,0.212,1,3e-41,0.776,0.802,0.836
56,meta_muster1,muster,2FLZA,16,0.236,1,unknown,0.775,0.795,0.836
57,meta_psiblast4,psiblast,3N4GB,7,0.307,1,3e-43,0.773,0.801,0.835
58,meta_psiblast3,psiblast,3N4GA,5,0.307,1,3e-43,0.773,0.803,0.837
59,meta_prc2,prc,3N4DA,12,0.299,0.992,8.7e-22,0.773,0.8,0.836
60,meta_hh1,hh,3N4DA,12,0.299,0.992,0,0.773,0.8,0.836
61,meta_hg2,hg,2FLZA,16,0.236,1,4.9e-27,0.77,0.794,0.832
62,meta_ss2,ss,2FLZA,16,0.236,1,4.9e-27,0.77,0.794,0.832
63,meta_msaprobs1,msaprobs,2FLZA,16,0.251,1,unknown,0.769,0.788,0.832
64,meta_multicom8,multicom,4U5RA,12,0.22,0.905,2e-41,0.767,0.797,0.83
65,meta_star2,star,2FLZA,16,0.212,0.905,unknown,0.766,0.789,0.817
66,meta_multicom10,multicom,4U5RA,12,0.212,1,4e-41,0.764,0.796,0.828
67,meta_star3,star,4U5RA,12,0.204,0.984,converted,0.761,0.79,0.83
