Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_rapt9,rapt,2X19B,1,0.135,0.945,0.03325,0.249,0.321,0.277
2,meta_ap2,ap,2QZGA,9,0.121,0.77,7.3,0.248,0.317,0.275
3,meta_rapt2,rapt,3W3ZA,1,0.067,1,0.02501,0.247,0.321,0.278
4,meta_ap1,ap,2QSBA,8,0.135,0.729,4.3,0.246,0.318,0.276
5,meta_hhbl2,hhbl,2QZGA,9,0.121,0.472,0.055,0.24,0.309,0.268
6,meta_rapt4,rapt,3QMLC,1,0.108,1,0.02902,0.239,0.313,0.269
7,meta_ss1,ss,2QZGA,9,0.108,0.283,7.9,0.238,0.307,0.266
8,meta_hp1,hp,2QSBA,8,0.121,0.513,4.3,0.237,0.309,0.268
9,meta_hp2,hp,2QZGA,9,0.121,0.472,7.3,0.237,0.309,0.267
10,meta_hhbl1,hhbl,2QSBA,8,0.121,0.472,0.026,0.236,0.303,0.263
11,meta_blits3,blits,2QZGA,9,0.121,0.756,4.3,0.236,0.305,0.264
12,meta_rapt6,rapt,3SWHA,1,0.148,0.972,0.03071,0.235,0.308,0.264
13,meta_hhsuite5,hhsuite,2QZGA,9,0.162,0.743,2.3,0.235,0.306,0.264
14,meta_hhsuite3,hhsuite,3LVYA,4,0.162,0.986,3.4,0.234,0.304,0.261
15,meta_ss2,ss,2QZGA,9,0.135,0.662,33,0.234,0.305,0.263
16,meta_rose_ab2,None,None,None,None,None,None,0,0.55,2.5
17,meta_super7,super,2QSBA,8,0.121,0.702,5.4,0.232,0.3,0.26
18,meta_hhsuite8,hhsuite,2PRRA,1,0.189,0.972,5.8,0.231,0.302,0.258
19,meta_ap3,ap,3LVYA,4,0.162,1,20,0.231,0.305,0.259
20,meta_hg2,hg,2QZGA,9,0.121,0.756,33,0.231,0.302,0.261
21,meta_blits2,blits,3LVYA,4,0.162,1,8.3,0.23,0.304,0.258
22,meta_hhsuite4,hhsuite,2OUWA,1,0.121,0.986,6.3,0.229,0.302,0.258
23,meta_hs3,hs,2JUZA,3,0.175,0.472,0.086,0.229,0.296,0.256
24,meta_blits4,blits,2QSBA,8,0.148,0.837,5.6,0.229,0.301,0.264
