Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hp5,hp,1SBYA,1,0.035,0.179,12,0.058,0.087,0.146
2,meta_sam5,sam,4U5GA,1,0.035,0.15,4.75e+00,0.055,0.084,0.145
3,meta_rapt9,rapt,1G68A,1,0.014,0.111,0.02311,0.059,0.087,0.144
4,meta_ss2,ss,5FJAA,2,0.021,0.161,6.3e-11,0.057,0.085,0.144
5,meta_ss10,ss,1E0SA,1,0.035,0.197,36,0.058,0.085,0.143
6,meta_ss8,ss,1R8QA,1,0.043,0.197,28,0.058,0.085,0.143
7,meta_rapt2,rapt,4YSNA,1,0.01,0.111,0.01448,0.057,0.085,0.143
8,meta_rapt5,rapt,4EWFA,1,0.01,0.146,0.02139,0.057,0.085,0.143
9,meta_ss4,ss,1IW7D,2,0.017,0.132,0.00085,0.057,0.085,0.143
10,meta_ss9,ss,1MOZA,1,0.028,0.197,38,0.056,0.085,0.143
11,meta_rapt4,rapt,5BV8A,1,0.035,0.143,0.02029,0.057,0.084,0.142
12,meta_hp1,hp,2ZDJA,1,0.028,0.093,7.6,0.056,0.084,0.142
13,meta_rapt6,rapt,1WSTA,1,0.014,0.103,0.02145,0.058,0.085,0.141
14,meta_super3,super,1OXZA,1,0.06,0.293,79,0.064,0.087,0.14
15,meta_super4,super,1NAFA,2,0.057,0.286,66,0.063,0.086,0.14
16,meta_rapt3,rapt,3HMUA,1,0.017,0.114,0.01985,0.058,0.085,0.14
17,meta_blits10,blits,1NAFA,2,0.06,0.272,3.9e+02,0.055,0.084,0.14
18,meta_rapt1,rapt,1E25A,1,0.021,0.107,0.01278,0.055,0.082,0.14
19,meta_super5,super,3KXEC,1,0.043,0.236,1.2e+02,0.065,0.087,0.139
20,meta_rapt8,rapt,4PPMA,1,0.017,0.111,0.02243,0.056,0.082,0.139
21,meta_ff9,ff,3TUOA,1,0.028,0.2,9,0.056,0.082,0.139
22,meta_ff10,ff,1EUOA,1,0.053,0.225,10,0.056,0.082,0.139
23,meta_super2,super,1Z0KB,1,0.068,0.189,85,0.063,0.086,0.138
24,meta_hhsuite6,hhsuite,4WVIA,1,0.096,0.738,65,0.063,0.086,0.138
25,meta_super9,super,2KJ7A,1,0.032,0.132,65,0.055,0.082,0.138
26,meta_super6,super,4WVIA,1,0.096,0.738,65,0.062,0.085,0.137
27,meta_rapt10,rapt,4A6RA,1,0.017,0.107,0.02373,0.054,0.081,0.137
28,meta_sam3,sam,4PZLA,1,0.035,0.225,1.34e+00,0.056,0.081,0.135
