Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hs6,hs,1JM7A,11,0.265,0.469,3.9e-34,0.39,0.42,0.444
2,meta_novel1,None,None,None,None,None,None,0,0.5,17.5
3,meta_novel4,None,None,None,None,None,None,0,0.5,18
4,meta_hs5,hs,1JM7A,11,0.219,0.507,1.9e-37,0.385,0.416,0.442
5,meta_hs9,hs,4EPOG,4,0.166,0.416,2.2e-31,0.382,0.416,0.439
6,meta_hs8,hs,1JM7B,4,0.189,0.568,5.8e-32,0.381,0.415,0.44
7,meta_center2,center,1JM7A,11,0.196,0.727,unknown,0.387,0.415,0.439
8,meta_star2,star,1JM7A,11,0.204,0.727,converted,0.385,0.415,0.438
9,meta_hs7,hs,1JM7A,11,0.189,0.575,3.4e-33,0.383,0.414,0.442
10,meta_hs4,hs,1JM7A,11,0.227,0.568,1.8e-38,0.385,0.413,0.437
11,meta_novel5,None,None,None,None,None,None,0,0.53,9.5
12,meta_msaprobs2,msaprobs,1JM7A,11,0.189,0.727,unknown,0.381,0.411,0.436
13,meta_compro2,compro,1JM7A,11,0.189,0.727,unknown,0.381,0.409,0.435
14,meta_multicom8,multicom,2YRGA,2,0.166,0.34,3e-20,0.377,0.408,0.43
15,meta_hh6,hh,1JM7A,11,0.219,0.568,3.9e-34,0.377,0.407,0.431
16,meta_novel2,None,None,None,None,None,None,0,0.54,8
17,meta_ss7,ss,4EPOG,4,0.181,0.606,2.7e-22,0.374,0.406,0.429
18,meta_ss8,ss,3FL2A,3,0.143,0.583,9e-22,0.378,0.406,0.43
19,meta_muster5,muster,2Y43A,2,0.151,0.643,unknown,0.375,0.406,0.429
20,meta_ss9,ss,1Z6UA,3,0.151,0.59,1.1e-20,0.375,0.404,0.429
21,meta_ss3,ss,1JM7A,11,0.219,0.568,3.9e-25,0.377,0.403,0.434
22,meta_rapt8,rapt,2Y43A,2,0.143,0.56,2.102e-06,0.368,0.401,0.421
23,meta_multicom4,multicom,4TKPB,8,0.265,0.477,2e-26,0.368,0.4,0.424
24,meta_super4,super,2Y43A,2,0.143,0.659,6.6e-09,0.369,0.4,0.428
25,meta_hg3,hg,5FERA,7,0.219,0.575,3.9e-25,0.367,0.4,0.429
26,meta_muster8,muster,4S3OC,1,0.174,0.689,unknown,0.37,0.399,0.427
27,meta_multicom10,multicom,4R8PN,1,0.181,0.674,5e-20,0.369,0.398,0.421
28,meta_jackhmmer4,jackhmmer,5EYAF,1,0.196,0.553,7e-20,0.364,0.398,0.422
29,meta_jackhmmer3,jackhmmer,5FERD,1,0.212,0.583,6.2e-20,0.363,0.398,0.424
30,meta_jackhmmer5,jackhmmer,5EYAG,2,0.227,0.628,7.6e-20,0.365,0.398,0.424
31,meta_muster2,muster,5FERA,7,0.227,0.575,unknown,0.366,0.397,0.422
32,meta_jackhmmer6,jackhmmer,5FERA,7,0.212,0.575,1.4e-19,0.364,0.396,0.421
33,meta_hhsu3,hhsu,2F42A,5,0.098,0.613,8.7e-13,0.364,0.395,0.424
34,meta_multicom5,multicom,4TN3B,3,0.159,0.363,1e-25,0.357,0.395,0.418
35,meta_hh4,hh,1JM7A,11,0.265,0.477,1.4e-41,0.364,0.394,0.417
36,meta_rapt5,rapt,5FERA,7,0.204,0.537,6.789e-07,0.363,0.394,0.417
37,meta_csiblast1,csiblast,3HCSA,1,0.234,0.962,1e-27,0.357,0.394,0.418
38,meta_hhsu2,hhsu,2C2LA,2,0.098,0.613,1.3e-13,0.366,0.393,0.419
39,meta_rapt7,rapt,5VNZA,1,0.189,0.681,1.856e-06,0.366,0.393,0.417
40,meta_csblast5,csblast,4TKPB,8,0.272,0.477,2e-09,0.361,0.393,0.42
41,meta_ff5,ff,5FERA,7,0.219,0.575,5,0.36,0.393,0.419
42,meta_prc2,prc,1JM7A,11,0.189,0.727,5.8e-18,0.365,0.392,0.427
43,meta_super2,super,3FL2A,3,0.136,0.659,4.9e-09,0.363,0.392,0.424
44,meta_multicom7,multicom,5EYAG,2,0.25,0.613,7e-21,0.353,0.392,0.416
45,meta_blast5,blast,2F42A,5,0.098,0.659,1e-19,0.362,0.392,0.415
46,meta_blast3,blast,2C2LA,2,0.098,0.674,4e-20,0.363,0.392,0.419
47,meta_csiblast5,csiblast,5VNZA,1,0.189,0.787,8e-24,0.356,0.392,0.418
48,meta_hh8,hh,1JM7B,4,0.196,0.606,8.5e-31,0.358,0.391,0.418
49,meta_blast1,blast,2C2VT,1,0.09,0.59,1e-20,0.366,0.391,0.417
50,meta_hp2,hp,2F42A,5,0.09,0.537,2e-12,0.361,0.391,0.415
51,meta_csiblast3,csiblast,3HCUA,1,0.212,0.795,4e-26,0.353,0.391,0.416
52,meta_csiblast2,csiblast,5VO0D,1,0.227,0.946,8e-27,0.354,0.391,0.417
53,meta_ff10,ff,1Z6UA,3,0.136,0.598,10,0.361,0.39,0.422
54,meta_csiblast4,csiblast,3HCUC,1,0.212,0.787,1e-25,0.354,0.39,0.417
55,meta_ss5,ss,1JM7A,11,0.181,0.643,4.4e-24,0.366,0.389,0.427
56,meta_hhbl1,hhbl,2F42A,5,0.09,0.53,2.6e-11,0.359,0.389,0.414
57,meta_rapt1,rapt,3FL2A,3,0.136,0.613,1.874e-07,0.362,0.389,0.419
58,meta_rapt2,rapt,1Z6UA,3,0.143,0.59,2.6e-07,0.363,0.388,0.418
59,meta_rapt3,rapt,5EYAF,1,0.204,0.553,6.239e-07,0.36,0.388,0.41
60,meta_super7,super,1Z6UA,3,0.143,0.659,2.2e-08,0.363,0.387,0.422
61,meta_hh10,hh,4EPOG,4,0.143,0.303,4.5e-28,0.358,0.387,0.413
62,meta_rapt9,rapt,3LRQA,1,0.121,0.575,2.503e-06,0.362,0.387,0.414
63,meta_hs2,hs,2ECVA,14,0.287,0.583,2.2e-44,0.353,0.386,0.413
64,meta_multicom6,multicom,4TN3A,3,0.143,0.31,9e-22,0.348,0.386,0.406
65,meta_ap2,ap,2F42A,5,0.098,0.659,2e-12,0.358,0.386,0.41
66,meta_hhbl10,hhbl,3M62A,1,0.098,0.545,2e-08,0.357,0.386,0.416
67,meta_muster10,muster,2CKLA,1,0.166,0.704,unknown,0.351,0.385,0.416
68,meta_hh7,hh,1JM7A,11,0.189,0.621,3.4e-33,0.357,0.384,0.415
69,meta_ff7,ff,3FL2A,3,0.143,0.583,7,0.352,0.383,0.418
70,meta_multicom9,multicom,4R8PL,1,0.181,0.674,5e-20,0.35,0.382,0.41
71,meta_hhsuite8,hhsuite,1RMDA,1,0.196,0.803,4.7e-09,0.347,0.382,0.413
72,meta_hg5,hg,1JM7A,11,0.204,0.727,4.4e-24,0.357,0.381,0.421
73,meta_muster1,muster,1JM7A,11,0.204,0.727,unknown,0.362,0.381,0.422
74,meta_rapt10,rapt,1RMDA,1,0.196,0.704,2.756e-06,0.347,0.38,0.407
75,meta_super6,super,1JM7A,11,0.196,0.727,2.2e-09,0.359,0.379,0.419
76,meta_ff6,ff,1JM7A,11,0.181,0.613,6,0.355,0.379,0.42
77,meta_rapt4,rapt,1JM7A,11,0.189,0.598,6.76e-07,0.357,0.377,0.415
78,meta_muster4,muster,3ZTGA,1,0.196,0.674,unknown,0.354,0.377,0.411
79,meta_hs3,hs,2EGPA,13,0.257,0.553,1.5e-43,0.343,0.375,0.402
80,meta_psiblast4,psiblast,4TKPB,8,0.265,0.477,2e-26,0.342,0.375,0.398
81,meta_hs1,hs,2ECWA,14,0.28,0.583,8.4e-45,0.342,0.373,0.399
82,meta_hhsuite6,hhsuite,1JM7A,11,0.196,0.727,2.2e-09,0.353,0.372,0.414
83,meta_prc5,prc,2ECWA,14,0.28,0.583,1.3e-17,0.337,0.369,0.389
84,meta_rapt6,rapt,1JM7B,4,0.196,0.613,1.607e-06,0.338,0.368,0.404
85,meta_novel3,None,None,None,None,None,None,0,0.54,7
86,meta_muster6,muster,1JM7B,4,0.196,0.681,unknown,0.339,0.367,0.407
87,meta_msaprobs1,msaprobs,2ECWA,14,0.287,0.583,unknown,0.342,0.367,0.388
88,meta_hmmer2,hmmer,2ECWA,14,0.295,0.575,1.7e-27,0.331,0.366,0.391
89,meta_hhsuite5,hhsuite,3LRQA,1,0.121,0.606,2.3e-09,0.328,0.366,0.402
90,meta_sam3,sam,4TKPB,8,0.272,0.477,5.98e-13,0.333,0.365,0.39
91,meta_hhsuite4,hhsuite,2Y43A,2,0.143,0.659,6.6e-09,0.336,0.365,0.398
92,meta_hh1,hh,2ECWA,14,0.295,0.575,1.4e-45,0.33,0.364,0.386
93,meta_hhbl9,hhbl,1WGMA,4,0.09,0.537,2.5e-08,0.337,0.364,0.398
94,meta_super3,super,1JM7B,4,0.189,0.681,1.6e-09,0.331,0.364,0.404
95,meta_blits10,blits,1JM7A,11,0.189,0.681,0.00014,0.337,0.364,0.403
96,meta_super10,super,1WGMA,4,0.106,0.689,2.9e-08,0.334,0.363,0.398
97,meta_com2,com,2ECWA,14,0.28,0.583,6.33e-20,0.332,0.363,0.386
98,meta_com5,com,4TKPB,8,0.272,0.477,4.13e-15,0.331,0.363,0.387
99,meta_sam2,sam,2ECWA,14,0.295,0.56,1.28e-13,0.333,0.363,0.384
100,meta_ss1,ss,2ECWA,14,0.28,0.583,4.2e-27,0.331,0.362,0.385
101,meta_hmmer4,hmmer,4TKPB,8,0.272,0.477,3.2e-25,0.329,0.362,0.385
102,meta_blits8,blits,1WGMA,4,0.113,0.689,8.3e-05,0.335,0.362,0.394
103,meta_star1,star,2ECWA,14,0.303,0.575,converted,0.337,0.362,0.382
104,meta_super5,super,3LRQA,1,0.121,0.606,2.3e-09,0.322,0.361,0.397
105,meta_ss10,ss,3L11A,2,0.166,0.575,6.3e-21,0.333,0.361,0.391
106,meta_compro1,compro,2ECWA,14,0.287,0.583,unknown,0.337,0.36,0.38
107,meta_center1,center,2ECWA,14,0.272,0.583,unknown,0.332,0.359,0.379
108,meta_muster9,muster,2ECWA,14,0.295,0.575,unknown,0.331,0.359,0.38
109,meta_ff2,ff,2ECWA,14,0.28,0.583,2,0.326,0.358,0.383
110,meta_jackhmmer10,jackhmmer,4WHVI,1,0.204,0.712,1e-17,0.302,0.357,0.38
111,meta_psiblast2,psiblast,2ECWA,14,0.295,0.575,8e-28,0.327,0.357,0.378
112,meta_muster3,muster,3L11A,2,0.174,0.734,unknown,0.32,0.357,0.388
113,meta_jackhmmer8,jackhmmer,4ORHC,1,0.204,0.681,8.2e-18,0.31,0.356,0.382
114,meta_multicom2,multicom,2ECWA,14,0.295,0.575,8e-28,0.327,0.356,0.373
115,meta_sam1,sam,2ECVA,14,0.303,0.568,5.78e-14,0.314,0.356,0.373
116,meta_jackhmmer9,jackhmmer,4AYCB,1,0.189,0.719,9.2e-18,0.311,0.355,0.384
117,meta_hh2,hh,2ECVA,14,0.303,0.575,2.8e-45,0.315,0.354,0.373
118,meta_muster7,muster,5DKAA,1,0.166,0.719,unknown,0.314,0.354,0.386
