Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hs9,hs,4IQHA,8,0.185,0.641,1.1e-32,0.575,0.612,0.666
2,meta_novel4,None,None,None,None,None,None,0,0.77,26.5
3,meta_hs10,hs,4IQHA,8,0.172,0.679,7.4e-33,0.57,0.608,0.663
4,meta_hs7,hs,4IQHA,8,0.166,0.74,9.4e-33,0.564,0.598,0.656
5,meta_novel2,None,None,None,None,None,None,0,0.77,28
6,meta_hs8,hs,6ANKA,5,0.216,0.913,8.9e-33,0.563,0.594,0.655
7,meta_novel1,None,None,None,None,None,None,0,0.79,23.5
8,meta_novel5,None,None,None,None,None,None,0,0.81,17
9,meta_rapt3,rapt,4NPKA,1,0.185,0.753,1.882e-08,0.549,0.588,0.643
10,meta_ss8,ss,3KWUA,6,0.166,0.734,1.6e-29,0.535,0.586,0.64
11,meta_novel3,None,None,None,None,None,None,0,0.82,13.5
12,meta_rapt1,rapt,3JZYA,10,0.191,0.74,1.4e-08,0.545,0.586,0.642
13,meta_hs2,hs,2R83A,10,0.216,0.95,8.2e-37,0.548,0.586,0.642
14,meta_hhsuite7,hhsuite,3KWUA,6,0.166,0.759,1.1e-14,0.538,0.583,0.632
15,meta_rapt4,rapt,4NPJA,3,0.185,0.746,2.233e-08,0.541,0.582,0.639
16,meta_hhsuite10,hhsuite,3JZYA,10,0.191,0.74,2.4e-14,0.538,0.582,0.638
17,meta_hg5,hg,2EP6A,10,0.172,0.765,2.8e-31,0.531,0.582,0.636
18,meta_hs3,hs,2DMHA,13,0.185,0.82,3.4e-36,0.55,0.582,0.64
19,meta_ss5,ss,2EP6A,10,0.172,0.753,2.8e-31,0.533,0.581,0.637
20,meta_hh3,hh,2EP6A,10,0.179,0.734,3.4e-24,0.529,0.58,0.637
21,meta_hs6,hs,1DQVA,3,0.203,0.944,1.6e-33,0.543,0.58,0.637
22,meta_hh2,hh,2DMHA,13,0.185,0.802,1.6e-27,0.525,0.579,0.635
23,meta_hhbl10,hhbl,4NPJA,3,0.185,0.753,1.4e-14,0.537,0.579,0.634
24,meta_hh5,hh,3KWUA,6,0.129,0.66,5.9e-23,0.528,0.579,0.638
25,meta_hs1,hs,1WFJA,18,0.259,0.79,5.3e-42,0.536,0.578,0.633
26,meta_ss4,ss,3JZYA,10,0.191,0.753,3.8e-31,0.53,0.577,0.632
27,meta_hg4,hg,3JZYA,10,0.197,0.765,3.8e-31,0.529,0.577,0.632
28,meta_hh6,hh,3KWUA,6,0.166,0.728,1.1e-21,0.525,0.576,0.636
29,meta_ss6,ss,3KWUA,6,0.172,0.679,4.2e-30,0.529,0.576,0.63
30,meta_hhsu5,hhsu,3KWUA,6,0.16,0.753,2.5e-15,0.532,0.576,0.628
31,meta_hhsuite6,hhsuite,4IQHA,8,0.203,0.771,9.1e-15,0.525,0.575,0.636
32,meta_hh8,hh,4IQHA,8,0.185,0.79,8.8e-21,0.53,0.573,0.638
33,meta_deepsf2,None,None,None,None,None,None,0,0.8,18
34,meta_ss7,ss,3KWUA,6,0.166,0.679,2.5e-30,0.523,0.572,0.626
35,meta_muster10,muster,3KWUA,6,0.172,0.759,unknown,0.523,0.571,0.623
36,meta_deepsf4,None,None,None,None,None,None,0,0.78,26
37,meta_hh4,hh,3JZYA,10,0.197,0.74,7.7e-24,0.517,0.57,0.627
38,meta_star3,star,3JZYA,10,0.185,0.753,unknown,0.526,0.568,0.619
39,meta_muster5,muster,3JZYA,10,0.197,0.74,unknown,0.526,0.568,0.62
40,meta_hhsuite3,hhsuite,4IHBA,4,0.209,0.765,8e-15,0.518,0.567,0.629
41,meta_rapt5,rapt,4IQHA,8,0.185,0.777,2.283e-08,0.509,0.565,0.623
42,meta_hhsu8,hhsu,4P42A,2,0.191,0.759,1.6e-15,0.514,0.564,0.618
43,meta_com4,com,4IHBA,4,0.185,0.765,9.79e-15,0.508,0.563,0.623
44,meta_hhsu4,hhsu,4IHBA,4,0.197,0.759,1.2e-15,0.512,0.563,0.623
45,meta_rapt7,rapt,3L9BA,3,0.123,0.771,3.281e-08,0.52,0.561,0.624
46,meta_rapt6,rapt,4P42A,2,0.185,0.746,3.011e-08,0.509,0.561,0.617
47,meta_center3,center,3JZYA,10,0.191,0.765,unknown,0.516,0.56,0.612
48,meta_hhsu2,hhsu,4IQHA,8,0.185,0.79,1.8e-16,0.502,0.559,0.617
49,meta_hg2,hg,2DMHA,13,0.191,0.839,1e-32,0.501,0.559,0.62
50,meta_com5,com,2EP6A,10,0.172,0.746,2.70e-14,0.528,0.559,0.629
51,meta_multicom2,multicom,2R83A,10,0.191,0.796,6e-40,0.522,0.559,0.598
52,meta_com2,com,2DMHA,13,0.179,0.802,7.27e-18,0.505,0.558,0.619
53,meta_rapt8,rapt,4IHBA,4,0.185,0.771,3.582e-08,0.502,0.558,0.617
54,meta_hs4,hs,3JZYA,10,0.191,0.74,2.5e-35,0.523,0.558,0.622
55,meta_hhsu7,hhsu,3JZYA,10,0.197,0.753,2.8e-15,0.514,0.557,0.61
56,meta_hhsu10,hhsu,3L9BA,3,0.123,0.759,6.4e-15,0.517,0.557,0.624
57,meta_muster6,muster,4P42A,2,0.172,0.734,unknown,0.509,0.557,0.611
58,meta_ss2,ss,2DMHA,13,0.191,0.814,1e-32,0.501,0.557,0.618
59,meta_blits2,blits,2DMHA,13,0.179,0.845,4.3e-11,0.507,0.556,0.616
60,meta_hh7,hh,2JQZA,2,0.135,0.759,3.4e-22,0.5,0.556,0.618
61,meta_compro3,compro,3JZYA,10,0.203,0.759,unknown,0.515,0.556,0.605
62,meta_multicom4,multicom,2R83A,10,0.185,0.796,8e-40,0.52,0.556,0.596
63,meta_multicom3,multicom,2R83A,10,0.191,0.796,8e-40,0.519,0.556,0.597
64,meta_multicom8,multicom,2R83A,10,0.185,0.808,6e-38,0.518,0.556,0.597
65,meta_multicom5,multicom,2R83A,10,0.191,0.783,1e-38,0.52,0.556,0.596
66,meta_multicom6,multicom,2R83A,10,0.191,0.777,2e-38,0.517,0.556,0.596
