Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_sam1,sam,5DZVA,14,0.287,0.956,3.50e-53,0.407,0.466,0.632
2,meta_sam2,sam,5DZVA,14,0.287,0.956,5.78e-53,0.398,0.463,0.629
3,meta_psiblast5,psiblast,5DZYA,4,0.264,0.904,e-116,0.396,0.451,0.622
4,meta_hmmer4,hmmer,5DZXA,9,0.255,0.92,1.9e-110,0.392,0.452,0.623
5,meta_sam4,sam,5DZYC,6,0.259,0.922,1.88e-51,0.39,0.453,0.623
6,meta_csiblast1,csiblast,5DZVA,14,0.289,0.954,e-135,0.389,0.454,0.619
7,meta_compro2,compro,5DZXA,9,0.257,0.906,unknown,0.388,0.451,0.626
8,meta_csblast4,csblast,5DZVA,14,0.264,0.922,e-100,0.387,0.448,0.615
9,meta_psiblast4,psiblast,5DZYC,6,0.264,0.906,e-116,0.386,0.444,0.614
10,meta_star2,star,5DZVA,14,0.287,0.952,converted,0.382,0.44,0.611
11,meta_hmmer3,hmmer,5DZWA,14,0.273,0.927,1.5e-118,0.381,0.445,0.619
12,meta_multicom3,multicom,5DZWA,14,0.264,0.913,e-121,0.381,0.442,0.607
13,meta_com1,com,5DZVA,14,0.277,0.958,3.73e-90,0.38,0.444,0.618
14,meta_hg4,hg,5DZVA,14,0.275,0.958,0,0.378,0.44,0.614
15,meta_hhsuite4,hhsuite,5DZVA,14,0.257,0.908,9.5e-65,0.378,0.448,0.618
16,meta_prc3,prc,5DZWA,14,0.259,0.929,0.056,0.378,0.439,0.617
17,meta_sam5,sam,5DZYB,5,0.259,0.922,2.04e-51,0.377,0.441,0.62
18,meta_blast1,blast,5DZWA,14,0.266,0.929,e-122,0.377,0.436,0.614
19,meta_csiblast5,csiblast,5DZYC,6,0.261,0.922,e-130,0.376,0.442,0.617
20,meta_hg5,hg,5DZWA,14,0.257,0.929,0,0.375,0.437,0.612
21,meta_csblast2,csblast,5DZVA,14,0.264,0.924,e-100,0.375,0.444,0.62
22,meta_csiblast3,csiblast,5DZWA,14,0.271,0.927,e-133,0.374,0.446,0.614
23,meta_rapt4,rapt,5DZWA,14,0.259,0.927,3.046e-20,0.374,0.434,0.606
24,meta_hs1,hs,5DZVA,14,0.257,0.924,0,0.373,0.439,0.609
25,meta_hhsuite2,hhsuite,5DZWA,14,0.266,0.92,4.3e-68,0.373,0.443,0.618
26,meta_newblast1,newblast,5DZWA,14,0.264,0.929,e-116,0.373,0.438,0.61
27,meta_super2,super,5DZWA,14,0.266,0.92,4.3e-68,0.373,0.433,0.606
28,meta_hg1,hg,5DZWA,14,0.252,0.924,0,0.373,0.435,0.605
29,meta_blast4,blast,5DZYE,4,0.257,0.92,e-119,0.372,0.439,0.62
30,meta_compro4,compro,5DZWA,14,0.273,0.906,unknown,0.372,0.43,0.601
31,meta_psiblast3,psiblast,5DZWA,14,0.264,0.913,e-120,0.372,0.434,0.609
32,meta_prc1,prc,5DZVA,14,0.277,0.958,1.1,0.371,0.434,0.617
33,meta_csblast5,csblast,5DZVA,14,0.261,0.917,e-100,0.37,0.439,0.605
34,meta_multicom4,multicom,5DZYC,6,0.259,0.908,e-117,0.369,0.429,0.601
35,meta_hmmer5,hmmer,5DZYC,6,0.259,0.922,2.5e-110,0.369,0.44,0.613
36,meta_multicom10,multicom,5DZYD,2,0.257,0.902,e-115,0.369,0.429,0.606
37,meta_hh4,hh,5DZWA,14,0.259,0.929,0,0.368,0.434,0.598
38,meta_csiblast2,csiblast,5DZVA,14,0.289,0.954,e-134,0.368,0.44,0.614
39,meta_hh2,hh,5DZVA,14,0.275,0.956,0,0.367,0.431,0.604
40,meta_blast2,blast,5DZYB,5,0.257,0.924,e-119,0.367,0.435,0.609
41,meta_star3,star,5DZXA,9,0.257,0.913,unknown,0.367,0.435,0.61
42,meta_rapt2,rapt,5DZYA,4,0.255,0.906,2.509e-20,0.367,0.436,0.612
43,meta_csblast1,csblast,5DZVA,14,0.264,0.924,e-100,0.367,0.438,0.604
44,meta_hs2,hs,5DZVA,14,0.273,0.954,0,0.366,0.433,0.608
45,meta_multicom8,multicom,5DZXA,9,0.259,0.906,e-116,0.366,0.433,0.606
46,meta_com3,com,5DZWA,14,0.261,0.929,5.21e-81,0.364,0.432,0.613
47,meta_hmmer1,hmmer,5DZVA,14,0.287,0.954,1.3e-155,0.364,0.428,0.612
48,meta_multicom9,multicom,5DZYE,4,0.259,0.904,e-116,0.363,0.429,0.601
49,meta_multicom7,multicom,5DZYB,5,0.259,0.908,e-116,0.363,0.43,0.602
50,meta_hhsuite1,hhsuite,5DZVA,14,0.289,0.908,3.6e-68,0.363,0.431,0.604
51,meta_center2,center,5DZVA,14,0.271,0.961,unknown,0.363,0.427,0.605
52,meta_hs6,hs,3Q2VA,12,0.207,0.949,0,0.362,0.417,0.584
53,meta_multicom1,multicom,5DZVA,14,0.28,0.943,e-125,0.362,0.436,0.606
54,meta_prc2,prc,5DZXA,9,0.252,0.924,0.0017,0.36,0.424,0.6
55,meta_multicom5,multicom,5DZYB,5,0.259,0.906,e-117,0.358,0.419,0.593
56,meta_psiblast2,psiblast,5DZVA,14,0.28,0.943,e-122,0.357,0.425,0.605
57,meta_psiblast1,psiblast,5DZVB,6,0.28,0.943,e-123,0.357,0.42,0.605
58,meta_center3,center,5DZXA,9,0.252,0.924,unknown,0.357,0.423,0.596
59,meta_compro1,compro,5DZVA,14,0.275,0.952,unknown,0.356,0.429,0.609
60,meta_rapt1,rapt,5DZXA,9,0.255,0.911,8.824e-21,0.355,0.426,0.597
61,meta_multicom6,multicom,5DZVB,6,0.332,0.71,e-116,0.355,0.412,0.588
62,meta_hs4,hs,5DZWA,14,0.259,0.929,0,0.354,0.423,0.592
63,meta_hs5,hs,3Q2VA,12,0.184,0.876,0,0.354,0.419,0.59
64,meta_hh1,hh,5DZVA,14,0.257,0.924,0,0.354,0.424,0.587
65,meta_hs3,hs,3Q2WA,14,0.223,0.956,0,0.353,0.421,0.595
66,meta_sam3,sam,5DZWA,14,0.271,0.927,4.36e-52,0.353,0.422,0.596
67,meta_blast5,blast,5DZYA,4,0.257,0.922,e-119,0.353,0.424,0.603
68,meta_csiblast4,csiblast,5DZXA,9,0.261,0.917,e-130,0.352,0.419,0.588
