Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_compro4,compro,1IW7F,10,0.59,1,unknown,0.751,0.779,0.776
2,meta_compro3,compro,1IW7F,10,0.6,1,unknown,0.75,0.779,0.776
3,meta_msaprobs3,msaprobs,1IW7F,10,0.62,0.99,unknown,0.75,0.778,0.775
4,meta_star0,star,5IPNF,16,0.82,1,converted,0.749,0.775,0.774
5,meta_center0,center,5IPNF,16,0.82,1,unknown,0.749,0.775,0.774
6,meta_ss1,ss,5IPNF,16,0.82,1,2.5e-28,0.749,0.776,0.774
7,meta_msaprobs0,msaprobs,5IPNF,16,0.82,1,unknown,0.749,0.776,0.774
8,meta_hg1,hg,5IPNF,16,0.82,1,2.5e-28,0.749,0.776,0.774
9,meta_center4,center,4KN4X,7,0.58,1,unknown,0.747,0.776,0.773
10,meta_star4,star,4KN4X,7,0.58,1,converted,0.747,0.776,0.773
11,meta_compro0,compro,5IPNF,16,0.82,1,unknown,0.746,0.774,0.772
12,meta_hh1,hh,5IPNF,16,0.82,1,0,0.746,0.773,0.772
13,meta_msaprobs4,msaprobs,1IW7F,10,0.6,1,unknown,0.744,0.773,0.771
14,meta_hs1,hs,5IPNF,16,0.82,1,0,0.744,0.774,0.772
15,meta_hh2,hh,1IW7F,10,0.53,0.98,0,0.743,0.774,0.77
16,meta_hs2,hs,1IW7F,10,0.53,0.98,0,0.743,0.774,0.77
17,meta_hg2,hg,1IW7F,10,0.6,1,2.5e-28,0.741,0.773,0.769
18,meta_ss2,ss,1IW7F,10,0.6,1,2.5e-28,0.741,0.773,0.769
19,meta_rapt1,rapt,5IPLF,1,0.82,1,7.836e-05,0.74,0.765,0.766
20,meta_hh3,hh,1IW7F,10,0.6,1,0,0.739,0.77,0.767
21,meta_hs3,hs,1IW7F,10,0.6,1,0,0.739,0.77,0.767
22,meta_ff1,ff,5IPNF,16,0.82,1,1,0.738,0.764,0.765
23,meta_blast1,blast,5IPNF,16,0.82,1,8e-44,0.738,0.764,0.765
24,meta_hhsuite6,hhsuite,5IPNF,16,0.82,1,2.5e-18,0.738,0.764,0.765
25,meta_hp2,hp,3UGOA,4,0.62,1,1.1e-24,0.738,0.772,0.767
26,meta_prc1,prc,5IPNF,16,0.82,1,1.2e-28,0.738,0.764,0.765
27,meta_hmmer1,hmmer,5IPNF,16,0.82,1,2.7e-60,0.738,0.764,0.765
28,meta_psiblast1,psiblast,5IPNF,16,0.82,1,3e-49,0.738,0.764,0.765
29,meta_ap1,ap,2A6HA,1,0.61,1,2e-33,0.737,0.768,0.765
30,meta_compro1,compro,4X8KA,11,0.5,0.91,unknown,0.737,0.765,0.764
31,meta_hs4,hs,3WODF,8,0.6,1,0,0.736,0.769,0.765
32,meta_hh4,hh,3WODF,8,0.6,1,0,0.736,0.769,0.765
33,meta_blits9,blits,3UGOA,4,0.61,1,1.3e-17,0.735,0.768,0.765
34,meta_msaprobs1,msaprobs,4X8KA,11,0.5,0.91,unknown,0.735,0.766,0.763
35,meta_hp1,hp,3UGOA,4,0.61,1,2e-33,0.735,0.768,0.764
36,meta_hg3,hg,3WODF,8,0.6,1,2.3e-27,0.734,0.766,0.763
37,meta_ss3,ss,3WODF,8,0.6,1,2.3e-27,0.734,0.766,0.763
38,meta_ff5,ff,1IW7F,10,0.6,1,5,0.734,0.764,0.762
39,meta_ff6,ff,3WODF,8,0.59,0.99,6,0.734,0.767,0.763
40,meta_star1,star,4X8KA,11,0.5,0.91,converted,0.727,0.76,0.756
41,meta_center1,center,4X8KA,11,0.5,0.91,unknown,0.727,0.76,0.756
42,meta_ff2,ff,4X8KA,11,0.5,0.91,2,0.723,0.751,0.751
43,meta_muster3,muster,3DXJP,2,0.61,1,unknown,0.716,0.748,0.748
44,meta_muster6,muster,3DXJP,2,0.61,1,unknown,0.716,0.748,0.748
45,meta_hh9,hh,4X8KA,11,0.44,0.75,7.6e-30,0.712,0.745,0.744
46,meta_hs9,hs,4X8KA,11,0.44,0.74,9.5e-30,0.705,0.738,0.736
47,meta_hh5,hh,3LEVA,8,0.56,0.98,0,0.703,0.733,0.735
48,meta_ss4,ss,3LEVA,8,0.56,0.98,1.1e-26,0.703,0.733,0.735
49,meta_hs5,hs,3LEVA,8,0.56,0.98,0,0.703,0.733,0.735
50,meta_hhsuite7,hhsuite,3LEVA,8,0.56,0.98,7.6e-19,0.703,0.733,0.735
51,meta_hg4,hg,3LEVA,8,0.56,0.98,1.1e-26,0.703,0.733,0.735
52,meta_ff3,ff,3LEVA,8,0.55,0.98,3,0.696,0.726,0.729
53,meta_csiblast4,csiblast,4KN4X,7,0.53,1,2e-40,0.695,0.738,0.728
54,meta_multicom6,multicom,3IYDF,7,0.54,1,8e-40,0.695,0.738,0.728
55,meta_com2,com,1IW7F,10,0.53,0.98,2.53e-29,0.693,0.732,0.725
56,meta_hmmer4,hmmer,1IW7F,10,0.55,0.99,2.2e-37,0.693,0.735,0.726
57,meta_com3,com,1IW7F,10,0.55,0.99,3.98e-25,0.692,0.734,0.722
58,meta_csiblast2,csiblast,4KN4X,7,0.53,1,1e-40,0.692,0.735,0.725
59,meta_csiblast5,csiblast,3IYDF,7,0.53,1,2e-40,0.691,0.733,0.724
60,meta_multicom8,multicom,4YLOF,1,0.54,1,2e-39,0.691,0.734,0.724
61,meta_csiblast3,csiblast,4KN4X,7,0.53,1,1e-40,0.691,0.734,0.724
62,meta_multicom9,multicom,4JKRF,1,0.54,1,2e-39,0.69,0.733,0.724
63,meta_multicom4,multicom,4KN4X,7,0.54,1,7e-40,0.69,0.729,0.722
64,meta_csiblast1,csiblast,5IPNF,16,0.82,1,2e-46,0.689,0.73,0.722
65,meta_csblast3,csblast,5IPNF,16,0.55,0.99,8e-40,0.689,0.724,0.72
66,meta_sam5,sam,3WODF,8,0.54,1,2.88e-21,0.689,0.731,0.719
67,meta_compro2,compro,3IYDF,7,0.5,1,unknown,0.688,0.723,0.718
68,meta_hmmer2,hmmer,1IW7F,10,0.55,0.98,1.4e-37,0.688,0.731,0.721
69,meta_sam4,sam,3WODF,8,0.54,1,2.88e-21,0.688,0.728,0.719
70,meta_multicom5,multicom,4KN4X,7,0.54,1,8e-40,0.688,0.73,0.722
71,meta_multicom2,multicom,4KN4X,7,0.54,1,5e-40,0.688,0.732,0.722
72,meta_prc2,prc,1IW7F,10,0.52,0.98,4.3e-28,0.687,0.728,0.719
73,meta_multicom3,multicom,4KN4X,7,0.54,1,6e-40,0.687,0.726,0.719
74,meta_multicom10,multicom,4MEYF,1,0.54,1,2e-39,0.687,0.731,0.72
75,meta_center2,center,3IYDF,7,0.51,1,unknown,0.686,0.717,0.716
76,meta_star2,star,3IYDF,7,0.51,1,converted,0.686,0.717,0.716
77,meta_msaprobs2,msaprobs,3IYDF,7,0.51,1,unknown,0.686,0.721,0.716
78,meta_hs7,hs,4X8KA,11,0.48,0.74,1.4e-35,0.686,0.728,0.717
79,meta_prc3,prc,1IW7F,10,0.52,1,1.6e-27,0.686,0.731,0.72
80,meta_hmmer3,hmmer,1IW7F,10,0.55,0.98,1.6e-37,0.685,0.725,0.718
81,meta_rapt2,rapt,1IW7F,10,0.52,0.89,0.0002652,0.685,0.725,0.716
82,meta_blast3,blast,4G7OF,2,0.55,0.99,2e-39,0.685,0.729,0.719
83,meta_multicom7,multicom,4LLGF,1,0.54,1,8e-40,0.685,0.725,0.717
84,meta_com1,com,5IPNF,16,0.82,1,3.45e-31,0.685,0.719,0.716
85,meta_sam2,sam,4X8KA,11,0.49,0.96,1.43e-21,0.684,0.726,0.714
86,meta_prc4,prc,3WODF,8,0.51,1,1.6e-25,0.684,0.727,0.718
87,meta_csblast5,csblast,5IPNF,16,0.55,0.99,8e-40,0.684,0.719,0.715
88,meta_hmmer5,hmmer,1IW7F,10,0.55,0.99,2.2e-37,0.683,0.727,0.717
89,meta_rapt3,rapt,4G7HF,1,0.52,0.88,0.0003341,0.683,0.72,0.712
90,meta_blast2,blast,1IW7F,10,0.55,0.99,2e-39,0.683,0.728,0.718
91,meta_hhsuite1,hhsuite,4X8KA,11,0.46,0.98,2e-22,0.683,0.722,0.715
92,meta_csblast4,csblast,5IPNF,16,0.55,0.99,8e-40,0.682,0.714,0.713
93,meta_com4,com,3WODF,8,0.52,0.99,1.86e-24,0.682,0.724,0.712
94,meta_hh7,hh,4X8KA,11,0.48,0.74,1.8e-35,0.682,0.722,0.711
95,meta_csblast1,csblast,5IPNF,16,0.55,0.99,6e-40,0.681,0.713,0.712
