Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_multicom7,multicom,1A17A,14,0.375,0.969,1e-38,0.811,0.84,0.86
2,meta_hh3,hh,1A17A,14,0.398,0.962,5.6e-39,0.81,0.841,0.858
3,meta_hs2,hs,1A17A,14,0.3,0.917,7.4e-41,0.81,0.843,0.859
4,meta_hs5,hs,1A17A,14,0.285,0.804,3.1e-40,0.809,0.84,0.858
5,meta_multicom6,multicom,1A17A,14,0.375,0.969,9e-39,0.809,0.84,0.859
6,meta_hh2,hh,1A17A,14,0.3,0.939,2e-40,0.808,0.842,0.858
7,meta_com3,com,1A17A,14,0.285,0.812,3.91e-27,0.808,0.84,0.858
8,meta_hs8,hs,2LNIA,4,0.293,0.917,3.7e-38,0.807,0.84,0.858
9,meta_hs3,hs,1A17A,14,0.398,0.939,1.4e-39,0.807,0.84,0.856
10,meta_hh4,hh,1A17A,14,0.233,0.954,1.2e-39,0.807,0.84,0.858
11,meta_com1,com,3SZ7A,13,0.398,0.992,1.74e-33,0.806,0.838,0.855
12,meta_star0,star,2VYIA,13,0.398,0.954,converted,0.804,0.836,0.854
13,meta_ss1,ss,3SZ7A,13,0.398,0.992,1.1e-29,0.804,0.837,0.856
14,meta_multicom4,multicom,1A17A,14,0.36,0.962,2e-39,0.803,0.835,0.855
15,meta_msaprobs4,msaprobs,3SZ7A,13,0.308,0.902,unknown,0.802,0.835,0.852
16,meta_multicom1,multicom,2VYIA,13,0.398,0.962,1e-46,0.802,0.83,0.853
17,meta_hs10,hs,2C2LA,3,0.27,0.924,2.4e-36,0.801,0.833,0.852
18,meta_multicom5,multicom,1A17A,14,0.36,0.962,2e-39,0.801,0.831,0.853
19,meta_hs9,hs,1ELWA,7,0.27,0.872,4.7e-37,0.8,0.834,0.853
20,meta_center2,center,1A17A,14,0.353,0.984,unknown,0.8,0.834,0.853
21,meta_center4,center,4CGVA,9,0.3,0.939,unknown,0.8,0.833,0.85
22,meta_star4,star,4CGVA,9,0.3,0.939,converted,0.8,0.833,0.85
23,meta_ap2,ap,2VYIA,13,0.398,0.954,1.9e-23,0.8,0.836,0.853
24,meta_multicom8,multicom,1A17A,14,0.375,0.969,1e-38,0.799,0.832,0.853
25,meta_hs4,hs,1A17A,14,0.233,0.924,3.7e-40,0.799,0.833,0.852
26,meta_sam2,sam,4JA9A,6,0.398,0.924,4.77e-21,0.798,0.832,0.85
27,meta_com5,com,2VYIA,13,0.218,0.932,4.36e-26,0.797,0.829,0.849
28,meta_csiblast3,csiblast,4JA9A,6,0.368,0.954,3e-31,0.797,0.828,0.85
29,meta_com2,com,1A17A,14,0.3,0.939,8.36e-28,0.795,0.827,0.849
30,meta_center0,center,2VYIA,13,0.398,0.962,unknown,0.795,0.83,0.847
31,meta_rapt2,rapt,2VYIA,13,0.39,0.939,9.126e-05,0.794,0.827,0.845
32,meta_blits3,blits,1A17A,14,0.353,0.984,7.4e-21,0.794,0.826,0.849
33,meta_blits1,blits,1A17A,14,0.353,0.984,7.4e-21,0.794,0.826,0.849
34,meta_blits2,blits,1A17A,14,0.353,0.984,7.4e-21,0.794,0.826,0.849
35,meta_blits4,blits,1A17A,14,0.353,0.984,7.4e-21,0.794,0.826,0.849
36,meta_psiblast2,psiblast,2VYIB,5,0.398,0.924,7e-46,0.793,0.825,0.843
37,meta_csiblast2,csiblast,2VYIB,5,0.398,0.924,3e-43,0.793,0.825,0.843
38,meta_sam5,sam,1A17A,14,0.36,0.969,1.03e-20,0.793,0.823,0.848
39,meta_hmmer2,hmmer,3SZ7A,13,0.398,0.924,2.3e-53,0.792,0.825,0.847
40,meta_compro0,compro,2VYIA,13,0.406,0.962,unknown,0.791,0.828,0.847
41,meta_csiblast4,csiblast,4JA7A,6,0.368,0.954,3e-31,0.791,0.825,0.846
42,meta_blast2,blast,4JA7A,6,0.368,0.954,3e-45,0.791,0.825,0.846
43,meta_hmmer1,hmmer,2VYIA,13,0.398,0.962,1.5e-53,0.79,0.824,0.845
44,meta_muster1,muster,2VYIA,13,0.398,0.954,unknown,0.789,0.823,0.843
45,meta_hh5,hh,1A17A,14,0.285,0.812,1.2e-39,0.789,0.823,0.844
