Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_ss1,ss,4E2UA,18,0.23,0.851,2.7e-44,0.658,0.685,0.762
2,meta_ss2,ss,4E2UA,18,0.2,0.851,1.4e-40,0.653,0.682,0.761
3,meta_star3,star,2CW8A,14,0.287,0.964,unknown,0.649,0.675,0.753
4,meta_hhsuite3,hhsuite,4E2UA,18,0.2,0.846,9.1e-36,0.649,0.676,0.758
5,meta_hg1,hg,4E2UA,18,0.23,0.851,2.7e-44,0.648,0.673,0.756
6,meta_hs2,hs,2LCJA,11,0.138,0.928,1.4e-45,0.648,0.676,0.758
7,meta_hhsuite2,hhsuite,4E2UA,18,0.225,0.82,8.3e-38,0.647,0.675,0.757
8,meta_hhsuite1,hhsuite,2CW8A,14,0.112,0.897,1.6e-38,0.643,0.671,0.754
9,meta_hg2,hg,4E2UA,18,0.2,0.851,1.4e-40,0.641,0.67,0.752
10,meta_msaprobs3,msaprobs,2CW8A,14,0.292,0.964,unknown,0.638,0.667,0.75
11,meta_hhsuite4,hhsuite,2CW8A,14,0.23,0.851,9.3e-37,0.638,0.661,0.751
12,meta_multicom4,multicom,2LCJA,11,0.194,0.861,4e-42,0.637,0.665,0.75
13,meta_hmmer5,hmmer,2LCJA,11,0.194,0.861,8.1e-38,0.636,0.665,0.753
14,meta_compro3,compro,2CW8A,14,0.297,0.964,unknown,0.636,0.665,0.745
15,meta_ss3,ss,2CW8A,14,0.184,0.661,1.5e-38,0.634,0.659,0.748
16,meta_blits3,blits,2CW8A,14,0.292,0.969,1.2e-32,0.634,0.657,0.748
17,meta_blits2,blits,2CW8A,14,0.292,0.969,1.2e-32,0.634,0.657,0.748
18,meta_hh1,hh,2LCJA,11,0.235,0.856,0,0.633,0.668,0.749
19,meta_compro2,compro,4E2UA,18,0.189,0.851,unknown,0.633,0.662,0.745
20,meta_center3,center,2CW8A,14,0.271,0.964,unknown,0.631,0.656,0.737
21,meta_ap1,ap,2CW8A,14,0.276,0.969,3.3e-38,0.63,0.652,0.744
22,meta_hs3,hs,4E2UA,18,0.2,0.835,4.2e-45,0.629,0.651,0.738
23,meta_hs6,hs,2CW8A,14,0.205,0.764,1.4e-40,0.629,0.653,0.744
24,meta_hhsuite6,hhsuite,2CW8A,14,0.189,0.712,1.8e-31,0.628,0.654,0.746
25,meta_star2,star,4E2UA,18,0.2,0.851,converted,0.627,0.651,0.734
26,meta_hhsuite7,hhsuite,2CW8A,14,0.287,0.958,1.9e-30,0.625,0.651,0.744
27,meta_csiblast2,csiblast,2LCJA,11,0.2,0.876,2e-43,0.624,0.653,0.747
28,meta_muster4,muster,2CW7A,5,0.282,0.969,unknown,0.623,0.644,0.732
29,meta_hmmer3,hmmer,2LCJA,11,0.2,0.876,2.4e-38,0.623,0.65,0.744
30,meta_hmmer4,hmmer,2LCJA,11,0.205,0.882,2.5e-38,0.623,0.652,0.744
31,meta_hhsuite5,hhsuite,2CW8A,14,0.189,0.723,3.1e-32,0.623,0.651,0.742
32,meta_hp3,hp,2JMZA,13,0.215,0.846,4.8e-36,0.622,0.647,0.742
33,meta_star4,star,2JMZA,13,0.215,0.851,converted,0.622,0.652,0.73
34,meta_compro4,compro,2JMZA,13,0.194,0.8,unknown,0.622,0.651,0.735
35,meta_csiblast1,csiblast,2LCJA,11,0.205,0.882,2e-44,0.621,0.65,0.745
36,meta_csiblast3,csiblast,4E2UA,18,0.205,0.851,2e-43,0.621,0.649,0.747
37,meta_hg3,hg,2CW8A,14,0.276,0.964,1.5e-38,0.62,0.646,0.739
38,meta_hh3,hh,4E2UA,18,0.22,0.851,0,0.62,0.64,0.734
39,meta_com2,com,4O1SA,10,0.23,0.856,4.65e-27,0.619,0.651,0.734
40,meta_hh5,hh,2CW8A,14,0.189,0.723,1.4e-43,0.617,0.646,0.736
41,meta_hs5,hs,2CW8A,14,0.189,0.723,1.4e-42,0.616,0.647,0.736
42,meta_blits9,blits,1DQ3A,5,0.143,0.805,4.7e-28,0.615,0.644,0.741
43,meta_psiblast4,psiblast,4E2TB,5,0.194,0.861,4e-42,0.615,0.642,0.738
44,meta_blits4,blits,2JMZA,13,0.225,0.851,6.3e-34,0.613,0.633,0.738
45,meta_compro0,compro,4O1SA,10,0.235,0.846,unknown,0.612,0.648,0.732
46,meta_center0,center,4O1SA,10,0.235,0.856,unknown,0.612,0.651,0.731
47,meta_hs1,hs,4O1SA,10,0.235,0.856,0,0.61,0.642,0.731
48,meta_psiblast3,psiblast,4E2TA,7,0.194,0.876,2e-42,0.61,0.634,0.733
49,meta_ss7,ss,1MI8A,6,0.184,0.712,7.2e-37,0.61,0.637,0.731
50,meta_center2,center,4E2UA,18,0.174,0.856,unknown,0.609,0.642,0.73
51,meta_star0,star,4O1SA,10,0.241,0.856,unknown,0.609,0.641,0.729
52,meta_ss4,ss,2JMZA,13,0.215,0.851,4e-40,0.608,0.632,0.732
53,meta_hg4,hg,2JMZA,13,0.215,0.851,4e-40,0.608,0.632,0.732
54,meta_prc1,prc,4E2UA,18,0.194,0.851,5.3e-28,0.608,0.637,0.732
55,meta_star1,star,2LCJA,11,0.133,0.938,converted,0.607,0.65,0.732
56,meta_sam2,sam,4E2TA,7,0.189,0.876,1.06e-19,0.607,0.631,0.729
57,meta_psiblast1,psiblast,2LQMA,8,0.2,0.882,3e-43,0.606,0.626,0.732
58,meta_ap4,ap,2JMZA,13,0.215,0.851,4.8e-36,0.606,0.628,0.731
59,meta_com4,com,4E2UA,18,0.2,0.851,3.08e-24,0.605,0.627,0.728
60,meta_rapt1,rapt,4E2UA,18,0.2,0.851,6.633e-13,0.605,0.627,0.726
61,meta_com3,com,4E2UA,18,0.205,0.835,1.50e-24,0.605,0.632,0.728
62,meta_muster3,muster,2LQMA,8,0.2,0.882,unknown,0.605,0.627,0.733
63,meta_rapt2,rapt,2LQMA,8,0.21,0.882,1.458e-12,0.605,0.626,0.731
64,meta_psiblast2,psiblast,4E2UA,18,0.205,0.851,1e-42,0.604,0.627,0.728
65,meta_msaprobs0,msaprobs,4O1SA,10,0.225,0.815,unknown,0.604,0.638,0.724
66,meta_hg5,hg,4O1RA,13,0.189,0.723,3e-39,0.604,0.638,0.73
67,meta_ss5,ss,4O1RA,13,0.189,0.723,3e-39,0.604,0.638,0.73
68,meta_sam4,sam,4E2TB,5,0.189,0.861,1.89e-19,0.603,0.625,0.726
69,meta_ap5,ap,1DQ3A,5,0.194,0.969,1.2e-32,0.602,0.631,0.728
70,meta_csiblast4,csiblast,2LCJA,11,0.2,0.861,1e-41,0.601,0.636,0.731
71,meta_compro1,compro,2LCJA,11,0.158,0.917,unknown,0.601,0.641,0.728
72,meta_sam3,sam,4E2UA,18,0.2,0.835,1.14e-19,0.6,0.623,0.721
73,meta_hh2,hh,2LCJA,11,0.138,0.933,0,0.6,0.632,0.73
74,meta_muster2,muster,4O1SA,10,0.23,0.856,unknown,0.6,0.628,0.723
75,meta_blits5,blits,1DQ3A,5,0.169,0.712,1.4e-29,0.596,0.626,0.732
76,meta_blits6,blits,1DQ3A,5,0.169,0.712,1.4e-29,0.596,0.626,0.732
77,meta_blits8,blits,1DQ3A,5,0.169,0.712,1.4e-29,0.596,0.626,0.732
78,meta_sam1,sam,2LQMA,8,0.194,0.882,8.03e-20,0.595,0.615,0.721
79,meta_center4,center,2JMZA,13,0.21,0.851,unknown,0.595,0.638,0.726
80,meta_hh4,hh,4E2UA,18,0.205,0.851,0,0.593,0.616,0.718
81,meta_hp5,hp,2LCJA,11,0.123,0.625,1.2e-32,0.592,0.618,0.725
82,meta_center1,center,2LCJA,11,0.123,0.938,unknown,0.59,0.641,0.726
83,meta_ss6,ss,2LCJA,11,0.133,0.938,4.4e-37,0.589,0.617,0.722
84,meta_hh9,hh,4OZ6A,7,0.138,0.712,5.1e-26,0.587,0.616,0.708
85,meta_msaprobs4,msaprobs,2JMZA,13,0.169,0.805,unknown,0.587,0.621,0.706
86,meta_ff1,ff,4O1SA,10,0.23,0.856,1,0.586,0.618,0.72
87,meta_rapt4,rapt,4O1SA,10,0.23,0.851,2.675e-12,0.584,0.617,0.719
88,meta_blast5,blast,4E2TA,7,0.2,0.851,1e-39,0.584,0.604,0.705
89,meta_msaprobs2,msaprobs,4E2UA,18,0.189,0.815,unknown,0.583,0.617,0.703
90,meta_rapt3,rapt,2LCJA,11,0.143,0.933,2.186e-12,0.582,0.607,0.722
91,meta_hhbl4,hhbl,2JMZA,13,0.205,0.841,3.3e-29,0.582,0.596,0.715
92,meta_blast4,blast,2LQMA,8,0.205,0.856,1e-40,0.581,0.601,0.703
93,meta_msaprobs1,msaprobs,2LCJA,11,0.2,0.912,unknown,0.581,0.618,0.699
94,meta_ff2,ff,4E2UA,18,0.194,0.851,2,0.58,0.605,0.708
95,meta_hs8,hs,4OZ6A,7,0.138,0.712,9.4e-27,0.579,0.612,0.712
96,meta_muster6,muster,2JNQA,1,0.22,0.851,unknown,0.577,0.588,0.708
97,meta_prc2,prc,2LCJA,11,0.235,0.861,1.9e-27,0.575,0.617,0.714
98,meta_muster1,muster,2LCJA,11,0.143,0.938,unknown,0.574,0.603,0.715
99,meta_rapt5,rapt,2JMZA,13,0.21,0.851,5.28e-11,0.573,0.588,0.709
100,meta_hs4,hs,2JMZA,13,0.225,0.846,0,0.573,0.583,0.703
101,meta_hs9,hs,4OZ6A,7,0.123,0.615,3.9e-26,0.572,0.604,0.709
102,meta_com1,com,2LCJA,11,0.138,0.938,4.77e-31,0.569,0.6,0.711
103,meta_ff5,ff,2LCJA,11,0.143,0.938,5,0.568,0.601,0.711
104,meta_csblast4,csblast,2JMZA,13,0.174,0.579,2e-09,0.568,0.585,0.694
105,meta_muster5,muster,1DQ3A,5,0.184,0.805,unknown,0.563,0.589,0.689
106,meta_prc4,prc,2LCJA,11,0.123,0.938,1.1e-25,0.557,0.595,0.706
107,meta_com5,com,4O1RA,13,0.189,0.723,2.19e-18,0.555,0.595,0.692
108,meta_hhbl3,hhbl,2LCJA,11,0.133,0.923,1.4e-27,0.555,0.585,0.699
109,meta_muster8,muster,4O1RA,13,0.189,0.723,unknown,0.555,0.588,0.684
110,meta_newblast1,newblast,4O1SA,10,0.184,0.841,8e-35,0.554,0.589,0.682
111,meta_rapt10,rapt,1MI8A,6,0.184,0.712,3.352e-10,0.552,0.58,0.673
112,meta_multicom7,multicom,4GIGA,1,0.143,0.825,6e-40,0.552,0.591,0.698
113,meta_hh7,hh,1MI8A,6,0.194,0.707,1.9e-38,0.551,0.59,0.689
114,meta_csiblast5,csiblast,2LCJA,11,0.143,0.938,5e-38,0.55,0.587,0.699
115,meta_multicom6,multicom,3NZMA,1,0.143,0.825,3e-40,0.55,0.588,0.693
116,meta_muster7,muster,1MI8A,6,0.2,0.712,unknown,0.549,0.581,0.673
117,meta_hhsuite10,hhsuite,2KEQA,4,0.179,0.702,4e-30,0.547,0.581,0.678
118,meta_hs7,hs,1MI8A,6,0.189,0.702,1.8e-37,0.546,0.577,0.665
119,meta_ss10,ss,2IN0A,6,0.138,0.712,2.3e-26,0.546,0.582,0.69
120,meta_sam5,sam,4O1RA,13,0.194,0.723,3.49e-18,0.545,0.578,0.67
121,meta_rapt8,rapt,2IN0A,6,0.133,0.707,2.445e-10,0.54,0.574,0.679
122,meta_multicom5,multicom,1ZD7A,4,0.148,0.81,2e-40,0.537,0.579,0.688
123,meta_prc3,prc,2JMZA,13,0.205,0.851,7.2e-27,0.537,0.572,0.687
124,meta_hhbl7,hhbl,2IN0A,6,0.123,0.692,3.3e-24,0.535,0.575,0.665
125,meta_muster9,muster,2IMZA,1,0.133,0.723,unknown,0.527,0.558,0.659
126,meta_rapt9,rapt,2IN8A,1,0.123,0.707,2.876e-10,0.524,0.554,0.66
127,meta_hhsuite9,hhsuite,4OZ6A,7,0.148,0.841,3.5e-30,0.522,0.562,0.655
128,meta_blits10,blits,1ZD7A,4,0.143,0.805,4.7e-28,0.521,0.541,0.662
129,meta_hh10,hh,4OZ6A,7,0.164,0.841,1.5e-25,0.521,0.563,0.671
130,meta_muster10,muster,1AM2A,4,0.138,0.866,unknown,0.518,0.561,0.651
131,meta_hhsuite8,hhsuite,4OZ6A,7,0.128,0.702,5.5e-30,0.518,0.56,0.654
132,meta_csblast3,csblast,2LQMA,8,0.179,0.584,4e-10,0.517,0.557,0.658
133,meta_hh8,hh,1AM2A,4,0.158,0.856,1.8e-26,0.515,0.563,0.667
