Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_sam2,sam,3T6BA,7,0.215,0.934,2.63e-54,0.255,0.281,0.385
2,meta_sam5,sam,5E3CA,8,0.215,0.929,4.41e-54,0.255,0.28,0.385
3,meta_sam3,sam,5E2QA,8,0.215,0.931,2.65e-54,0.255,0.28,0.385
4,meta_sam4,sam,5E2QA,8,0.215,0.931,4.17e-54,0.254,0.28,0.385
5,meta_ap2,ap,3FVYA,22,0.218,0.912,0,0.252,0.278,0.395
6,meta_hp2,hp,3FVYA,22,0.216,0.89,0,0.251,0.277,0.393
7,meta_msaprobs4,msaprobs,5E3CA,8,0.238,0.926,unknown,0.249,0.275,0.381
8,meta_center3,center,5E2QA,8,0.203,0.95,unknown,0.249,0.275,0.38
9,meta_msaprobs2,msaprobs,5E2QA,8,0.24,0.928,unknown,0.248,0.275,0.381
10,meta_compro3,compro,3T6JA,7,0.228,0.926,unknown,0.248,0.276,0.384
11,meta_compro4,compro,5E3CA,8,0.229,0.929,unknown,0.248,0.276,0.384
12,meta_ss1,ss,3FVYA,22,0.226,0.934,0,0.248,0.273,0.387
13,meta_prc1,prc,3FVYA,22,0.202,0.919,8.2e-134,0.248,0.272,0.395
14,meta_center4,center,3T6JA,7,0.209,0.945,unknown,0.248,0.275,0.382
15,meta_rapt1,rapt,5E2QA,8,0.212,0.897,2.108e-16,0.247,0.275,0.386
16,meta_msaprobs3,msaprobs,3T6JA,7,0.24,0.923,unknown,0.247,0.274,0.38
17,meta_compro2,compro,5E2QA,8,0.231,0.929,unknown,0.247,0.274,0.384
18,meta_blits1,blits,3FVYA,22,0.2,0.901,6.9e-174,0.247,0.275,0.4
19,meta_compro1,compro,3FVYA,22,0.226,0.91,unknown,0.247,0.275,0.395
20,meta_multicom2,multicom,5E3CA,8,0.229,0.795,0.0,0.246,0.271,0.374
21,meta_prc2,prc,3FVYA,22,0.216,0.944,6.0e-133,0.246,0.27,0.384
22,meta_multicom3,multicom,5E3CA,8,0.229,0.795,0.0,0.246,0.271,0.374
23,meta_psiblast4,psiblast,5E2QA,8,0.229,0.795,0.0,0.245,0.268,0.368
24,meta_csblast4,csblast,5E2QA,8,0.229,0.793,0.0,0.245,0.269,0.37
