Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_super8,super,2KE4A,9,0.061,0.229,86,0.153,0.192,0.206
2,meta_hhsuite9,hhsuite,2KE4A,9,0.145,0.725,1.7e+02,0.15,0.188,0.203
3,meta_muster2,muster,5CWMA,1,0.106,0.847,unknown,0.149,0.193,0.207
4,meta_hhsuite1,hhsuite,5FRGA,1,0.145,0.77,47,0.149,0.19,0.203
5,meta_hg9,hg,2KE4A,9,0.145,0.717,47,0.148,0.188,0.201
6,meta_center3,center,1HCIA,4,0.083,1,unknown,0.148,0.185,0.195
7,meta_blits1,blits,2KE4A,9,0.137,0.717,35,0.147,0.186,0.201
8,meta_hg5,hg,3VIRB,4,0.061,0.381,34,0.147,0.187,0.196
9,meta_super1,super,5FRGA,1,0.145,0.77,47,0.145,0.188,0.203
10,meta_center2,center,2KE4A,9,0.061,0.748,unknown,0.144,0.183,0.193
11,meta_muster5,muster,5CWQA,1,0.099,0.908,unknown,0.143,0.185,0.197
12,meta_muster9,muster,4WVMA,1,0.091,0.786,unknown,0.142,0.183,0.197
13,meta_super9,super,2KE4A,9,0.145,0.725,1.7e+02,0.141,0.184,0.197
14,meta_hhsuite4,hhsuite,4BI8A,1,0.122,0.549,13,0.141,0.182,0.196
15,meta_blits2,blits,2K48A,1,0.137,0.755,39,0.141,0.182,0.193
16,meta_gbli1,gbli,2KE4A,9,0.145,0.717,10,0.14,0.18,0.196
17,meta_com5,com,5HR4C,1,0.083,0.48,1.98e+00,0.14,0.18,0.195
18,meta_center4,center,4KA8A,2,0.099,1,unknown,0.14,0.185,0.195
19,meta_ss8,ss,1IB2A,1,0.091,0.396,1.1e+02,0.139,0.185,0.197
20,meta_hs10,hs,4EOTA,1,0.061,0.206,99,0.139,0.172,0.176
21,meta_hg3,hg,4ZRYB,3,0.106,0.671,28,0.139,0.177,0.184
22,meta_super4,super,4BI8A,1,0.122,0.549,13,0.139,0.178,0.19
23,meta_hg10,hg,2OTAA,1,0.061,0.473,33,0.138,0.179,0.19
24,meta_ss7,ss,1Y791,2,0.007,0.091,6.8,0.138,0.176,0.189
25,meta_hg8,hg,3UCSA,3,0.137,0.679,39,0.137,0.176,0.19
26,meta_rose_ab3,None,None,None,None,None,None,0,0.32,30.5
27,meta_hhsuite5,hhsuite,3UCSA,3,0.106,0.656,46,0.136,0.175,0.186
28,meta_hp8,hp,3N4XA,1,0.038,0.267,52,0.136,0.172,0.18
29,meta_hhsuite8,hhsuite,2KE4A,9,0.061,0.229,86,0.136,0.174,0.184
30,meta_ap1,ap,3IYNA,1,0.129,0.77,20,0.136,0.173,0.18
31,meta_com6,com,4MT4A,1,0.106,0.969,2.54e+00,0.136,0.176,0.182
32,meta_com7,com,1QVRA,3,0.099,0.343,2.93e+00,0.136,0.174,0.183
33,meta_hp5,hp,1SLQA,1,0.076,0.312,12,0.135,0.163,0.171
34,meta_ap5,ap,1CLDA,1,0.053,0.152,25,0.135,0.161,0.169
35,meta_ss2,ss,2Q0OC,1,0.122,0.511,1.2e+02,0.135,0.176,0.189
36,meta_hhsuite7,hhsuite,2XDJA,2,0.053,0.458,91,0.134,0.166,0.175
37,meta_super7,super,2XDJA,2,0.053,0.458,91,0.134,0.173,0.182
38,meta_com9,com,3P5PA,1,0.114,0.763,3.17e+00,0.134,0.173,0.186
39,meta_ss5,ss,3UCSA,3,0.045,0.259,39,0.133,0.176,0.193
40,meta_ap6,ap,1D66A,1,0.061,0.335,37,0.133,0.171,0.185
41,meta_hg6,hg,1S4BP,1,0.114,0.992,8.8,0.133,0.177,0.192
42,meta_hh3,hh,1YKHA,2,0.114,0.404,1.4e+02,0.133,0.177,0.192
43,meta_rapt7,rapt,4HAXC,1,0.083,0.61,0.02031,0.132,0.179,0.193
44,meta_gbli6,gbli,1ZMEA,3,0.091,0.526,1.7e+02,0.132,0.17,0.186
45,meta_gbli5,gbli,1ZMEA,3,0.091,0.526,1.7e+02,0.132,0.17,0.186
46,meta_hp3,hp,2QDQA,2,0.061,0.259,34,0.132,0.17,0.179
