Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hhsuite3,hhsuite,5WCOA,7,0.323,1,39,0.286,0.403,0.221
2,meta_rocon1,None,None,None,None,None,None,0,0.3,98.5
3,meta_compro2,compro,5WCOA,7,0.382,1,unknown,0.276,0.397,0.216
4,meta_rocon3,None,None,None,None,None,None,0,0.35,84
5,meta_msaprobs2,msaprobs,5WCOA,7,0.411,1,unknown,0.281,0.396,0.214
6,meta_rocon2,None,None,None,None,None,None,0,0.22,106.5
7,meta_sam2,sam,2Q7BA,1,0.264,0.97,1.97e+00,0.278,0.391,0.21
8,meta_ss3,ss,2BCJQ,3,0.264,0.97,51,0.287,0.39,0.212
9,meta_hhsu2,hhsu,5WCOA,7,0.294,0.97,8.3,0.27,0.39,0.209
10,meta_abi5_denovo6,None,None,None,None,None,None,0,0.34,85
11,meta_rocon5,None,None,None,None,None,None,0,0.31,95.5
12,meta_abi7_denovo7,None,None,None,None,None,None,0,0.36,80.5
13,meta_hh4,hh,5WCOA,7,0.323,0.941,24,0.269,0.387,0.208
14,meta_abi7_denovo6,None,None,None,None,None,None,0,0.42,54
15,meta_muster8,muster,4BM1A,1,0.117,1,unknown,0.27,0.386,0.211
16,meta_ss5,ss,1SHZA,2,0.264,0.97,60,0.28,0.386,0.201
17,meta_abi5_denovo4,None,None,None,None,None,None,0,0.32,92
18,meta_abi5_denovo5,None,None,None,None,None,None,0,0.31,94.5
19,meta_hhsuite1,hhsuite,4C9GA,1,0.147,1,50,0.269,0.386,0.206
20,meta_ss4,ss,1CIPA,2,0.294,0.97,50,0.282,0.385,0.2
21,meta_hhsuite9,hhsuite,1OKCA,1,0.176,1,1.2e+02,0.268,0.385,0.208
22,meta_ss9,ss,3C7KA,2,0.294,0.911,72,0.281,0.384,0.199
23,meta_abi5_denovo3,None,None,None,None,None,None,0,0.38,72
24,meta_abi3_denovo4,None,None,None,None,None,None,0,0.31,95
25,meta_abi4_denovo1,None,None,None,None,None,None,0,0.29,101
26,meta_hh2,hh,3PHUA,5,0.235,0.97,5.7,0.269,0.381,0.203
27,meta_abi3_denovo1,None,None,None,None,None,None,0,0.37,75.5
28,meta_ss1,ss,4HXDB,5,0.294,0.882,19,0.276,0.38,0.214
29,meta_hh3,hh,4HXDB,5,0.294,0.882,6.7,0.276,0.38,0.214
30,meta_abi4_denovo6,None,None,None,None,None,None,0,0.32,93.5
31,meta_abi2_denovo7,None,None,None,None,None,None,0,0.31,94
32,meta_abi6_denovo7,None,None,None,None,None,None,0,0.22,107
33,meta_rocon4,None,None,None,None,None,None,0,0.15,108.5
34,meta_hhsuite5,hhsuite,4C9JA,1,0.147,1,88,0.264,0.38,0.199
35,meta_ss7,ss,4FINA,5,0.088,0.294,51,0.27,0.379,0.205
36,meta_hg6,hg,1GOTA,2,0.294,0.97,56,0.266,0.379,0.19
37,meta_hg3,hg,2BCJQ,3,0.294,0.97,51,0.27,0.379,0.189
38,meta_abi2_denovo3,None,None,None,None,None,None,0,0.31,96.5
39,meta_abi2_denovo6,None,None,None,None,None,None,0,0.29,100.5
40,meta_abi7_denovo5,None,None,None,None,None,None,0,0.28,102.5
41,meta_abi7_denovo2,None,None,None,None,None,None,0,0.43,50
