Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hhsu7,hhsu,4K95A,3,0.114,0.695,4e-22,0.135,0.166,0.231
2,meta_hhsu8,hhsu,5TTEB,3,0.121,0.718,8.4e-21,0.138,0.164,0.225
3,meta_hhsuite3,hhsuite,5TTEB,3,0.148,0.859,1e-21,0.136,0.164,0.228
4,meta_hhsu3,hhsu,5C23A,2,0.11,0.699,7.2e-23,0.134,0.164,0.23
5,meta_hhsu6,hhsu,4K7DA,3,0.11,0.695,9.9e-22,0.134,0.164,0.228
6,meta_super3,super,5TTEB,3,0.148,0.859,1e-21,0.136,0.163,0.228
7,meta_hhsuite7,hhsuite,5CAWA,6,0.133,0.768,4.3e-20,0.132,0.163,0.228
8,meta_ff5,ff,4K7DA,3,0.095,0.73,5,0.129,0.163,0.227
9,meta_center1,center,4I1FA,7,0.125,0.779,unknown,0.132,0.163,0.226
10,meta_star1,star,4I1FA,7,0.125,0.779,converted,0.132,0.163,0.226
11,meta_hhsu5,hhsu,4I1FA,7,0.117,0.692,2.7e-22,0.134,0.163,0.227
12,meta_hhsu9,hhsu,4KBLA,4,0.11,0.73,6.9e-20,0.137,0.162,0.219
13,meta_hhsu4,hhsu,5CAWA,6,0.129,0.699,1.6e-22,0.132,0.162,0.229
14,meta_hhsuite8,hhsuite,5C23A,2,0.121,0.79,4e-20,0.131,0.161,0.226
15,meta_super7,super,5CAWA,6,0.133,0.768,4.3e-20,0.131,0.161,0.226
16,meta_novel3,None,None,None,None,None,None,0,0.27,34
17,meta_super8,super,5C23A,2,0.121,0.79,4e-20,0.132,0.16,0.227
18,meta_hhsuite9,hhsuite,4K95A,3,0.114,0.768,1.5e-19,0.13,0.16,0.226
19,meta_ap4,ap,4I1FA,7,0.121,0.79,8.7e-07,0.129,0.159,0.223
20,meta_super9,super,4K95A,3,0.114,0.768,1.5e-19,0.129,0.159,0.226
21,meta_rapt7,rapt,5CAWA,6,0.114,0.68,0.0003302,0.132,0.158,0.222
22,meta_novel1,None,None,None,None,None,None,0,0.27,36.5
23,meta_hhsuite2,hhsuite,4KBLA,4,0.148,0.813,1.5e-21,0.129,0.158,0.219
24,meta_rapt9,rapt,4K7DA,3,0.121,0.703,0.0003981,0.128,0.157,0.222
25,meta_rapt8,rapt,5N2WA,1,0.11,0.688,0.0003817,0.13,0.157,0.22
26,meta_hhsuite6,hhsuite,4K7DA,3,0.117,0.775,1.1e-20,0.126,0.157,0.224
27,meta_rapt6,rapt,5N38A,1,0.11,0.676,0.0002952,0.132,0.157,0.221
28,meta_hhsuite5,hhsuite,4I1FA,7,0.121,0.779,3.3e-20,0.127,0.157,0.224
29,meta_rapt2,rapt,4KBLA,4,0.114,0.65,3.11e-05,0.131,0.156,0.213
30,meta_ff3,ff,5EDVB,6,0.133,0.874,3,0.123,0.156,0.215
31,meta_super6,super,4K7DA,3,0.117,0.775,1.1e-20,0.126,0.156,0.225
32,meta_super2,super,4KBLA,4,0.148,0.813,1.5e-21,0.127,0.156,0.218
33,meta_super5,super,4I1FA,7,0.121,0.779,3.3e-20,0.127,0.156,0.222
34,meta_ff1,ff,4KBLA,4,0.098,0.969,1,0.124,0.155,0.218
35,meta_ff7,ff,4I1FA,7,0.087,0.737,7,0.122,0.155,0.219
36,meta_hhbl2,hhbl,5CAWA,6,0.125,0.699,2.6e-22,0.126,0.155,0.218
37,meta_hhsuite1,hhsuite,5EDVB,6,0.14,0.847,1.6e-22,0.117,0.153,0.214
38,meta_ff2,ff,5TTEB,3,0.14,0.984,2,0.121,0.153,0.218
39,meta_ff4,ff,4K95A,3,0.079,0.722,4,0.121,0.153,0.216
40,meta_rapt10,rapt,5C9VA,1,0.114,0.703,0.0004069,0.127,0.152,0.213
41,meta_super10,super,2M48A,10,0.057,0.338,9.9e-11,0.126,0.152,0.212
42,meta_novel4,None,None,None,None,None,None,0,0.31,13.5
43,meta_rapt1,rapt,5UDHA,6,0.095,0.692,2.016e-05,0.121,0.151,0.212
44,meta_ff9,ff,2ECTA,8,0.064,0.247,9,0.127,0.151,0.207
45,meta_rapt4,rapt,4I1FA,7,0.11,0.699,0.0002312,0.121,0.15,0.212
46,meta_ff8,ff,1X4JA,6,0.057,0.231,8,0.129,0.15,0.199
47,meta_star2,star,2ECTA,8,0.064,0.277,converted,0.127,0.15,0.195
48,meta_hhbl1,hhbl,4I1FA,7,0.114,0.684,1.8e-22,0.123,0.15,0.212
49,meta_muster5,muster,5CAWA,6,0.095,0.543,unknown,0.119,0.149,0.207
50,meta_super4,super,5EDVA,7,0.14,0.809,1.4e-21,0.118,0.148,0.208
51,meta_ff6,ff,5EDVA,7,0.136,0.866,6,0.115,0.148,0.208
52,meta_hp2,hp,5UDHA,6,0.064,0.254,1.9e-09,0.129,0.148,0.193
53,meta_prc1,prc,2ECTA,8,0.064,0.277,0.00052,0.126,0.148,0.202
54,meta_muster2,muster,4KBLA,4,0.133,0.942,unknown,0.121,0.147,0.211
55,meta_hh8,hh,2ECTA,8,0.064,0.22,0.002,0.127,0.147,0.198
56,meta_hhsuite10,hhsuite,1WIMA,1,0.057,0.338,9.9e-11,0.121,0.147,0.205
57,meta_novel5,None,None,None,None,None,None,0,0.2,83
58,meta_hmmer4,hmmer,5D1LB,1,0.045,0.228,0.013,0.126,0.147,0.194
59,meta_compro2,compro,5EDVA,7,0.152,0.885,unknown,0.115,0.146,0.207
60,meta_prc2,prc,1X4JA,6,0.057,0.235,0.0013,0.125,0.146,0.197
61,meta_ap3,ap,5D1MA,1,0.053,0.384,2.1e-07,0.126,0.145,0.188
62,meta_hg3,hg,1X4JA,6,0.057,0.235,3.5e-12,0.125,0.145,0.192
63,meta_hhsuite4,hhsuite,5EDVA,7,0.14,0.809,1.4e-21,0.113,0.144,0.201
64,meta_super1,super,5EDVB,6,0.14,0.847,1.6e-22,0.111,0.144,0.203
65,meta_deepsf5,None,None,None,None,None,None,0,0.18,91
66,meta_ss3,ss,1X4JA,6,0.057,0.224,3.5e-12,0.125,0.143,0.183
67,meta_ap5,ap,5D1LA,1,0.057,0.361,2.1e-06,0.125,0.143,0.187
68,meta_prc5,prc,4EPOC,4,0.064,0.326,0.0063,0.123,0.143,0.191
69,meta_com4,com,2ECTA,8,0.064,0.216,1.78e+00,0.122,0.142,0.197
70,meta_hhsu1,hhsu,5EDVB,6,0.114,0.68,3.4e-24,0.109,0.142,0.198
71,meta_sam1,sam,5LG0A,1,0.06,0.216,6.02e-03,0.12,0.142,0.192
72,meta_ff10,ff,2EP4A,5,0.053,0.216,10,0.12,0.142,0.193
73,meta_center0,center,5EDVB,6,0.144,0.946,unknown,0.112,0.141,0.198
74,meta_hh6,hh,2EA6A,4,0.083,0.224,0.003,0.121,0.141,0.191
75,meta_ss5,ss,2EA6A,4,0.079,0.224,1.7e-11,0.124,0.141,0.184
76,meta_ss10,ss,2ECTA,8,0.064,0.224,2.4e-11,0.125,0.141,0.182
77,meta_muster6,muster,5CAWA,6,0.129,0.745,unknown,0.111,0.141,0.207
78,meta_hh7,hh,1X4JA,6,0.057,0.216,0.00095,0.123,0.141,0.19
79,meta_rapt5,rapt,4GB0A,1,0.049,0.288,0.0002573,0.116,0.141,0.192
80,meta_msaprobs1,msaprobs,2ECTA,8,0.076,0.277,unknown,0.123,0.141,0.181
81,meta_novel2,None,None,None,None,None,None,0,0.31,11.5
82,meta_deepsf1,None,None,None,None,None,None,0,0.31,12
