Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_com2,com,4GRWE,6,0.642,0.992,4.42e-45,0.911,0.927,0.931
2,meta_hg5,hg,4TVSa,4,0.388,0.992,0,0.911,0.927,0.931
3,meta_ss5,ss,4TVSa,4,0.388,0.992,0,0.911,0.927,0.931
4,meta_com3,com,1ZVHA,5,0.793,0.984,5.94e-45,0.911,0.928,0.932
5,meta_com1,com,4W6XB,8,0.674,0.992,5.51e-46,0.911,0.928,0.932
6,meta_hg2,hg,4W6XB,8,0.674,0.992,0,0.911,0.928,0.931
7,meta_ss2,ss,4W6XB,8,0.674,0.992,0,0.911,0.928,0.931
8,meta_com5,com,4TVSa,4,0.698,1,1.68e-44,0.911,0.928,0.932
9,meta_com4,com,4TVSa,4,0.674,0.992,6.24e-45,0.91,0.927,0.931
10,meta_ap1,ap,1ZVHA,5,0.793,0.984,0,0.91,0.927,0.931
11,meta_ss7,ss,4TVSa,4,0.666,0.992,0,0.91,0.928,0.931
12,meta_ss10,ss,4TVSa,4,0.738,0.992,0,0.91,0.927,0.931
13,meta_ss8,ss,4TVSa,4,0.595,1,0,0.91,0.927,0.931
14,meta_ss9,ss,4TVSa,4,0.682,0.992,0,0.91,0.927,0.931
15,meta_hs2,hs,4W6XB,8,0.666,0.992,0,0.91,0.927,0.931
16,meta_hg3,hg,4TVSa,4,0.69,0.992,0,0.909,0.925,0.93
17,meta_ss3,ss,4TVSa,4,0.69,0.992,0,0.909,0.925,0.93
18,meta_hh6,hh,4TVSa,4,0.706,1,0,0.909,0.925,0.93
19,meta_ss4,ss,4TVSa,4,0.603,0.992,0,0.909,0.926,0.93
20,meta_hp1,hp,1ZVHA,5,0.793,0.984,0,0.909,0.927,0.93
21,meta_hg4,hg,4TVSa,4,0.603,0.992,0,0.909,0.926,0.93
22,meta_hh7,hh,4GRWE,6,0.658,0.984,0,0.909,0.925,0.93
23,meta_ss1,ss,4W6XB,8,0.642,0.992,0,0.909,0.927,0.93
24,meta_hg1,hg,4W6XB,8,0.642,0.992,0,0.909,0.927,0.93
25,meta_hs5,hs,4GRWE,6,0.658,0.992,0,0.909,0.926,0.93
26,meta_hh8,hh,4GRWE,6,0.682,0.992,0,0.908,0.925,0.93
27,meta_hh1,hh,4W6XB,8,0.658,0.992,0,0.908,0.925,0.93
28,meta_blits6,blits,1ZVHA,5,0.333,0.968,5.8e-32,0.908,0.926,0.93
29,meta_blits7,blits,1ZVHA,5,0.333,0.968,5.8e-32,0.908,0.926,0.93
30,meta_hh4,hh,4GRWE,6,0.634,0.992,0,0.908,0.925,0.93
31,meta_hh2,hh,4W6XB,8,0.666,0.992,0,0.908,0.924,0.929
32,meta_blits10,blits,1ZVHA,5,0.555,0.936,7.5e-32,0.908,0.926,0.929
33,meta_ss6,ss,4TVSa,4,0.658,0.992,0,0.908,0.925,0.929
34,meta_hh9,hh,4GRWE,6,0.706,0.984,0,0.908,0.925,0.93
35,meta_blits8,blits,1ZVHA,5,0.539,0.928,7.7e-32,0.908,0.926,0.929
36,meta_hs3,hs,4W6XB,8,0.674,0.992,0,0.908,0.926,0.93
37,meta_blits3,blits,1ZVHA,5,0.404,0.92,3e-32,0.908,0.927,0.93
38,meta_blits4,blits,1ZVHA,5,0.404,0.92,3e-32,0.908,0.927,0.93
39,meta_hs10,hs,4GRWE,6,0.706,0.984,0,0.908,0.926,0.93
40,meta_blits1,blits,1ZVHA,5,0.301,0.928,1e-32,0.908,0.926,0.929
41,meta_blits2,blits,1ZVHA,5,0.301,0.928,1e-32,0.908,0.926,0.929
42,meta_hh5,hh,4GRWE,6,0.658,0.992,0,0.907,0.925,0.929
43,meta_blits9,blits,1ZVHA,5,0.404,0.92,4.9e-32,0.907,0.926,0.929
44,meta_hh3,hh,4W6XB,8,0.674,0.992,0,0.907,0.924,0.929
45,meta_hh10,hh,4GRWE,6,0.595,0.992,0,0.907,0.924,0.929
46,meta_hs6,hs,4GRWE,6,0.706,0.992,0,0.907,0.925,0.93
47,meta_hs7,hs,4GRWE,6,0.658,0.984,0,0.907,0.924,0.929
48,meta_hs8,hs,4GRWE,6,0.642,0.992,0,0.906,0.924,0.928
49,meta_hs1,hs,4W6XB,8,0.658,0.992,0,0.906,0.924,0.929
50,meta_sam2,sam,4W6XB,8,0.674,0.992,6.93e-33,0.906,0.923,0.928
51,meta_hs4,hs,4GRWE,6,0.634,0.992,0,0.906,0.924,0.928
52,meta_sam3,sam,5GGUH,7,0.793,0.984,1.04e-32,0.905,0.92,0.927
53,meta_hs9,hs,4GRWE,6,0.682,0.992,0,0.905,0.924,0.928
54,meta_sam5,sam,4TVSa,4,0.714,1,1.86e-32,0.904,0.922,0.927
55,meta_sam4,sam,5GGUH,7,0.698,0.984,1.72e-32,0.904,0.921,0.926
56,meta_blits5,blits,1ZVHA,5,0.388,0.952,7.8e-32,0.903,0.922,0.927
57,meta_hhsuite3,hhsuite,4W6XB,8,0.611,0.912,2.5e-24,0.902,0.919,0.925
58,meta_hhsuite6,hhsuite,4W6XB,8,0.587,0.904,2.6e-24,0.902,0.919,0.925
59,meta_hhsuite7,hhsuite,4W6XB,8,0.642,0.984,3.6e-24,0.902,0.919,0.925
60,meta_msaprobs3,msaprobs,4GRWE,6,0.658,0.96,unknown,0.901,0.92,0.925
61,meta_hhsuite2,hhsuite,4W6XB,8,0.611,0.912,2.5e-24,0.901,0.919,0.925
62,meta_hhsuite8,hhsuite,4W6XB,8,0.65,0.96,6.4e-24,0.901,0.917,0.924
63,meta_hhsuite5,hhsuite,4W6XB,8,0.595,0.944,2.9e-24,0.901,0.919,0.924
64,meta_hhsuite10,hhsuite,4W6XB,8,0.642,0.936,1e-23,0.901,0.918,0.924
65,meta_center2,center,4GRWE,6,0.642,0.992,unknown,0.901,0.92,0.925
66,meta_star2,star,4GRWE,6,0.642,0.992,unknown,0.901,0.92,0.925
67,meta_compro3,compro,4GRWE,6,0.642,0.992,unknown,0.9,0.919,0.924
68,meta_hhsuite9,hhsuite,4W6XB,8,0.658,0.984,4.7e-24,0.9,0.918,0.924
69,meta_hhsuite4,hhsuite,4W6XB,8,0.611,0.912,2.5e-24,0.898,0.917,0.923
70,meta_sam1,sam,4TVSa,4,0.746,0.992,6.10e-33,0.896,0.915,0.921
71,meta_hhsuite1,hhsuite,4W6XB,8,0.404,0.92,1.5e-24,0.894,0.913,0.92
72,meta_ap2,ap,1JTPA,2,0.579,0.984,0,0.892,0.913,0.919
73,meta_ap4,ap,1JTPA,2,0.42,0.976,0,0.89,0.914,0.917
74,meta_ap5,ap,1JTPA,2,0.658,0.992,0,0.889,0.914,0.917
75,meta_ff2,ff,4GRWE,6,0.642,0.992,2,0.883,0.901,0.911
76,meta_star1,star,1ZVHA,5,0.793,0.984,unknown,0.882,0.906,0.913
77,meta_center1,center,1ZVHA,5,0.793,0.984,unknown,0.882,0.906,0.913
78,meta_rapt2,rapt,4GRWE,6,0.642,0.992,5.986e-11,0.882,0.901,0.911
79,meta_compro2,compro,1ZVHA,5,0.793,0.984,unknown,0.881,0.905,0.912
80,meta_ap3,ap,1JTPA,2,0.42,0.952,0,0.881,0.907,0.909
81,meta_hmmer5,hmmer,4TVSa,4,0.603,0.952,8.3e-74,0.881,0.906,0.911
82,meta_hmmer4,hmmer,4TVSa,4,0.603,0.952,8.1e-74,0.88,0.908,0.91
83,meta_msaprobs2,msaprobs,1ZVHA,5,0.793,0.984,unknown,0.88,0.904,0.912
84,meta_hp3,hp,1JTPA,2,0.658,0.984,0,0.879,0.906,0.908
85,meta_hp2,hp,1JTPA,2,0.579,0.984,0,0.878,0.904,0.908
86,meta_multicom1,multicom,5GGUH,7,0.587,0.992,2e-73,0.873,0.896,0.9
87,meta_compro1,compro,5GGUH,7,0.587,0.992,unknown,0.872,0.892,0.898
88,meta_multicom9,multicom,3UX9B,2,0.603,0.952,2e-70,0.872,0.894,0.9
89,meta_msaprobs1,msaprobs,5GGUH,7,0.587,0.992,unknown,0.871,0.891,0.897
90,meta_muster1,muster,5E0QA,1,0.682,0.992,unknown,0.871,0.892,0.903
91,meta_multicom4,multicom,1IGTB,4,0.547,0.936,1e-71,0.871,0.894,0.899
92,meta_multicom10,multicom,5C8JC,1,0.634,1,2e-70,0.871,0.896,0.899
93,meta_multicom7,multicom,3UX9D,2,0.603,0.952,1e-70,0.871,0.896,0.9
94,meta_csblast5,csblast,5GGVH,5,0.587,0.992,2e-46,0.871,0.893,0.898
95,meta_csblast4,csblast,5GGVH,5,0.595,0.944,5e-47,0.871,0.894,0.898
96,meta_star4,star,4DKAA,3,0.682,0.992,unknown,0.87,0.896,0.905
97,meta_muster8,muster,4RRPA,1,0.619,0.944,unknown,0.87,0.893,0.896
98,meta_csiblast4,csiblast,1IGTB,4,0.547,0.936,6e-72,0.87,0.896,0.899
99,meta_csiblast1,csiblast,5GGUH,7,0.587,0.992,4e-74,0.87,0.894,0.899
100,meta_multicom8,multicom,3UX9B,2,0.595,0.952,2e-70,0.87,0.895,0.899
101,meta_multicom3,multicom,3KDMH,4,0.603,0.96,9e-72,0.87,0.894,0.899
102,meta_csblast2,csblast,5GGUH,7,0.587,0.992,5e-47,0.869,0.891,0.895
103,meta_csiblast5,csiblast,3ZTJK,4,0.603,0.992,3e-71,0.869,0.894,0.898
104,meta_multicom2,multicom,5GGVH,5,0.587,0.992,9e-73,0.869,0.893,0.897
105,meta_csblast3,csblast,5GGVH,5,0.563,0.968,5e-47,0.869,0.893,0.897
106,meta_multicom5,multicom,3ZTJK,4,0.603,0.992,6e-71,0.869,0.894,0.899
107,meta_csblast1,csblast,5GGUH,7,0.611,0.96,3e-47,0.869,0.893,0.897
108,meta_csiblast2,csiblast,5GGVH,5,0.587,0.992,1e-73,0.868,0.896,0.899
109,meta_multicom6,multicom,3ZTJI,1,0.603,0.992,1e-70,0.868,0.896,0.898
110,meta_rapt3,rapt,1ZVHA,5,0.793,0.984,7.025e-11,0.866,0.893,0.901
111,meta_compro4,compro,5F1OB,3,0.658,0.992,unknown,0.866,0.896,0.9
