Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hhsuite10,hhsuite,1J0HA,4,0.136,0.878,6.8e-19,0.197,0.228,0.355
2,meta_blits7,blits,1J0HA,4,0.136,0.896,1.2e-17,0.196,0.226,0.35
3,meta_hhsuite8,hhsuite,1SMAA,3,0.138,0.876,7.6e-19,0.194,0.226,0.353
4,meta_blits9,blits,1WZLA,3,0.131,0.893,2.5e-17,0.192,0.222,0.35
5,meta_gbli8,gbli,1WZLA,3,0.118,0.848,4.4e-22,0.192,0.222,0.343
6,meta_gbli9,gbli,1WZLA,3,0.118,0.848,4.4e-22,0.192,0.222,0.343
7,meta_gbli7,gbli,1J0HA,4,0.121,0.835,8.5e-23,0.192,0.222,0.344
8,meta_gbli6,gbli,1EA9A,6,0.128,0.896,9.2e-25,0.191,0.22,0.346
9,meta_gbli5,gbli,1EA9A,6,0.128,0.896,9.2e-25,0.191,0.22,0.346
10,meta_blits6,blits,1EA9A,6,0.128,0.883,2.9e-18,0.19,0.219,0.347
11,meta_hhsuite5,hhsuite,5A2AA,1,0.113,0.815,1.9e-19,0.19,0.223,0.349
12,meta_hhsuite4,hhsuite,1EA9C,1,0.133,0.891,3.5e-19,0.19,0.22,0.347
13,meta_ff2,ff,4FNSA,5,0.128,0.941,2,0.188,0.222,0.351
14,meta_hhsuite7,hhsuite,4E2OA,2,0.133,0.815,3.8e-19,0.188,0.22,0.348
15,meta_hhsuite6,hhsuite,2WC7A,1,0.118,0.825,1.7e-19,0.186,0.218,0.349
16,meta_ff1,ff,2XN0A,9,0.138,0.941,1,0.186,0.222,0.351
17,meta_ff3,ff,2YFOA,9,0.156,0.921,3,0.184,0.218,0.349
18,meta_blits10,blits,3ZO9A,1,0.121,0.863,7.4e-18,0.183,0.215,0.344
19,meta_muster1,muster,4FNPA,2,0.143,0.883,unknown,0.183,0.214,0.343
20,meta_hhsuite9,hhsuite,3DHUA,3,0.108,0.795,4.8e-19,0.182,0.212,0.338
21,meta_muster2,muster,2YFNA,1,0.156,0.858,unknown,0.179,0.21,0.337
22,meta_hg4,hg,2XN0A,9,0.154,0.904,1.2e-20,0.178,0.214,0.346
23,meta_muster4,muster,2XN0A,9,0.133,0.744,unknown,0.178,0.208,0.327
24,meta_muster6,muster,4FNPA,2,0.09,0.542,unknown,0.177,0.207,0.317
25,meta_blits8,blits,3DHUA,3,0.113,0.81,2e-17,0.177,0.206,0.337
26,meta_ss4,ss,2XN0A,9,0.146,0.828,1.2e-20,0.177,0.211,0.337
27,meta_ss6,ss,4FNSA,5,0.133,0.828,7e-19,0.176,0.207,0.333
28,meta_ss5,ss,2YFOA,9,0.138,0.704,6e-20,0.175,0.207,0.334
29,meta_hg5,hg,2YFOA,9,0.166,0.883,6e-20,0.174,0.208,0.34
30,meta_compro0,compro,2XN0A,9,0.154,0.901,unknown,0.172,0.202,0.328
31,meta_ss10,ss,1J0HA,4,0.078,0.464,2.3e-16,0.17,0.192,0.286
32,meta_ss7,ss,1SMAA,3,0.078,0.467,2.5e-16,0.17,0.192,0.293
33,meta_ff5,ff,3MI6A,2,0.123,0.893,5,0.169,0.205,0.34
34,meta_compro4,compro,4FNSA,5,0.131,0.891,unknown,0.169,0.198,0.323
35,meta_super9,super,3DHUA,3,0.108,0.795,4.8e-19,0.169,0.201,0.33
36,meta_gbli10,gbli,3ZSSA,1,0.101,0.787,1.3e-21,0.165,0.194,0.324
37,meta_muster5,muster,3MI6A,2,0.118,0.858,unknown,0.165,0.2,0.334
38,meta_msaprobs1,msaprobs,2YFOA,9,0.161,0.808,unknown,0.164,0.192,0.319
39,meta_compro1,compro,2YFOA,9,0.141,0.815,unknown,0.163,0.19,0.31
40,meta_center1,center,2XN0A,9,0.116,0.949,unknown,0.161,0.193,0.317
41,meta_super4,super,1EA9C,1,0.133,0.891,3.5e-19,0.158,0.191,0.324
42,meta_msaprobs4,msaprobs,4FNSA,5,0.166,0.838,unknown,0.158,0.188,0.315
43,meta_ss9,ss,4E2OA,2,0.08,0.409,1.4e-17,0.155,0.178,0.27
44,meta_hhsuite3,hhsuite,4GKLA,4,0.123,0.79,1.4e-20,0.155,0.185,0.307
45,meta_center0,center,2YFOA,9,0.133,0.944,unknown,0.154,0.184,0.303
46,meta_star1,star,2XN0A,9,0.121,0.921,converted,0.152,0.183,0.308
47,meta_ss8,ss,4GKLA,4,0.058,0.404,9.5e-17,0.151,0.176,0.268
48,meta_ff10,ff,3DHUA,3,0.07,0.467,10,0.149,0.177,0.3
49,meta_ff7,ff,1M7XA,1,0.073,0.643,7,0.147,0.176,0.296
50,meta_star0,star,2YFOA,9,0.143,0.919,converted,0.146,0.173,0.293
51,meta_com1,com,2XN0A,9,0.073,0.353,8.78e-09,0.145,0.168,0.26
52,meta_muster8,muster,1ZY9A,6,0.101,0.81,unknown,0.145,0.181,0.32
53,meta_center3,center,4S1AA,6,0.085,0.454,unknown,0.145,0.178,0.286
54,meta_ff6,ff,1EH9A,5,0.09,0.54,6,0.144,0.171,0.272
55,meta_hhbl9,hhbl,3FNDA,1,0.08,0.517,2.1e-15,0.142,0.173,0.297
56,meta_com2,com,2YFOA,9,0.08,0.318,8.87e-07,0.142,0.163,0.254
57,meta_com4,com,2XN0A,9,0.093,0.431,1.10e-06,0.14,0.161,0.253
58,meta_super3,super,4GKLA,4,0.123,0.79,1.4e-20,0.14,0.161,0.274
59,meta_hmmer3,hmmer,3VGBA,2,0.083,0.396,0.058,0.138,0.157,0.231
60,meta_prc3,prc,1BF2A,1,0.088,0.994,0.00062,0.138,0.171,0.297
61,meta_hg3,hg,4S1AA,6,0.088,0.472,1.2e-23,0.138,0.166,0.282
