Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_ss1,ss,2FWRA,24,0.457,0.936,0,0.414,0.432,0.501
2,meta_hp1,hp,2FWRA,24,0.453,0.932,0,0.414,0.432,0.501
3,meta_ap1,ap,2FWRA,24,0.453,0.932,0,0.414,0.432,0.501
4,meta_hh1,hh,2FWRA,24,0.453,0.936,0,0.414,0.431,0.5
5,meta_hmmer1,hmmer,2FWRA,24,0.457,0.936,1.2e-189,0.414,0.431,0.499
6,meta_hhbl1,hhbl,2FWRA,24,0.45,0.934,8.9e-47,0.413,0.429,0.5
7,meta_multicom1,multicom,2FWRA,24,0.457,0.936,0.0,0.413,0.431,0.499
8,meta_blits1,blits,2FWRA,24,0.457,0.936,4.1e-60,0.413,0.43,0.501
9,meta_psiblast1,psiblast,2FWRA,24,0.457,0.936,0.0,0.413,0.43,0.501
10,meta_hg1,hg,2FWRA,24,0.457,0.936,0,0.412,0.429,0.499
11,meta_csblast1,csblast,2FWRA,24,0.459,0.928,e-120,0.412,0.43,0.499
12,meta_blast1,blast,2FWRA,24,0.459,0.936,e-174,0.412,0.429,0.5
13,meta_rapt1,rapt,2FWRA,24,0.453,0.932,2.371e-10,0.412,0.429,0.5
14,meta_psiblast5,psiblast,2FWRA1,1,0.457,0.936,e-152,0.412,0.429,0.499
15,meta_multicom5,multicom,2FWRA,24,0.457,0.936,e-152,0.412,0.429,0.499
16,meta_newblast1,newblast,2FWRA,24,0.457,0.936,e-110,0.411,0.428,0.497
17,meta_muster1,muster,2FWRA,24,0.453,0.936,unknown,0.411,0.428,0.499
18,meta_csiblast1,csiblast,2FWRA,24,0.459,0.934,e-165,0.41,0.427,0.498
19,meta_star0,star,2FWRA,24,0.457,0.936,converted,0.41,0.428,0.499
20,meta_compro0,compro,2FWRA,24,0.459,0.936,unknown,0.41,0.427,0.497
21,meta_sam1,sam,2FWRA,24,0.459,0.928,8.83e-60,0.409,0.426,0.495
22,meta_msaprobs0,msaprobs,2FWRA,24,0.459,0.936,unknown,0.409,0.426,0.496
23,meta_hhsuite1,hhsuite,2FWRA,24,0.457,0.934,1.5e-57,0.408,0.426,0.499
24,meta_ff1,ff,2FWRA,24,0.45,0.932,1,0.406,0.423,0.497
25,meta_hmmer3,hmmer,2FWRC,7,0.442,0.893,2.4e-175,0.405,0.423,0.496
26,meta_hmmer2,hmmer,2FWRD,7,0.448,0.923,7.4e-180,0.404,0.422,0.497
27,meta_multicom3,multicom,2FWRB,7,0.446,0.912,e-177,0.403,0.423,0.498
28,meta_psiblast3,psiblast,2FWRB,7,0.446,0.912,e-177,0.403,0.421,0.495
29,meta_csblast3,csblast,2FWRC,7,0.446,0.884,e-112,0.403,0.422,0.497
30,meta_prc1,prc,2FWRA,24,0.448,0.938,5.3e-89,0.403,0.422,0.495
31,meta_center0,center,2FWRA,24,0.448,0.941,unknown,0.403,0.422,0.496
32,meta_csblast2,csblast,2FWRD,7,0.45,0.915,e-115,0.402,0.42,0.496
33,meta_sam3,sam,2FWRC,7,0.446,0.884,8.53e-58,0.401,0.42,0.494
34,meta_blast3,blast,2FWRB,7,0.448,0.912,e-164,0.401,0.419,0.494
35,meta_sam2,sam,2FWRD,7,0.45,0.915,1.12e-58,0.401,0.419,0.493
36,meta_hmmer4,hmmer,2FWRB,7,0.444,0.912,7.1e-175,0.4,0.418,0.493
37,meta_csiblast2,csiblast,2FWRD,7,0.45,0.921,e-160,0.4,0.419,0.495
38,meta_sam4,sam,2FWRB,7,0.448,0.901,5.91e-57,0.4,0.417,0.493
39,meta_csiblast3,csiblast,2FWRB,7,0.448,0.91,e-156,0.4,0.419,0.496
40,meta_csblast4,csblast,2FWRB,7,0.448,0.899,e-112,0.4,0.418,0.494
41,meta_psiblast2,psiblast,2FWRD,7,0.448,0.923,0.0,0.399,0.416,0.493
42,meta_hs1,hs,2FWRA,24,0.453,0.934,0,0.398,0.413,0.493
43,meta_multicom2,multicom,2FWRD,7,0.448,0.923,0.0,0.397,0.414,0.492
44,meta_blast2,blast,2FWRD,7,0.45,0.923,e-166,0.397,0.414,0.492
45,meta_multicom4,multicom,2FWRC,7,0.444,0.893,e-176,0.395,0.411,0.492
46,meta_psiblast4,psiblast,2FWRC,7,0.444,0.893,e-176,0.394,0.41,0.489
47,meta_blast4,blast,2FWRC,7,0.446,0.893,e-163,0.393,0.407,0.487
48,meta_com1,com,2FWRA,24,0.437,0.893,9.98e-89,0.393,0.409,0.482
49,meta_csiblast4,csiblast,2FWRC,7,0.446,0.891,e-155,0.39,0.407,0.491
