Rank,Name,Method,Temp,Freq,Ident,Cov,Evalue,max,gdt,tm
1,meta_hhsuite3,hhsuite,5U4NA,1,0.162,0.901,8.2,0.072,0.1,0.175
2,meta_blits2,blits,1RVGA,3,0.169,0.858,9.9,0.067,0.099,0.174
3,meta_hhsuite1,hhsuite,1GVFA,1,0.151,0.816,3.5,0.072,0.099,0.172
4,meta_super8,super,2CA5A,1,0.056,0.208,46,0.075,0.103,0.171
5,meta_hhsuite9,hhsuite,4TO8A,1,0.173,0.837,12,0.074,0.101,0.171
6,meta_blits1,blits,3C4UA,1,0.134,0.833,4.8,0.068,0.097,0.171
7,meta_hhsuite4,hhsuite,5U7SA,1,0.18,0.901,8.4,0.066,0.096,0.171
8,meta_center3,center,3B2AA,2,0.127,0.901,unknown,0.062,0.094,0.169
9,meta_hhsuite5,hhsuite,3Q94A,3,0.141,0.777,8.6,0.069,0.096,0.168
10,meta_super5,super,3Q94A,3,0.141,0.777,8.6,0.067,0.096,0.168
11,meta_blits10,blits,3Q94A,3,0.151,0.84,35,0.066,0.095,0.168
12,meta_rapt8,rapt,4RV1A,1,0.127,0.851,0.003488,0.06,0.092,0.168
13,meta_com9,com,1Z5HA,1,0.102,0.968,9.77e-01,0.059,0.091,0.168
14,meta_hhsuite6,hhsuite,3PM6A,2,0.148,0.802,16,0.067,0.094,0.166
15,meta_super2,super,2X9CA,1,0.049,0.204,12,0.069,0.096,0.165
16,meta_star3,star,3B2AA,2,0.123,0.826,converted,0.062,0.093,0.165
17,meta_hh8,hh,4XL5C,2,0.123,0.809,6.3e+02,0.056,0.087,0.165
18,meta_rapt2,rapt,4XZRB,1,0.063,0.664,0.002953,0.067,0.097,0.164
19,meta_rapt7,rapt,4B8JA,1,0.081,0.667,0.003416,0.067,0.096,0.164
20,meta_muster4,muster,4I2WA,1,0.12,0.971,unknown,0.059,0.09,0.164
21,meta_rapt5,rapt,2C1TA,1,0.056,0.766,0.003207,0.066,0.095,0.163
22,meta_rapt3,rapt,4E4VA,1,0.06,0.671,0.003036,0.066,0.095,0.163
23,meta_muster2,muster,2OOEA,1,0.12,0.971,unknown,0.062,0.092,0.163
24,meta_compro4,compro,5AIOA,3,0.194,0.83,unknown,0.057,0.087,0.163
